Y,red,green,blue,ir_3,vis_3,E
1,67.0,31.0,94.0,339.0,97.0,0
0,49.0,36.0,95.0,567.0,157.0,0
0,72.0,116.0,103.0,938.0,268.0,0
1,61.0,3.0,87.0,339.0,75.0,0
0,47.0,19.0,81.0,346.0,101.0,0
1,41.0,13.0,81.0,263.0,64.0,0
1,37.0,28.0,90.0,256.0,64.0,0
0,66.0,90.0,83.0,883.0,184.0,0
1,67.0,46.0,73.0,412.0,83.0,0
1,31.0,28.0,83.0,267.0,76.0,0
0,66.0,33.0,108.0,742.0,150.0,0
1,76.0,39.0,71.0,388.0,77.0,0
0,76.0,23.0,79.0,702.0,135.0,0
1,65.0,72.0,109.0,504.0,107.0,0
0,57.0,20.0,89.0,427.0,137.0,0
1,38.0,41.0,102.0,269.0,99.0,0
0,97.0,23.0,103.0,664.0,131.0,0
0,63.0,108.0,99.0,898.0,246.0,0
0,31.0,17.0,62.0,298.0,67.0,0
0,75.0,36.0,84.0,580.0,158.0,0
1,68.0,8.0,97.0,372.0,85.0,0
0,52.0,19.0,107.0,421.0,141.0,0
1,98.0,43.0,75.0,463.0,92.0,0
0,55.0,43.0,93.0,575.0,161.0,0
1,70.0,82.0,93.0,579.0,125.0,0
0,82.0,9.0,83.0,614.0,102.0,0
1,82.0,52.0,103.0,528.0,125.0,0
1,40.0,45.0,90.0,346.0,94.0,0
0,75.0,15.0,88.0,628.0,112.0,0
1,77.0,70.0,83.0,499.0,109.0,0
1,69.0,46.0,88.0,425.0,93.0,0
0,61.0,35.0,99.0,552.0,157.0,0
1,71.0,34.0,71.0,366.0,81.0,0
1,52.0,40.0,83.0,337.0,92.0,0
1,66.0,19.0,93.0,334.0,77.0,0
0,62.0,16.0,90.0,474.0,121.0,0
0,71.0,31.0,68.0,568.0,121.0,0
0,26.0,54.0,102.0,424.0,140.0,0
1,37.0,63.0,80.0,385.0,96.0,0
1,88.0,49.0,85.0,477.0,97.0,0
0,73.0,12.0,93.0,549.0,141.0,0
1,68.0,16.0,96.0,334.0,84.0,0
0,54.0,22.0,107.0,507.0,143.0,0
1,77.0,8.0,67.0,354.0,57.0,0
0,27.0,60.0,91.0,534.0,151.0,0
0,65.0,16.0,65.0,462.0,112.0,0
1,85.0,20.0,82.0,390.0,77.0,0
1,69.0,86.0,92.0,601.0,111.0,0
0,102.0,53.0,65.0,782.0,169.0,0
0,51.0,31.0,99.0,579.0,160.0,0
1,60.0,39.0,110.0,406.0,113.0,0
1,51.0,25.0,81.0,278.0,76.0,0
0,83.0,61.0,103.0,876.0,182.0,0
0,86.0,20.0,87.0,575.0,131.0,0
1,37.0,35.0,90.0,250.0,85.0,0
0,68.0,1.0,91.0,500.0,108.0,0
0,60.0,17.0,85.0,513.0,116.0,0
1,67.0,5.0,76.0,315.0,61.0,0
1,58.0,11.0,92.0,310.0,87.0,0
1,47.0,63.0,90.0,379.0,118.0,0
1,64.0,75.0,80.0,434.0,102.0,0
0,42.0,30.0,70.0,332.0,92.0,0
0,76.0,17.0,86.0,546.0,94.0,0
1,68.0,45.0,87.0,395.0,91.0,0
1,75.0,26.0,91.0,417.0,79.0,0
1,32.0,60.0,94.0,363.0,87.0,0
0,84.0,32.0,74.0,613.0,107.0,0
1,58.0,14.0,96.0,311.0,64.0,0
1,72.0,49.0,80.0,433.0,82.0,0
0,95.0,57.0,69.0,679.0,148.0,0
1,56.0,26.0,86.0,321.0,67.0,0
0,57.0,1.0,79.0,429.0,115.0,0
0,49.0,83.0,72.0,579.0,212.0,0
1,70.0,56.0,90.0,364.0,95.0,0
0,89.0,67.0,106.0,891.0,201.0,0
0,50.0,20.0,99.0,468.0,118.0,0
1,56.0,69.0,91.0,308.0,124.0,0
1,50.0,25.0,74.0,243.0,69.0,0
1,63.0,33.0,85.0,383.0,91.0,0
0,46.0,36.0,92.0,482.0,153.0,0
0,69.0,15.0,100.0,523.0,142.0,0
1,86.0,55.0,100.0,517.0,102.0,0
1,55.0,36.0,70.0,394.0,48.0,0
0,75.0,31.0,93.0,621.0,153.0,0
0,79.0,36.0,106.0,605.0,176.0,0
1,73.0,59.0,81.0,479.0,107.0,0
0,64.0,69.0,94.0,794.0,178.0,0
0,86.0,59.0,84.0,745.0,145.0,0
1,63.0,23.0,80.0,385.0,82.0,0
0,86.0,15.0,97.0,636.0,158.0,0
1,65.0,54.0,90.0,400.0,119.0,0
0,56.0,39.0,82.0,525.0,151.0,0
1,57.0,38.0,107.0,319.0,105.0,0
0,31.0,48.0,85.0,446.0,125.0,0
1,93.0,71.0,80.0,651.0,98.0,0
1,71.0,37.0,97.0,331.0,101.0,0
1,61.0,49.0,66.0,382.0,65.0,0
1,37.0,54.0,82.0,297.0,87.0,0
0,56.0,11.0,100.0,472.0,115.0,0
0,63.0,4.0,83.0,416.0,112.0,0
0,83.0,62.0,86.0,666.0,170.0,0
0,51.0,56.0,69.0,649.0,153.0,0
1,111.0,19.0,110.0,540.0,112.0,0
0,67.0,105.0,114.0,978.0,239.0,0
0,75.0,23.0,78.0,575.0,110.0,0
1,96.0,46.0,85.0,579.0,100.0,0
1,55.0,52.0,114.0,417.0,114.0,0
0,68.0,51.0,85.0,751.0,177.0,0
0,63.0,49.0,75.0,582.0,138.0,0
0,59.0,57.0,94.0,665.0,128.0,0
0,44.0,34.0,99.0,478.0,155.0,0
1,85.0,28.0,106.0,477.0,116.0,0
1,69.0,64.0,96.0,500.0,140.0,0
0,45.0,21.0,90.0,395.0,129.0,0
0,75.0,29.0,97.0,440.0,141.0,0
1,51.0,20.0,100.0,277.0,83.0,0
1,79.0,73.0,100.0,509.0,100.0,0
1,106.0,20.0,91.0,514.0,87.0,0
1,100.0,29.0,69.0,417.0,71.0,0
0,41.0,15.0,80.0,312.0,99.0,0
0,85.0,70.0,80.0,702.0,209.0,0
1,91.0,45.0,91.0,541.0,107.0,0
0,51.0,70.0,94.0,661.0,179.0,0
1,50.0,12.0,71.0,288.0,64.0,0
0,66.0,52.0,80.0,615.0,138.0,0
0,76.0,81.0,94.0,806.0,203.0,0
0,87.0,18.0,99.0,529.0,125.0,0
0,67.0,15.0,94.0,501.0,109.0,0
0,59.0,46.0,102.0,628.0,182.0,0
1,48.0,61.0,89.0,333.0,82.0,0
1,58.0,45.0,96.0,419.0,108.0,0
1,57.0,2.0,95.0,289.0,73.0,0
0,43.0,34.0,82.0,462.0,118.0,0
1,76.0,102.0,92.0,668.0,161.0,0
1,75.0,29.0,79.0,393.0,72.0,0
0,67.0,29.0,113.0,598.0,191.0,0
0,83.0,59.0,87.0,847.0,155.0,0
1,69.0,11.0,57.0,291.0,43.0,0
1,61.0,24.0,72.0,286.0,59.0,0
1,63.0,48.0,93.0,329.0,94.0,0
1,68.0,9.0,98.0,332.0,86.0,0
1,54.0,12.0,83.0,270.0,67.0,0
1,72.0,48.0,98.0,520.0,98.0,0
0,66.0,0.0,98.0,490.0,139.0,0
0,71.0,49.0,87.0,664.0,167.0,0
1,45.0,99.0,69.0,449.0,121.0,0
1,76.0,18.0,76.0,347.0,68.0,0
0,67.0,25.0,87.0,619.0,128.0,0
1,56.0,11.0,92.0,309.0,87.0,0
0,83.0,58.0,83.0,808.0,136.0,0
1,51.0,27.0,83.0,325.0,70.0,0
0,57.0,45.0,101.0,673.0,150.0,0
0,45.0,22.0,83.0,446.0,129.0,0
1,88.0,24.0,81.0,413.0,64.0,0
1,51.0,38.0,90.0,329.0,85.0,0
0,75.0,77.0,96.0,480.0,207.0,1
0,93.0,73.0,91.0,496.0,198.0,1
0,32.0,54.0,92.0,264.0,154.0,1
1,62.0,7.0,103.0,182.0,81.0,1
1,22.0,6.0,99.0,110.0,69.0,1
1,88.0,96.0,96.0,315.0,139.0,1
0,81.0,45.0,104.0,376.0,221.0,1
1,67.0,19.0,71.0,187.0,74.0,1
1,42.0,50.0,91.0,180.0,96.0,1
0,70.0,26.0,82.0,294.0,121.0,1
0,82.0,7.0,108.0,348.0,169.0,1
1,48.0,51.0,94.0,205.0,91.0,1
1,73.0,8.0,101.0,180.0,77.0,1
0,83.0,63.0,91.0,398.0,168.0,1
1,64.0,18.0,85.0,170.0,77.0,1
1,63.0,22.0,87.0,177.0,90.0,1
0,30.0,49.0,78.0,241.0,126.0,1
1,79.0,74.0,86.0,272.0,132.0,1
0,63.0,6.0,117.0,261.0,140.0,1
0,35.0,76.0,102.0,308.0,172.0,1
1,105.0,56.0,104.0,310.0,139.0,1
0,55.0,99.0,102.0,445.0,203.0,1
1,26.0,55.0,85.0,158.0,79.0,1
0,59.0,46.0,92.0,269.0,185.0,1
0,78.0,26.0,98.0,299.0,142.0,1
0,73.0,64.0,97.0,359.0,181.0,1
0,47.0,40.0,90.0,262.0,138.0,1
0,31.0,17.0,85.0,161.0,97.0,1
1,51.0,53.0,73.0,165.0,96.0,1
1,96.0,29.0,108.0,247.0,109.0,1
0,26.0,57.0,87.0,233.0,169.0,1
0,76.0,28.0,88.0,274.0,144.0,1
0,72.0,22.0,79.0,260.0,114.0,1
0,46.0,53.0,68.0,326.0,134.0,1
1,96.0,66.0,81.0,264.0,92.0,1
0,72.0,7.0,75.0,253.0,121.0,1
1,59.0,97.0,78.0,261.0,125.0,1
1,54.0,36.0,96.0,165.0,98.0,1
1,62.0,31.0,84.0,198.0,69.0,1
0,69.0,62.0,81.0,407.0,198.0,1
0,75.0,36.0,98.0,322.0,153.0,1
1,65.0,26.0,69.0,197.0,73.0,1
0,48.0,20.0,77.0,239.0,121.0,1
0,68.0,33.0,85.0,324.0,153.0,1
1,34.0,38.0,94.0,155.0,75.0,1
1,59.0,46.0,114.0,228.0,125.0,1
0,63.0,48.0,112.0,367.0,201.0,1
0,119.0,68.0,104.0,531.0,233.0,1
1,27.0,31.0,87.0,116.0,68.0,1
0,49.0,19.0,90.0,191.0,119.0,1
1,43.0,20.0,96.0,133.0,67.0,1
1,57.0,37.0,84.0,174.0,83.0,1
0,101.0,23.0,101.0,417.0,164.0,1
1,70.0,8.0,94.0,208.0,91.0,1
1,56.0,24.0,115.0,192.0,99.0,1
0,60.0,80.0,87.0,403.0,217.0,1
1,65.0,6.0,74.0,163.0,69.0,1
0,52.0,16.0,71.0,229.0,106.0,1
1,89.0,82.0,82.0,312.0,135.0,1
0,49.0,35.0,88.0,309.0,126.0,1
1,67.0,64.0,86.0,255.0,112.0,1
0,53.0,67.0,97.0,321.0,170.0,1
0,113.0,58.0,117.0,531.0,222.0,1
0,46.0,1.0,102.0,192.0,122.0,1
0,63.0,25.0,80.0,266.0,116.0,1
1,35.0,54.0,93.0,189.0,115.0,1
0,48.0,77.0,100.0,374.0,175.0,1
1,68.0,10.0,103.0,200.0,82.0,1
0,68.0,44.0,112.0,377.0,219.0,1
1,95.0,45.0,95.0,261.0,115.0,1
0,38.0,22.0,83.0,201.0,116.0,1
1,75.0,67.0,96.0,285.0,133.0,1
1,70.0,37.0,77.0,194.0,89.0,1
0,44.0,33.0,78.0,228.0,116.0,1
1,88.0,24.0,84.0,226.0,88.0,1
1,71.0,33.0,93.0,181.0,76.0,1
0,62.0,58.0,98.0,351.0,152.0,1
1,62.0,6.0,106.0,192.0,83.0,1
0,66.0,23.0,72.0,236.0,96.0,1
1,49.0,45.0,93.0,184.0,84.0,1
0,46.0,36.0,95.0,270.0,157.0,1
0,59.0,3.0,86.0,219.0,128.0,1
0,76.0,65.0,98.0,450.0,193.0,1
1,83.0,18.0,92.0,208.0,82.0,1
1,73.0,26.0,79.0,188.0,87.0,1
0,41.0,43.0,96.0,246.0,155.0,1
1,45.0,51.0,83.0,167.0,88.0,1
0,51.0,76.0,87.0,356.0,148.0,1
1,36.0,3.0,75.0,102.0,50.0,1
0,81.0,40.0,96.0,364.0,146.0,1
0,45.0,2.0,68.0,171.0,98.0,1
1,50.0,21.0,105.0,162.0,89.0,1
0,99.0,43.0,115.0,461.0,242.0,1
0,75.0,2.0,85.0,301.0,133.0,1
0,59.0,58.0,74.0,337.0,145.0,1
1,65.0,84.0,106.0,261.0,141.0,1
1,54.0,19.0,79.0,134.0,60.0,1
0,81.0,68.0,82.0,359.0,213.0,1
0,50.0,31.0,97.0,275.0,147.0,1
1,62.0,38.0,78.0,171.0,88.0,1
0,17.0,39.0,86.0,193.0,136.0,1
0,47.0,28.0,90.0,252.0,132.0,1
1,32.0,11.0,104.0,126.0,59.0,1
1,40.0,42.0,104.0,180.0,97.0,1
1,83.0,37.0,90.0,240.0,98.0,1
1,91.0,18.0,93.0,227.0,82.0,1
0,59.0,5.0,85.0,250.0,114.0,1
0,47.0,29.0,77.0,236.0,113.0,1
1,70.0,32.0,92.0,200.0,93.0,1
1,55.0,40.0,91.0,208.0,106.0,1
1,81.0,47.0,86.0,236.0,96.0,1
0,60.0,9.0,116.0,266.0,124.0,1
1,44.0,50.0,115.0,160.0,106.0,1
1,73.0,17.0,103.0,197.0,106.0,1
0,78.0,4.0,78.0,314.0,119.0,1
1,55.0,29.0,79.0,181.0,76.0,1
0,17.0,17.0,111.0,141.0,119.0,1
0,96.0,7.0,98.0,360.0,160.0,1
1,77.0,37.0,78.0,250.0,97.0,1
0,85.0,74.0,118.0,473.0,258.0,1
0,49.0,58.0,93.0,294.0,186.0,1
1,87.0,39.0,73.0,236.0,75.0,1
1,54.0,9.0,67.0,144.0,55.0,1
1,60.0,27.0,88.0,185.0,88.0,1
0,63.0,41.0,92.0,337.0,163.0,1
0,44.0,61.0,65.0,240.0,138.0,1
1,77.0,60.0,79.0,255.0,105.0,1
1,63.0,5.0,96.0,169.0,65.0,1
0,59.0,44.0,75.0,211.0,112.0,1
0,63.0,75.0,97.0,434.0,212.0,1
1,80.0,20.0,82.0,193.0,79.0,1
0,87.0,47.0,76.0,313.0,140.0,1
0,80.0,26.0,105.0,343.0,163.0,1
1,52.0,17.0,100.0,161.0,82.0,1
0,44.0,52.0,78.0,276.0,168.0,1
1,76.0,38.0,118.0,228.0,116.0,1
0,65.0,21.0,80.0,263.0,118.0,1
0,64.0,78.0,100.0,396.0,184.0,1
0,72.0,27.0,86.0,335.0,133.0,1
1,88.0,18.0,84.0,236.0,72.0,1
1,63.0,53.0,81.0,199.0,97.0,1
1,72.0,2.0,88.0,183.0,83.0,1
1,76.0,21.0,97.0,227.0,87.0,1
0,41.0,61.0,79.0,285.0,128.0,1
0,29.0,23.0,96.0,171.0,115.0,1
0,82.0,28.0,108.0,377.0,181.0,1
0,78.0,4.0,89.0,282.0,156.0,1
1,49.0,84.0,82.0,213.0,117.0,1
0,112.0,95.0,80.0,596.0,223.0,1
0,52.0,15.0,108.0,236.0,137.0,1
1,71.0,26.0,100.0,229.0,97.0,1
1,75.0,93.0,84.0,296.0,144.0,1
0,74.0,28.0,90.0,318.0,140.0,1
0,73.0,10.0,104.0,278.0,151.0,1
0,79.0,45.0,74.0,328.0,135.0,1
0,62.0,58.0,69.0,316.0,132.0,1
1,56.0,75.0,82.0,235.0,116.0,1
1,84.0,52.0,122.0,280.0,141.0,1
0,51.0,37.0,82.0,291.0,142.0,1
0,57.0,53.0,88.0,354.0,176.0,1
1,49.0,61.0,85.0,215.0,100.0,1
1,90.0,59.0,76.0,246.0,91.0,1
1,50.0,39.0,75.0,187.0,74.0,1
1,57.0,4.0,95.0,157.0,80.0,1
0,45.0,18.0,91.0,232.0,103.0,1
0,88.0,18.0,89.0,336.0,132.0,1
0,70.0,41.0,83.0,330.0,184.0,1
0,88.0,47.0,112.0,387.0,201.0,1
1,41.0,6.0,70.0,133.0,46.0,1
0,75.0,18.0,89.0,272.0,128.0,1
0,95.0,45.0,67.0,431.0,152.0,1
0,47.0,57.0,87.0,277.0,176.0,1
0,45.0,47.0,97.0,308.0,175.0,1
0,71.0,66.0,55.0,383.0,165.0,1
1,81.0,35.0,78.0,229.0,86.0,1
1,69.0,51.0,91.0,247.0,124.0,1
1,23.0,48.0,94.0,142.0,94.0,1
0,61.0,21.0,89.0,286.0,123.0,1
1,110.0,43.0,98.0,298.0,97.0,1
1,58.0,16.0,89.0,190.0,71.0,1
0,57.0,91.0,85.0,408.0,190.0,1
0,80.0,30.0,101.0,342.0,158.0,1
1,41.0,0.0,83.0,128.0,53.0,1
1,54.0,7.0,91.0,155.0,73.0,1
1,72.0,45.0,113.0,232.0,115.0,1
0,37.0,56.0,96.0,218.0,206.0,1
0,42.0,23.0,68.0,185.0,100.0,1
1,72.0,56.0,82.0,246.0,135.0,1
0,9.0,55.0,81.0,177.0,141.0,1
0,73.0,31.0,85.0,299.0,139.0,1
1,107.0,4.0,84.0,223.0,76.0,1
1,48.0,12.0,89.0,141.0,60.0,1
0,54.0,31.0,98.0,307.0,140.0,1
1,40.0,43.0,71.0,181.0,61.0,1
0,79.0,23.0,65.0,322.0,108.0,1
0,56.0,24.0,95.0,266.0,108.0,1
0,70.0,62.0,95.0,369.0,195.0,1
0,52.0,24.0,90.0,272.0,151.0,1
1,54.0,19.0,98.0,166.0,85.0,1
0,64.0,37.0,105.0,318.0,155.0,1
0,93.0,51.0,99.0,479.0,175.0,2
0,89.0,41.0,88.0,348.0,139.0,2
0,76.0,41.0,73.0,306.0,138.0,2
1,35.0,68.0,97.0,194.0,118.0,2
1,33.0,58.0,87.0,173.0,95.0,2
1,105.0,52.0,81.0,325.0,110.0,2
0,70.0,69.0,96.0,423.0,216.0,2
1,49.0,6.0,77.0,146.0,57.0,2
1,73.0,40.0,52.0,212.0,75.0,2
0,55.0,22.0,91.0,247.0,132.0,2
0,35.0,80.0,124.0,336.0,210.0,2
1,74.0,47.0,94.0,212.0,116.0,2
1,36.0,62.0,70.0,193.0,85.0,2
0,83.0,39.0,87.0,306.0,146.0,2
1,48.0,27.0,106.0,172.0,95.0,2
1,51.0,30.0,101.0,187.0,87.0,2
0,73.0,14.0,83.0,312.0,121.0,2
1,90.0,29.0,86.0,228.0,107.0,2
0,34.0,102.0,96.0,348.0,207.0,2
0,92.0,66.0,89.0,446.0,194.0,2
1,78.0,69.0,89.0,291.0,96.0,2
0,108.0,66.0,89.0,493.0,217.0,2
1,77.0,27.0,83.0,214.0,83.0,2
0,70.0,42.0,84.0,362.0,177.0,2
0,55.0,55.0,108.0,341.0,214.0,2
0,83.0,54.0,83.0,397.0,139.0,2
0,66.0,37.0,76.0,343.0,131.0,2
0,47.0,26.0,100.0,281.0,145.0,2
1,76.0,8.0,70.0,176.0,74.0,2
1,58.0,80.0,95.0,231.0,119.0,2
0,79.0,30.0,88.0,335.0,172.0,2
0,56.0,34.0,107.0,274.0,157.0,2
0,51.0,17.0,86.0,213.0,100.0,2
0,75.0,4.0,95.0,269.0,151.0,2
1,85.0,20.0,90.0,241.0,101.0,2
1,34.0,10.0,86.0,130.0,57.0,2
1,106.0,14.0,75.0,213.0,75.0,2
1,63.0,50.0,83.0,210.0,102.0,2
1,59.0,25.0,107.0,187.0,72.0,2
0,82.0,19.0,92.0,356.0,148.0,2
0,63.0,56.0,87.0,300.0,148.0,2
1,55.0,4.0,88.0,157.0,81.0,2
0,50.0,13.0,73.0,205.0,101.0,2
0,60.0,26.0,87.0,267.0,116.0,2
1,65.0,47.0,95.0,220.0,90.0,2
1,70.0,94.0,86.0,253.0,119.0,2
0,72.0,88.0,65.0,379.0,160.0,2
0,86.0,70.0,78.0,413.0,154.0,2
1,59.0,30.0,85.0,163.0,71.0,2
0,49.0,37.0,103.0,244.0,146.0,2
1,50.0,52.0,94.0,207.0,109.0,2
1,63.0,25.0,73.0,183.0,72.0,2
0,53.0,62.0,91.0,338.0,172.0,2
1,36.0,45.0,91.0,172.0,90.0,2
1,53.0,97.0,97.0,273.0,133.0,2
0,94.0,31.0,94.0,396.0,170.0,2
1,32.0,9.0,88.0,110.0,57.0,2
1,46.0,6.0,89.0,144.0,60.0,2
1,96.0,21.0,86.0,224.0,66.0,2
0,62.0,34.0,105.0,279.0,179.0,2
1,83.0,30.0,89.0,272.0,84.0,2
1,86.0,54.0,92.0,256.0,123.0,2
0,79.0,102.0,83.0,494.0,238.0,2
0,17.0,64.0,88.0,204.0,150.0,2
0,54.0,18.0,95.0,272.0,130.0,2
1,76.0,45.0,90.0,234.0,111.0,2
0,92.0,59.0,103.0,472.0,212.0,2
1,38.0,67.0,103.0,195.0,110.0,2
0,69.0,89.0,104.0,482.0,210.0,2
1,70.0,48.0,96.0,234.0,114.0,2
0,52.0,23.0,93.0,228.0,108.0,2
1,86.0,51.0,73.0,233.0,86.0,2
1,64.0,13.0,114.0,198.0,88.0,2
0,60.0,14.0,95.0,257.0,142.0,2
1,53.0,26.0,93.0,174.0,83.0,2
1,61.0,44.0,89.0,204.0,91.0,2
0,79.0,55.0,65.0,373.0,164.0,2
1,32.0,73.0,93.0,212.0,115.0,2
1,52.0,7.0,101.0,165.0,79.0,2
1,70.0,43.0,111.0,243.0,124.0,2
0,63.0,50.0,87.0,293.0,167.0,2
0,27.0,29.0,84.0,167.0,99.0,2
0,84.0,56.0,90.0,393.0,215.0,2
1,48.0,41.0,79.0,148.0,70.0,2
1,55.0,17.0,71.0,158.0,61.0,2
0,68.0,50.0,80.0,315.0,171.0,2
1,74.0,23.0,89.0,202.0,83.0,2
0,92.0,31.0,95.0,378.0,178.0,2
1,26.0,11.0,118.0,122.0,95.0,2
0,66.0,50.0,95.0,337.0,172.0,2
0,23.0,4.0,119.0,155.0,128.0,2
1,50.0,73.0,89.0,261.0,106.0,2
1,68.0,95.0,77.0,278.0,119.0,2
0,23.0,28.0,65.0,136.0,93.0,2
0,79.0,9.0,105.0,307.0,113.0,2
1,97.0,75.0,93.0,332.0,144.0,2
1,49.0,16.0,79.0,136.0,58.0,2
0,86.0,21.0,100.0,365.0,183.0,2
0,59.0,54.0,97.0,338.0,184.0,2
1,64.0,15.0,90.0,151.0,73.0,2
0,66.0,28.0,92.0,297.0,133.0,2
0,56.0,38.0,88.0,273.0,139.0,2
1,40.0,69.0,89.0,196.0,103.0,2
1,68.0,70.0,99.0,241.0,128.0,2
1,64.0,38.0,98.0,208.0,86.0,2
1,48.0,44.0,80.0,171.0,67.0,2
0,31.0,26.0,72.0,156.0,91.0,2
0,58.0,13.0,77.0,239.0,124.0,2
1,60.0,42.0,86.0,191.0,82.0,2
1,66.0,40.0,75.0,198.0,86.0,2
1,71.0,29.0,96.0,197.0,92.0,2
0,38.0,98.0,74.0,390.0,195.0,2
1,73.0,96.0,86.0,311.0,120.0,2
1,47.0,67.0,103.0,219.0,123.0,2
0,28.0,14.0,97.0,167.0,113.0,2
1,58.0,17.0,60.0,128.0,56.0,2
0,46.0,87.0,95.0,404.0,198.0,2
0,35.0,55.0,80.0,228.0,145.0,2
1,64.0,14.0,97.0,165.0,69.0,2
0,91.0,104.0,69.0,466.0,232.0,2
0,79.0,43.0,100.0,402.0,192.0,2
1,65.0,8.0,88.0,199.0,80.0,2
1,38.0,3.0,103.0,132.0,73.0,2
1,56.0,33.0,100.0,191.0,97.0,2
0,67.0,42.0,72.0,297.0,135.0,2
0,81.0,2.0,75.0,313.0,104.0,2
1,81.0,17.0,81.0,203.0,87.0,2
1,31.0,50.0,102.0,171.0,102.0,2
0,69.0,11.0,84.0,272.0,134.0,2
0,91.0,54.0,105.0,450.0,189.0,2
1,50.0,20.0,99.0,158.0,82.0,2
0,71.0,12.0,83.0,248.0,115.0,2
0,55.0,71.0,91.0,379.0,166.0,2
1,47.0,60.0,105.0,232.0,88.0,2
0,75.0,15.0,91.0,296.0,122.0,2
1,64.0,105.0,78.0,297.0,145.0,2
0,50.0,17.0,84.0,207.0,96.0,2
1,93.0,60.0,77.0,291.0,127.0,2
0,56.0,29.0,95.0,249.0,136.0,2
1,48.0,24.0,88.0,178.0,80.0,2
1,75.0,19.0,81.0,215.0,79.0,2
1,24.0,33.0,84.0,141.0,59.0,2
1,51.0,54.0,68.0,182.0,93.0,2
0,81.0,16.0,97.0,355.0,167.0,2
0,52.0,51.0,108.0,295.0,187.0,2
0,57.0,79.0,89.0,393.0,177.0,2
0,29.0,35.0,107.0,214.0,169.0,2
1,97.0,21.0,119.0,257.0,109.0,2
0,105.0,18.0,89.0,364.0,134.0,2
0,45.0,81.0,82.0,339.0,213.0,2
1,55.0,60.0,98.0,215.0,135.0,2
1,103.0,26.0,107.0,277.0,118.0,2
0,57.0,38.0,111.0,330.0,196.0,2
0,39.0,70.0,91.0,273.0,193.0,2
0,70.0,9.0,92.0,292.0,112.0,2
0,79.0,4.0,94.0,290.0,134.0,2
1,91.0,21.0,82.0,239.0,80.0,2
1,74.0,113.0,86.0,330.0,119.0,2
0,64.0,22.0,75.0,265.0,127.0,2
0,76.0,33.0,92.0,329.0,153.0,2
1,81.0,27.0,92.0,226.0,100.0,2
1,80.0,11.0,91.0,228.0,91.0,2
1,65.0,10.0,92.0,189.0,80.0,2
1,29.0,49.0,69.0,162.0,71.0,2
0,47.0,40.0,90.0,294.0,156.0,2
0,47.0,35.0,84.0,221.0,129.0,2
1,66.0,23.0,83.0,182.0,62.0,2
0,71.0,89.0,96.0,464.0,202.0,2
1,33.0,5.0,89.0,125.0,75.0,2
0,47.0,35.0,99.0,230.0,175.0,2
0,70.0,3.0,95.0,303.0,147.0,2
0,78.0,31.0,92.0,338.0,142.0,2
0,71.0,53.0,71.0,284.0,131.0,2
0,85.0,0.0,107.0,325.0,152.0,2
1,62.0,14.0,97.0,143.0,71.0,2
1,74.0,40.0,82.0,223.0,93.0,2
1,72.0,47.0,99.0,241.0,118.0,2
0,51.0,36.0,100.0,277.0,159.0,2
1,68.0,56.0,89.0,258.0,101.0,2
1,45.0,36.0,86.0,139.0,75.0,2
0,102.0,27.0,81.0,394.0,145.0,2
