Y,red,green,blue,ir_1,vis_1,ir_3,vis_3,E
1,102.0,8.0,84.0,16989.0,3051.0,528.0,113.0,0
1,70.0,23.0,96.0,13969.0,3213.0,558.0,122.0,0
0,55.0,64.0,97.0,14840.0,4178.0,615.0,191.0,0
1,45.0,14.0,99.0,9049.0,2469.0,336.0,104.0,0
0,44.0,0.0,93.0,8088.0,2828.0,363.0,133.0,0
0,60.0,35.0,90.0,14036.0,3174.0,447.0,150.0,0
1,54.0,34.0,91.0,12147.0,3063.0,421.0,115.0,0
0,52.0,8.0,86.0,8724.0,2778.0,438.0,102.0,0
0,69.0,14.0,98.0,12680.0,3213.0,535.0,146.0,0
0,85.0,15.0,72.0,11965.0,2936.0,570.0,122.0,0
1,38.0,23.0,91.0,7473.0,2318.0,385.0,86.0,0
0,34.0,11.0,94.0,7220.0,2284.0,336.0,108.0,0
0,58.0,60.0,88.0,14464.0,3207.0,578.0,177.0,0
0,75.0,40.0,82.0,16684.0,3271.0,665.0,124.0,0
1,71.0,69.0,63.0,15007.0,3471.0,666.0,160.0,0
0,52.0,44.0,59.0,9377.0,2444.0,504.0,120.0,0
0,43.0,77.0,88.0,11082.0,4533.0,700.0,173.0,0
0,67.0,36.0,83.0,14383.0,3523.0,489.0,148.0,0
1,65.0,47.0,79.0,16060.0,3349.0,530.0,125.0,0
1,65.0,10.0,82.0,11822.0,2553.0,443.0,106.0,0
1,54.0,2.0,97.0,9245.0,2864.0,411.0,110.0,0
0,37.0,51.0,78.0,9691.0,2678.0,480.0,145.0,0
0,65.0,29.0,83.0,12190.0,3353.0,468.0,148.0,0
1,70.0,15.0,77.0,8625.0,2656.0,402.0,101.0,0
1,78.0,14.0,95.0,13053.0,3161.0,508.0,108.0,0
1,67.0,4.0,86.0,10337.0,2326.0,405.0,105.0,0
0,55.0,55.0,90.0,12208.0,3812.0,663.0,156.0,0
0,60.0,22.0,105.0,11383.0,3350.0,556.0,145.0,0
1,94.0,58.0,105.0,20995.0,3672.0,627.0,196.0,0
1,60.0,41.0,104.0,14284.0,4208.0,517.0,170.0,0
0,62.0,78.0,92.0,15471.0,4781.0,633.0,220.0,0
1,76.0,35.0,90.0,10486.0,3634.0,681.0,139.0,0
1,45.0,31.0,90.0,9351.0,2063.0,420.0,120.0,0
0,63.0,72.0,77.0,15421.0,4970.0,802.0,176.0,0
1,69.0,56.0,103.0,14713.0,4668.0,505.0,177.0,0
0,82.0,8.0,77.0,12601.0,2723.0,591.0,116.0,0
0,52.0,27.0,77.0,9089.0,2626.0,476.0,135.0,0
1,35.0,70.0,98.0,12503.0,4056.0,486.0,164.0,0
1,92.0,5.0,104.0,13831.0,2753.0,730.0,140.0,0
0,101.0,27.0,79.0,17556.0,3591.0,812.0,169.0,0
1,48.0,3.0,94.0,8170.0,2644.0,337.0,105.0,0
0,76.0,17.0,73.0,12616.0,2406.0,551.0,124.0,0
1,34.0,28.0,79.0,6960.0,1770.0,281.0,85.0,0
0,49.0,44.0,116.0,14077.0,3951.0,625.0,146.0,0
1,92.0,82.0,93.0,18531.0,5005.0,799.0,179.0,0
1,92.0,71.0,85.0,16202.0,4423.0,704.0,165.0,0
1,55.0,15.0,87.0,9097.0,2403.0,453.0,93.0,0
1,46.0,30.0,82.0,9972.0,2696.0,319.0,112.0,0
0,41.0,25.0,90.0,9264.0,2946.0,475.0,121.0,0
1,67.0,1.0,103.0,11986.0,2776.0,535.0,94.0,0
0,72.0,26.0,78.0,11076.0,3327.0,638.0,131.0,0
1,85.0,29.0,93.0,15476.0,3323.0,675.0,135.0,0
1,69.0,49.0,71.0,14929.0,3424.0,554.0,134.0,0
0,2.0,16.0,99.0,3405.0,2101.0,218.0,116.0,0
1,63.0,58.0,70.0,13739.0,3832.0,519.0,141.0,0
1,44.0,51.0,88.0,12329.0,3366.0,427.0,125.0,0
0,58.0,74.0,79.0,13453.0,3727.0,680.0,206.0,0
0,47.0,71.0,94.0,11258.0,4145.0,616.0,175.0,0
0,96.0,33.0,88.0,15005.0,2878.0,765.0,186.0,0
0,58.0,40.0,102.0,11040.0,3627.0,501.0,152.0,0
0,72.0,71.0,101.0,17938.0,4075.0,792.0,188.0,0
1,85.0,51.0,100.0,18690.0,4511.0,616.0,171.0,0
1,48.0,45.0,87.0,11866.0,2566.0,451.0,102.0,0
0,85.0,65.0,85.0,21103.0,3978.0,953.0,218.0,0
1,113.0,25.0,100.0,17944.0,4383.0,754.0,184.0,0
1,65.0,38.0,67.0,11145.0,2551.0,537.0,109.0,0
0,100.0,26.0,97.0,18608.0,3935.0,799.0,172.0,0
1,50.0,36.0,84.0,10003.0,2919.0,490.0,126.0,0
1,39.0,60.0,100.0,10800.0,3261.0,462.0,136.0,0
1,82.0,64.0,96.0,19493.0,4782.0,716.0,181.0,0
1,96.0,36.0,90.0,15459.0,3173.0,693.0,110.0,0
1,88.0,19.0,76.0,15989.0,2570.0,509.0,103.0,0
0,32.0,46.0,80.0,7054.0,2877.0,433.0,123.0,0
1,20.0,48.0,83.0,7316.0,3225.0,354.0,103.0,0
1,77.0,55.0,107.0,15508.0,4516.0,607.0,140.0,0
0,71.0,50.0,80.0,15061.0,3564.0,667.0,150.0,0
1,71.0,30.0,105.0,13486.0,3505.0,613.0,122.0,0
0,42.0,71.0,91.0,13818.0,3911.0,614.0,177.0,0
0,69.0,29.0,113.0,13747.0,3178.0,601.0,159.0,0
0,64.0,64.0,101.0,12928.0,3410.0,876.0,167.0,0
1,66.0,64.0,94.0,13583.0,3179.0,662.0,160.0,0
0,53.0,47.0,80.0,12095.0,3390.0,572.0,139.0,0
0,64.0,4.0,84.0,11542.0,2727.0,404.0,112.0,0
0,67.0,3.0,80.0,10964.0,2310.0,455.0,107.0,0
1,94.0,44.0,110.0,16784.0,4200.0,712.0,172.0,0
1,102.0,7.0,62.0,15172.0,2521.0,569.0,101.0,0
0,65.0,34.0,84.0,11377.0,2962.0,593.0,118.0,0
0,79.0,12.0,95.0,12850.0,3332.0,649.0,156.0,0
1,87.0,25.0,94.0,15061.0,3578.0,575.0,115.0,0
0,65.0,58.0,108.0,17325.0,3776.0,761.0,187.0,0
1,104.0,71.0,69.0,22642.0,4096.0,736.0,155.0,0
0,68.0,70.0,81.0,15996.0,3872.0,612.0,186.0,0
1,37.0,62.0,94.0,13606.0,3611.0,433.0,121.0,0
0,70.0,25.0,111.0,13789.0,3572.0,581.0,156.0,0
0,54.0,61.0,107.0,12537.0,4135.0,596.0,210.0,0
1,100.0,10.0,78.0,14889.0,2822.0,601.0,115.0,0
0,82.0,13.0,98.0,13266.0,3122.0,692.0,151.0,0
1,67.0,17.0,90.0,12340.0,3014.0,535.0,107.0,0
1,52.0,76.0,89.0,16293.0,4712.0,497.0,145.0,0
1,58.0,32.0,79.0,10875.0,2944.0,446.0,112.0,0
1,53.0,69.0,82.0,14107.0,4204.0,519.0,151.0,0
1,93.0,61.0,75.0,22919.0,3585.0,702.0,142.0,0
0,90.0,37.0,89.0,18355.0,3862.0,781.0,172.0,0
0,45.0,47.0,96.0,10125.0,3415.0,560.0,145.0,0
0,62.0,34.0,96.0,14362.0,4040.0,539.0,155.0,0
1,52.0,36.0,76.0,9831.0,2750.0,452.0,106.0,0
0,51.0,16.0,97.0,9357.0,2536.0,436.0,112.0,0
0,39.0,121.0,103.0,16044.0,4527.0,784.0,243.0,0
0,34.0,40.0,93.0,7951.0,2953.0,367.0,140.0,0
0,62.0,86.0,84.0,16458.0,4111.0,753.0,237.0,0
0,89.0,16.0,92.0,12855.0,2444.0,680.0,134.0,0
0,66.0,3.0,87.0,11324.0,3003.0,439.0,114.0,0
1,68.0,48.0,90.0,13478.0,4138.0,557.0,146.0,0
1,52.0,40.0,110.0,13170.0,3781.0,547.0,118.0,0
1,33.0,40.0,85.0,7914.0,2643.0,380.0,100.0,0
0,47.0,23.0,86.0,8540.0,2563.0,481.0,140.0,0
1,53.0,24.0,75.0,8900.0,2590.0,387.0,112.0,0
0,65.0,15.0,104.0,11445.0,2993.0,535.0,138.0,0
1,67.0,36.0,81.0,11658.0,3665.0,502.0,119.0,0
1,56.0,9.0,98.0,10619.0,3042.0,410.0,110.0,0
1,76.0,63.0,113.0,17510.0,4337.0,841.0,161.0,0
0,38.0,38.0,97.0,9136.0,2813.0,472.0,140.0,0
0,79.0,52.0,99.0,17606.0,4578.0,701.0,203.0,0
1,81.0,30.0,61.0,13746.0,2962.0,585.0,107.0,0
0,78.0,55.0,109.0,17198.0,4160.0,837.0,209.0,0
0,57.0,29.0,99.0,12440.0,2915.0,538.0,144.0,0
0,61.0,4.0,92.0,9712.0,2803.0,435.0,113.0,0
0,17.0,6.0,80.0,3799.0,1717.0,206.0,93.0,0
0,86.0,49.0,94.0,16610.0,5173.0,721.0,173.0,0
0,63.0,70.0,91.0,18663.0,4435.0,781.0,195.0,0
1,42.0,5.0,83.0,7287.0,1777.0,287.0,79.0,0
1,70.0,50.0,79.0,14292.0,3501.0,566.0,104.0,0
1,83.0,37.0,85.0,11122.0,3396.0,611.0,126.0,0
0,66.0,54.0,75.0,13007.0,2923.0,651.0,130.0,0
1,109.0,38.0,79.0,18656.0,3461.0,787.0,142.0,0
0,45.0,6.0,96.0,8460.0,2694.0,460.0,124.0,0
0,82.0,33.0,83.0,13708.0,3146.0,662.0,131.0,0
0,56.0,58.0,84.0,12666.0,3924.0,591.0,190.0,0
0,91.0,16.0,105.0,15802.0,3512.0,755.0,158.0,0
1,28.0,18.0,82.0,4984.0,2040.0,237.0,73.0,0
0,38.0,23.0,90.0,7269.0,2683.0,167.0,110.0,1
1,89.0,0.0,94.0,15138.0,3435.0,289.0,124.0,1
0,63.0,39.0,84.0,11155.0,2844.0,285.0,127.0,1
1,45.0,8.0,82.0,7468.0,2013.0,164.0,88.0,1
0,75.0,48.0,85.0,14786.0,3615.0,391.0,159.0,1
0,64.0,58.0,106.0,16498.0,4223.0,403.0,218.0,1
1,62.0,44.0,86.0,11821.0,3787.0,252.0,113.0,1
1,81.0,26.0,60.0,13620.0,2476.0,255.0,128.0,1
0,73.0,51.0,109.0,16881.0,4409.0,386.0,202.0,1
1,53.0,37.0,99.0,11472.0,3078.0,239.0,118.0,1
0,69.0,83.0,93.0,18052.0,3481.0,377.0,225.0,1
1,38.0,42.0,83.0,9000.0,3341.0,229.0,84.0,1
1,81.0,16.0,117.0,15416.0,4720.0,278.0,131.0,1
0,52.0,9.0,88.0,9961.0,2567.0,180.0,105.0,1
1,70.0,7.0,98.0,13053.0,3007.0,236.0,118.0,1
0,53.0,76.0,83.0,13657.0,3665.0,405.0,202.0,1
0,110.0,48.0,95.0,23068.0,4798.0,496.0,197.0,1
0,59.0,32.0,77.0,11192.0,3128.0,258.0,110.0,1
0,60.0,34.0,96.0,11230.0,3088.0,292.0,139.0,1
1,66.0,40.0,85.0,11029.0,3270.0,258.0,135.0,1
0,108.0,34.0,97.0,18770.0,4190.0,439.0,208.0,1
0,66.0,70.0,95.0,19319.0,4361.0,335.0,169.0,1
1,75.0,8.0,91.0,12659.0,2990.0,261.0,111.0,1
0,90.0,45.0,90.0,16314.0,3466.0,388.0,205.0,1
1,47.0,28.0,103.0,11284.0,3040.0,222.0,129.0,1
0,33.0,9.0,70.0,5791.0,1583.0,124.0,74.0,1
1,94.0,4.0,100.0,16938.0,3814.0,281.0,119.0,1
1,38.0,54.0,89.0,10812.0,3551.0,264.0,133.0,1
1,82.0,18.0,82.0,15431.0,3286.0,268.0,118.0,1
0,72.0,23.0,94.0,9662.0,2745.0,294.0,141.0,1
0,63.0,8.0,104.0,11215.0,2755.0,263.0,154.0,1
1,52.0,34.0,120.0,11999.0,3456.0,218.0,136.0,1
0,43.0,76.0,93.0,14370.0,3966.0,326.0,155.0,1
1,61.0,12.0,85.0,9172.0,2884.0,196.0,93.0,1
0,62.0,66.0,101.0,16541.0,4352.0,379.0,185.0,1
1,69.0,3.0,91.0,13095.0,2869.0,258.0,112.0,1
1,46.0,18.0,94.0,10367.0,3008.0,187.0,107.0,1
0,76.0,29.0,97.0,15132.0,2894.0,304.0,178.0,1
0,63.0,32.0,75.0,10851.0,2750.0,280.0,124.0,1
1,93.0,37.0,69.0,16298.0,3535.0,350.0,114.0,1
0,92.0,30.0,95.0,17511.0,3357.0,343.0,150.0,1
1,71.0,53.0,103.0,16750.0,4653.0,302.0,176.0,1
0,71.0,59.0,104.0,15854.0,4363.0,396.0,218.0,1
1,33.0,57.0,100.0,11768.0,3534.0,223.0,134.0,1
1,82.0,58.0,98.0,15060.0,4450.0,356.0,142.0,1
0,43.0,6.0,87.0,8777.0,2223.0,221.0,110.0,1
1,56.0,58.0,93.0,11895.0,2936.0,265.0,142.0,1
0,71.0,69.0,84.0,18404.0,3317.0,336.0,159.0,1
1,41.0,38.0,93.0,10112.0,3369.0,204.0,110.0,1
0,105.0,76.0,109.0,21721.0,6098.0,488.0,252.0,1
0,44.0,31.0,84.0,9316.0,2424.0,272.0,142.0,1
0,85.0,21.0,93.0,16385.0,3491.0,361.0,162.0,1
0,52.0,55.0,106.0,14063.0,4406.0,307.0,155.0,1
0,36.0,24.0,96.0,6800.0,3001.0,202.0,125.0,1
1,67.0,1.0,88.0,9007.0,2100.0,233.0,82.0,1
0,70.0,23.0,83.0,12016.0,2935.0,288.0,123.0,1
1,59.0,39.0,79.0,13500.0,3202.0,252.0,128.0,1
0,57.0,75.0,106.0,14473.0,5048.0,368.0,201.0,1
0,59.0,35.0,115.0,13221.0,3981.0,294.0,182.0,1
1,57.0,56.0,101.0,14280.0,3529.0,291.0,157.0,1
1,37.0,25.0,93.0,9191.0,2508.0,177.0,107.0,1
0,52.0,51.0,83.0,9295.0,2798.0,255.0,160.0,1
0,83.0,53.0,92.0,19859.0,4712.0,398.0,215.0,1
1,43.0,57.0,101.0,14007.0,3550.0,223.0,95.0,1
1,2.0,44.0,102.0,5803.0,2616.0,152.0,106.0,1
1,62.0,37.0,96.0,13100.0,3122.0,225.0,123.0,1
0,62.0,39.0,92.0,13180.0,3642.0,304.0,145.0,1
0,36.0,29.0,105.0,7982.0,3278.0,215.0,141.0,1
1,44.0,56.0,83.0,12423.0,3479.0,230.0,128.0,1
1,45.0,7.0,89.0,10051.0,2652.0,156.0,86.0,1
0,53.0,40.0,85.0,11126.0,3112.0,262.0,141.0,1
0,40.0,47.0,86.0,10791.0,3225.0,258.0,126.0,1
0,81.0,33.0,94.0,13330.0,3421.0,364.0,132.0,1
1,66.0,21.0,106.0,12051.0,3672.0,242.0,111.0,1
0,87.0,2.0,86.0,12595.0,3168.0,288.0,106.0,1
0,69.0,0.0,102.0,12221.0,2982.0,290.0,163.0,1
0,93.0,34.0,85.0,16291.0,3781.0,359.0,158.0,1
1,63.0,23.0,99.0,12914.0,3221.0,252.0,125.0,1
0,71.0,15.0,73.0,13236.0,2585.0,218.0,101.0,1
0,39.0,21.0,74.0,8365.0,1912.0,169.0,91.0,1
0,23.0,53.0,91.0,8703.0,3490.0,211.0,134.0,1
0,74.0,14.0,105.0,11417.0,3039.0,323.0,169.0,1
1,57.0,24.0,115.0,11994.0,3557.0,235.0,122.0,1
0,45.0,13.0,67.0,7386.0,2090.0,230.0,94.0,1
0,44.0,49.0,94.0,10142.0,3101.0,298.0,178.0,1
1,27.0,29.0,112.0,7520.0,3159.0,175.0,121.0,1
0,77.0,37.0,95.0,14026.0,3236.0,363.0,161.0,1
1,52.0,72.0,82.0,14261.0,3612.0,308.0,126.0,1
1,79.0,72.0,105.0,19239.0,4865.0,351.0,179.0,1
0,66.0,69.0,116.0,18248.0,4585.0,456.0,243.0,1
1,93.0,42.0,99.0,18115.0,3673.0,332.0,123.0,1
0,62.0,38.0,102.0,11114.0,3849.0,346.0,161.0,1
1,59.0,38.0,83.0,12410.0,3082.0,260.0,119.0,1
0,89.0,12.0,75.0,16543.0,2725.0,367.0,126.0,1
1,77.0,68.0,91.0,15281.0,4326.0,381.0,177.0,1
1,37.0,13.0,81.0,6460.0,2059.0,168.0,98.0,1
1,56.0,12.0,76.0,8147.0,2407.0,188.0,81.0,1
0,88.0,56.0,79.0,16403.0,4075.0,391.0,177.0,1
0,30.0,69.0,95.0,11152.0,3616.0,275.0,159.0,1
0,55.0,17.0,101.0,11682.0,2590.0,267.0,116.0,1
0,25.0,47.0,84.0,7579.0,2652.0,220.0,145.0,1
1,47.0,8.0,89.0,8140.0,2053.0,162.0,88.0,1
0,56.0,16.0,97.0,11048.0,2879.0,244.0,154.0,1
1,69.0,98.0,92.0,21642.0,5041.0,372.0,152.0,1
1,96.0,43.0,68.0,16839.0,3473.0,315.0,138.0,1
0,88.0,27.0,85.0,15330.0,3061.0,338.0,171.0,1
0,45.0,31.0,66.0,8026.0,2092.0,223.0,71.0,1
1,58.0,22.0,97.0,11945.0,3148.0,204.0,118.0,1
0,54.0,37.0,80.0,8914.0,2515.0,281.0,133.0,1
0,19.0,67.0,85.0,9659.0,3252.0,261.0,154.0,1
1,55.0,15.0,98.0,10073.0,2901.0,242.0,110.0,1
1,57.0,45.0,78.0,13111.0,3525.0,231.0,111.0,1
0,73.0,5.0,93.0,12539.0,3115.0,291.0,138.0,1
0,46.0,58.0,68.0,9764.0,2595.0,330.0,128.0,1
0,79.0,5.0,92.0,12859.0,3085.0,275.0,125.0,1
1,74.0,33.0,74.0,14964.0,3653.0,210.0,112.0,1
1,91.0,17.0,96.0,18335.0,3336.0,264.0,118.0,1
1,88.0,47.0,109.0,19181.0,4777.0,355.0,157.0,1
1,61.0,33.0,82.0,12382.0,3107.0,235.0,119.0,1
1,66.0,65.0,101.0,16120.0,4272.0,288.0,153.0,1
0,88.0,62.0,88.0,17853.0,4329.0,414.0,173.0,1
0,74.0,61.0,100.0,16701.0,4285.0,389.0,179.0,1
1,70.0,31.0,99.0,11440.0,3635.0,279.0,132.0,1
1,84.0,26.0,91.0,14392.0,2657.0,327.0,108.0,1
1,54.0,60.0,104.0,14227.0,3867.0,288.0,147.0,1
0,65.0,3.0,101.0,9602.0,2662.0,260.0,160.0,1
0,55.0,54.0,83.0,14385.0,3594.0,299.0,141.0,1
0,63.0,24.0,94.0,11465.0,3080.0,301.0,146.0,1
0,81.0,59.0,118.0,21820.0,4922.0,427.0,238.0,1
1,83.0,52.0,83.0,15315.0,4123.0,322.0,143.0,1
1,63.0,38.0,76.0,12518.0,2970.0,230.0,117.0,1
0,48.0,12.0,95.0,9306.0,2475.0,227.0,121.0,1
0,71.0,17.0,95.0,12861.0,3627.0,267.0,130.0,1
1,72.0,23.0,111.0,16894.0,4533.0,273.0,133.0,1
0,77.0,78.0,132.0,15490.0,5376.0,517.0,267.0,1
1,73.0,17.0,94.0,11419.0,2899.0,291.0,116.0,1
1,58.0,72.0,98.0,18296.0,3851.0,314.0,146.0,1
0,88.0,40.0,83.0,15492.0,3633.0,315.0,143.0,1
0,57.0,90.0,107.0,16679.0,4732.0,426.0,251.0,1
1,83.0,64.0,70.0,16240.0,3394.0,355.0,140.0,1
1,83.0,46.0,89.0,17912.0,3151.0,285.0,157.0,1
0,71.0,18.0,86.0,12366.0,3156.0,295.0,97.0,1
1,28.0,26.0,91.0,6725.0,2788.0,167.0,105.0,1
1,27.0,17.0,100.0,5841.0,2920.0,132.0,103.0,1
1,69.0,84.0,103.0,19150.0,5219.0,354.0,197.0,1
0,34.0,1.0,101.0,6154.0,2748.0,169.0,116.0,1
1,61.0,25.0,109.0,11863.0,3946.0,215.0,121.0,1
1,41.0,48.0,74.0,10657.0,3139.0,208.0,108.0,1
0,54.0,47.0,84.0,13184.0,3406.0,264.0,139.0,1
0,79.0,80.0,88.0,16856.0,4924.0,390.0,213.0,1
1,88.0,4.0,93.0,14352.0,3337.0,278.0,129.0,1
0,87.0,19.0,109.0,14714.0,3600.0,340.0,183.0,1
0,82.0,46.0,103.0,20554.0,4402.0,395.0,171.0,1
0,54.0,86.0,94.0,14972.0,4603.0,433.0,189.0,1
1,81.0,77.0,95.0,16118.0,4162.0,362.0,162.0,1
1,39.0,14.0,86.0,7508.0,2499.0,168.0,80.0,1
0,42.0,55.0,89.0,12225.0,3491.0,281.0,165.0,1
1,46.0,36.0,106.0,11070.0,3879.0,217.0,107.0,1
0,92.0,35.0,83.0,18706.0,3336.0,376.0,167.0,1
1,60.0,15.0,79.0,11302.0,2517.0,202.0,84.0,1
1,87.0,21.0,76.0,11986.0,2913.0,298.0,121.0,1
1,81.0,11.0,81.0,16230.0,3129.0,281.0,90.0,1
0,64.0,36.0,108.0,15414.0,3312.0,370.0,162.0,1
1,71.0,50.0,81.0,16348.0,3802.0,278.0,140.0,1
0,62.0,52.0,66.0,13404.0,3236.0,290.0,128.0,1
1,63.0,12.0,92.0,11209.0,3209.0,211.0,119.0,1
0,46.0,54.0,83.0,11009.0,3691.0,299.0,154.0,1
0,122.0,68.0,90.0,21337.0,4268.0,544.0,215.0,1
0,66.0,44.0,94.0,14457.0,3682.0,364.0,151.0,1
1,99.0,24.0,94.0,18830.0,3643.0,344.0,164.0,1
0,45.0,42.0,98.0,11143.0,3751.0,280.0,144.0,1
1,27.0,31.0,81.0,6724.0,2551.0,171.0,84.0,1
0,72.0,37.0,101.0,16880.0,4086.0,329.0,177.0,1
0,66.0,84.0,102.0,18921.0,5395.0,432.0,226.0,1
1,66.0,28.0,95.0,11863.0,3878.0,259.0,125.0,1
0,52.0,29.0,107.0,11690.0,4017.0,289.0,166.0,1
1,53.0,10.0,92.0,9559.0,2591.0,204.0,88.0,1
1,45.0,69.0,88.0,14487.0,4043.0,281.0,163.0,1
0,63.0,19.0,85.0,10818.0,2694.0,265.0,108.0,1
0,37.0,56.0,85.0,10721.0,3469.0,242.0,136.0,1
0,82.0,91.0,112.0,22723.0,5219.0,537.0,283.0,1
1,64.0,53.0,94.0,15906.0,4400.0,291.0,138.0,1
1,75.0,58.0,79.0,11930.0,3385.0,244.0,139.0,1
0,58.0,1.0,90.0,11431.0,2606.0,225.0,129.0,1
0,77.0,83.0,80.0,16158.0,4192.0,384.0,212.0,1
0,57.0,58.0,85.0,14916.0,3572.0,315.0,197.0,1
0,30.0,41.0,112.0,8685.0,3408.0,223.0,173.0,1
1,32.0,17.0,79.0,5431.0,2200.0,144.0,64.0,1
1,73.0,46.0,63.0,14424.0,2899.0,294.0,104.0,1
0,87.0,39.0,95.0,18148.0,4377.0,365.0,163.0,1
1,31.0,22.0,95.0,7306.0,2778.0,157.0,104.0,1
0,73.0,16.0,89.0,12728.0,3339.0,276.0,133.0,1
0,64.0,27.0,101.0,11512.0,2954.0,268.0,145.0,1
1,77.0,10.0,96.0,14798.0,3421.0,269.0,128.0,1
1,65.0,15.0,69.0,12985.0,3197.0,226.0,80.0,1
1,33.0,52.0,93.0,10599.0,3402.0,202.0,127.0,1
0,60.0,23.0,78.0,12162.0,2778.0,249.0,95.0,1
0,79.0,25.0,89.0,15969.0,3511.0,322.0,138.0,1
0,45.0,73.0,85.0,12594.0,3946.0,289.0,147.0,1
0,48.0,21.0,81.0,7506.0,2213.0,216.0,119.0,1
1,7.0,37.0,86.0,5206.0,2679.0,264.0,95.0,2
1,29.0,45.0,94.0,7732.0,2226.0,385.0,118.0,2
0,8.0,24.0,68.0,3988.0,1720.0,199.0,67.0,2
1,13.0,22.0,96.0,4870.0,2544.0,240.0,94.0,2
0,17.0,27.0,108.0,6216.0,2955.0,318.0,139.0,2
1,44.0,73.0,109.0,16277.0,5029.0,559.0,189.0,2
0,32.0,29.0,87.0,5075.0,2132.0,419.0,105.0,2
0,26.0,1.0,73.0,4281.0,1662.0,241.0,70.0,2
1,2.0,82.0,90.0,9158.0,3208.0,445.0,137.0,2
