Y,red,green,blue,ir_3,vis_3,E
0,45.0,21.0,90.0,401.0,112.0,0
0,75.0,29.0,97.0,731.0,158.0,0
1,51.0,20.0,100.0,416.0,112.0,0
1,79.0,73.0,100.0,735.0,182.0,0
1,106.0,20.0,91.0,656.0,115.0,0
1,100.0,29.0,69.0,607.0,113.0,0
0,41.0,15.0,80.0,293.0,88.0,0
0,85.0,70.0,80.0,694.0,169.0,0
1,91.0,45.0,91.0,605.0,146.0,0
0,51.0,70.0,94.0,668.0,166.0,0
1,50.0,12.0,71.0,347.0,87.0,0
0,66.0,52.0,80.0,635.0,160.0,0
0,76.0,81.0,94.0,738.0,196.0,0
0,87.0,18.0,99.0,713.0,136.0,0
0,67.0,15.0,94.0,521.0,118.0,0
0,59.0,46.0,102.0,638.0,166.0,0
1,48.0,61.0,89.0,467.0,127.0,0
1,58.0,45.0,96.0,542.0,143.0,0
1,57.0,2.0,95.0,373.0,97.0,0
0,43.0,34.0,82.0,393.0,140.0,0
1,76.0,102.0,92.0,712.0,185.0,0
1,75.0,29.0,79.0,429.0,98.0,0
0,67.0,29.0,113.0,663.0,158.0,0
0,83.0,59.0,87.0,646.0,131.0,0
1,69.0,11.0,57.0,376.0,67.0,0
1,61.0,24.0,72.0,432.0,89.0,0
1,63.0,48.0,93.0,470.0,121.0,0
1,68.0,9.0,98.0,437.0,91.0,0
1,54.0,12.0,83.0,428.0,93.0,0
1,72.0,48.0,98.0,513.0,132.0,0
0,66.0,0.0,98.0,628.0,150.0,0
0,71.0,49.0,87.0,651.0,149.0,0
1,45.0,99.0,69.0,632.0,151.0,0
1,76.0,18.0,76.0,436.0,98.0,0
0,67.0,25.0,87.0,595.0,133.0,0
1,56.0,11.0,92.0,382.0,87.0,0
0,83.0,58.0,83.0,785.0,139.0,0
1,51.0,27.0,83.0,424.0,110.0,0
0,57.0,45.0,101.0,612.0,151.0,0
0,45.0,22.0,83.0,418.0,101.0,0
1,88.0,24.0,81.0,506.0,116.0,0
1,51.0,38.0,90.0,436.0,111.0,0
0,75.0,77.0,96.0,436.0,202.0,1
0,93.0,73.0,91.0,423.0,215.0,1
0,32.0,54.0,92.0,244.0,145.0,1
1,62.0,7.0,103.0,193.0,103.0,1
1,22.0,6.0,99.0,108.0,82.0,1
1,88.0,96.0,96.0,399.0,147.0,1
0,81.0,45.0,104.0,421.0,211.0,1
1,67.0,19.0,71.0,219.0,101.0,1
1,42.0,50.0,91.0,219.0,101.0,1
0,70.0,26.0,82.0,302.0,115.0,1
0,82.0,7.0,108.0,339.0,165.0,1
1,48.0,51.0,94.0,251.0,115.0,1
1,73.0,8.0,101.0,237.0,102.0,1
0,83.0,63.0,91.0,446.0,173.0,1
1,64.0,18.0,85.0,246.0,98.0,1
1,63.0,22.0,87.0,208.0,100.0,1
0,30.0,49.0,78.0,172.0,122.0,1
1,79.0,74.0,86.0,341.0,179.0,1
0,63.0,6.0,117.0,307.0,172.0,1
0,35.0,76.0,102.0,314.0,159.0,1
1,105.0,56.0,104.0,367.0,167.0,1
0,55.0,99.0,102.0,414.0,260.0,1
1,26.0,55.0,85.0,223.0,98.0,1
0,59.0,46.0,92.0,347.0,152.0,1
0,78.0,26.0,98.0,310.0,146.0,1
0,73.0,64.0,97.0,378.0,172.0,1
0,47.0,40.0,90.0,285.0,144.0,1
0,31.0,17.0,85.0,191.0,103.0,1
1,51.0,53.0,73.0,186.0,106.0,1
1,96.0,29.0,108.0,297.0,165.0,1
0,26.0,57.0,87.0,216.0,148.0,1
0,76.0,28.0,88.0,323.0,144.0,1
0,72.0,22.0,79.0,256.0,122.0,1
0,46.0,53.0,68.0,293.0,120.0,1
1,96.0,66.0,81.0,330.0,144.0,1
0,72.0,7.0,75.0,261.0,120.0,1
1,59.0,97.0,78.0,316.0,128.0,1
1,54.0,36.0,96.0,211.0,135.0,1
1,62.0,31.0,84.0,208.0,77.0,1
0,69.0,62.0,81.0,406.0,189.0,1
0,75.0,36.0,98.0,349.0,130.0,1
1,65.0,26.0,69.0,196.0,78.0,1
0,48.0,20.0,77.0,208.0,107.0,1
0,68.0,33.0,85.0,302.0,153.0,1
1,34.0,38.0,94.0,163.0,106.0,1
1,59.0,46.0,114.0,264.0,136.0,1
0,63.0,48.0,112.0,393.0,184.0,1
0,119.0,68.0,104.0,535.0,260.0,1
1,27.0,31.0,87.0,148.0,91.0,1
0,49.0,19.0,90.0,242.0,148.0,1
1,43.0,20.0,96.0,187.0,101.0,1
1,57.0,37.0,84.0,217.0,104.0,1
0,101.0,23.0,101.0,407.0,181.0,1
1,70.0,8.0,94.0,256.0,104.0,1
1,56.0,24.0,115.0,206.0,119.0,1
0,60.0,80.0,87.0,409.0,200.0,1
1,65.0,6.0,74.0,198.0,103.0,1
0,52.0,16.0,71.0,234.0,96.0,1
1,89.0,82.0,82.0,401.0,157.0,1
0,49.0,35.0,88.0,310.0,139.0,1
1,67.0,64.0,86.0,327.0,141.0,1
0,53.0,67.0,97.0,336.0,200.0,1
0,113.0,58.0,117.0,531.0,228.0,1
0,46.0,1.0,102.0,200.0,111.0,1
0,63.0,25.0,80.0,264.0,120.0,1
1,35.0,54.0,93.0,225.0,139.0,1
0,48.0,77.0,100.0,351.0,206.0,1
1,68.0,10.0,103.0,224.0,116.0,1
0,68.0,44.0,112.0,331.0,186.0,1
1,95.0,45.0,95.0,323.0,138.0,1
0,38.0,22.0,83.0,185.0,95.0,1
1,75.0,67.0,96.0,313.0,113.0,1
1,70.0,37.0,77.0,243.0,102.0,1
0,44.0,33.0,78.0,232.0,94.0,1
1,88.0,24.0,84.0,290.0,122.0,1
1,71.0,33.0,93.0,256.0,124.0,1
0,62.0,58.0,98.0,337.0,195.0,1
1,62.0,6.0,106.0,222.0,132.0,1
0,66.0,23.0,72.0,228.0,117.0,1
1,49.0,45.0,93.0,229.0,111.0,1
0,46.0,36.0,95.0,295.0,164.0,1
0,59.0,3.0,86.0,239.0,85.0,1
0,76.0,65.0,98.0,357.0,198.0,1
1,83.0,18.0,92.0,241.0,101.0,1
1,73.0,26.0,79.0,203.0,99.0,1
0,41.0,43.0,96.0,280.0,163.0,1
1,45.0,51.0,83.0,236.0,100.0,1
0,51.0,76.0,87.0,330.0,201.0,1
1,36.0,3.0,75.0,114.0,45.0,1
0,81.0,40.0,96.0,363.0,166.0,1
0,45.0,2.0,68.0,179.0,100.0,1
1,50.0,21.0,105.0,201.0,116.0,1
0,99.0,43.0,115.0,470.0,231.0,1
0,75.0,2.0,85.0,263.0,123.0,1
0,59.0,58.0,74.0,309.0,136.0,1
1,65.0,84.0,106.0,351.0,178.0,1
1,54.0,19.0,79.0,192.0,93.0,1
0,81.0,68.0,82.0,419.0,228.0,1
0,50.0,31.0,97.0,236.0,130.0,1
1,62.0,38.0,78.0,254.0,126.0,1
0,17.0,39.0,86.0,158.0,106.0,1
0,47.0,28.0,90.0,239.0,133.0,1
1,32.0,11.0,104.0,146.0,90.0,1
1,40.0,42.0,104.0,219.0,124.0,1
1,83.0,37.0,90.0,293.0,143.0,1
1,91.0,18.0,93.0,311.0,116.0,1
0,59.0,5.0,85.0,220.0,103.0,1
0,47.0,29.0,77.0,195.0,91.0,1
1,70.0,32.0,92.0,263.0,124.0,1
1,55.0,40.0,91.0,234.0,124.0,1
1,81.0,47.0,86.0,319.0,146.0,1
0,60.0,9.0,116.0,265.0,154.0,1
1,44.0,50.0,115.0,245.0,148.0,1
1,73.0,17.0,103.0,241.0,131.0,1
0,78.0,4.0,78.0,293.0,116.0,1
1,55.0,29.0,79.0,196.0,102.0,1
0,17.0,17.0,111.0,150.0,129.0,1
0,96.0,7.0,98.0,343.0,145.0,1
1,77.0,37.0,78.0,253.0,124.0,1
0,85.0,74.0,118.0,461.0,206.0,1
0,49.0,58.0,93.0,295.0,148.0,1
1,87.0,39.0,73.0,270.0,112.0,1
1,54.0,9.0,67.0,188.0,56.0,1
1,60.0,27.0,88.0,209.0,98.0,1
0,63.0,41.0,92.0,368.0,170.0,1
0,44.0,61.0,65.0,274.0,140.0,1
1,77.0,60.0,79.0,300.0,125.0,1
1,63.0,5.0,96.0,203.0,111.0,1
0,59.0,44.0,75.0,317.0,138.0,1
0,63.0,75.0,97.0,448.0,219.0,1
1,80.0,20.0,82.0,285.0,107.0,1
0,87.0,47.0,76.0,382.0,154.0,1
0,80.0,26.0,105.0,362.0,164.0,1
1,52.0,17.0,100.0,214.0,126.0,1
0,44.0,52.0,78.0,223.0,151.0,1
1,76.0,38.0,118.0,270.0,145.0,1
0,65.0,21.0,80.0,269.0,105.0,1
0,64.0,78.0,100.0,380.0,219.0,1
0,72.0,27.0,86.0,286.0,136.0,1
1,88.0,18.0,84.0,306.0,117.0,1
1,63.0,53.0,81.0,258.0,142.0,1
1,72.0,2.0,88.0,243.0,99.0,1
1,76.0,21.0,97.0,259.0,101.0,1
0,41.0,61.0,79.0,291.0,164.0,1
0,29.0,23.0,96.0,172.0,109.0,1
0,82.0,28.0,108.0,372.0,199.0,1
0,78.0,4.0,89.0,311.0,146.0,1
1,49.0,84.0,82.0,287.0,138.0,1
0,112.0,95.0,80.0,508.0,248.0,1
0,52.0,15.0,108.0,244.0,108.0,1
1,71.0,26.0,100.0,271.0,96.0,1
1,75.0,93.0,84.0,330.0,166.0,1
0,74.0,28.0,90.0,294.0,167.0,1
0,73.0,10.0,104.0,268.0,124.0,1
0,79.0,45.0,74.0,362.0,137.0,1
0,62.0,58.0,69.0,359.0,170.0,1
1,56.0,75.0,82.0,310.0,150.0,1
1,84.0,52.0,122.0,358.0,177.0,1
0,51.0,37.0,82.0,274.0,137.0,1
0,57.0,53.0,88.0,305.0,176.0,1
1,49.0,61.0,85.0,260.0,144.0,1
1,90.0,59.0,76.0,349.0,134.0,1
1,50.0,39.0,75.0,232.0,94.0,1
1,57.0,4.0,95.0,207.0,99.0,1
0,45.0,18.0,91.0,207.0,102.0,1
0,88.0,18.0,89.0,369.0,147.0,1
0,70.0,41.0,83.0,347.0,188.0,1
0,88.0,47.0,112.0,423.0,191.0,1
1,41.0,6.0,70.0,119.0,77.0,1
0,75.0,18.0,89.0,363.0,143.0,1
0,95.0,45.0,67.0,410.0,147.0,1
0,47.0,57.0,87.0,274.0,164.0,1
0,45.0,47.0,97.0,283.0,157.0,1
0,71.0,66.0,55.0,405.0,139.0,1
1,81.0,35.0,78.0,250.0,106.0,1
1,69.0,51.0,91.0,256.0,120.0,1
1,23.0,48.0,94.0,186.0,111.0,1
0,61.0,21.0,89.0,278.0,130.0,1
1,110.0,43.0,98.0,360.0,156.0,1
1,58.0,16.0,89.0,208.0,113.0,1
0,57.0,91.0,85.0,425.0,233.0,1
0,80.0,30.0,101.0,369.0,164.0,1
1,41.0,0.0,83.0,157.0,72.0,1
1,54.0,7.0,91.0,203.0,85.0,1
1,72.0,45.0,113.0,276.0,158.0,1
0,37.0,56.0,96.0,273.0,176.0,1
0,42.0,23.0,68.0,202.0,80.0,1
1,72.0,56.0,82.0,263.0,131.0,1
0,9.0,55.0,81.0,212.0,129.0,1
0,73.0,31.0,85.0,294.0,118.0,1
1,107.0,4.0,84.0,310.0,117.0,1
1,48.0,12.0,89.0,143.0,96.0,1
0,54.0,31.0,98.0,255.0,115.0,1
1,40.0,43.0,71.0,213.0,100.0,1
0,79.0,23.0,65.0,281.0,115.0,1
0,56.0,24.0,95.0,215.0,131.0,1
0,70.0,62.0,95.0,390.0,206.0,1
0,52.0,24.0,90.0,264.0,145.0,1
1,54.0,19.0,98.0,197.0,92.0,1
0,64.0,37.0,105.0,333.0,194.0,1
0,85.0,51.0,99.0,809.0,198.0,2
0,67.0,41.0,88.0,679.0,147.0,2
0,15.0,41.0,73.0,307.0,109.0,2
1,89.0,68.0,97.0,761.0,146.0,2
1,84.0,58.0,87.0,637.0,149.0,2
1,98.0,52.0,81.0,537.0,101.0,2
0,69.0,69.0,96.0,619.0,164.0,2
1,89.0,6.0,77.0,579.0,116.0,2
1,86.0,40.0,52.0,574.0,105.0,2
0,72.0,22.0,91.0,606.0,118.0,2
0,58.0,80.0,124.0,866.0,292.0,2
1,50.0,47.0,94.0,449.0,128.0,2
1,87.0,62.0,70.0,556.0,109.0,2
0,128.0,39.0,87.0,888.0,199.0,2
1,79.0,27.0,106.0,489.0,115.0,2
1,107.0,30.0,101.0,637.0,144.0,2
0,103.0,14.0,83.0,749.0,125.0,2
1,118.0,29.0,86.0,751.0,132.0,2
0,180.0,102.0,96.0,1586.0,285.0,2
0,75.0,66.0,89.0,742.0,188.0,2
1,19.0,69.0,89.0,335.0,115.0,2
0,83.0,66.0,89.0,792.0,162.0,2
1,66.0,27.0,83.0,442.0,97.0,2
0,109.0,42.0,84.0,810.0,167.0,2
0,74.0,55.0,108.0,693.0,192.0,2
0,66.0,54.0,83.0,634.0,144.0,2
0,89.0,37.0,76.0,655.0,146.0,2
0,83.0,26.0,100.0,717.0,171.0,2
1,77.0,8.0,70.0,372.0,62.0,2
1,129.0,80.0,95.0,919.0,199.0,2
0,109.0,30.0,88.0,824.0,174.0,2
0,47.0,34.0,107.0,606.0,179.0,2
0,82.0,17.0,86.0,621.0,136.0,2
0,52.0,4.0,95.0,423.0,151.0,2
1,120.0,20.0,90.0,671.0,137.0,2
1,110.0,10.0,86.0,581.0,111.0,2
1,108.0,14.0,75.0,557.0,98.0,2
1,92.0,50.0,83.0,765.0,157.0,2
1,48.0,25.0,107.0,388.0,104.0,2
0,138.0,19.0,92.0,965.0,178.0,2
0,65.0,56.0,87.0,758.0,226.0,2
1,77.0,4.0,88.0,540.0,101.0,2
0,52.0,13.0,73.0,441.0,86.0,2
0,86.0,26.0,87.0,632.0,145.0,2
1,110.0,47.0,95.0,776.0,147.0,2
1,119.0,94.0,86.0,758.0,197.0,2
0,71.0,88.0,65.0,791.0,155.0,2
0,120.0,70.0,78.0,1014.0,204.0,2
1,88.0,30.0,85.0,567.0,106.0,2
0,45.0,37.0,103.0,522.0,165.0,2
1,82.0,52.0,94.0,631.0,144.0,2
1,180.0,25.0,73.0,942.0,140.0,2
0,122.0,62.0,91.0,1166.0,228.0,2
1,146.0,45.0,91.0,949.0,180.0,2
1,105.0,97.0,97.0,887.0,196.0,2
0,108.0,31.0,94.0,845.0,147.0,2
1,81.0,9.0,88.0,435.0,93.0,2
1,86.0,6.0,89.0,513.0,106.0,2
1,148.0,21.0,86.0,825.0,131.0,2
0,126.0,34.0,105.0,938.0,205.0,2
1,174.0,30.0,89.0,905.0,161.0,2
1,70.0,54.0,92.0,542.0,128.0,2
0,93.0,102.0,83.0,1048.0,189.0,2
0,70.0,64.0,88.0,669.0,171.0,2
0,130.0,18.0,95.0,1047.0,190.0,2
1,56.0,45.0,90.0,580.0,114.0,2
0,123.0,59.0,103.0,1171.0,237.0,2
1,62.0,67.0,103.0,590.0,130.0,2
0,124.0,89.0,104.0,1062.0,265.0,2
1,74.0,48.0,96.0,582.0,137.0,2
0,86.0,23.0,93.0,760.0,184.0,2
1,106.0,51.0,73.0,619.0,85.0,2
1,80.0,13.0,114.0,587.0,130.0,2
0,83.0,14.0,95.0,659.0,125.0,2
1,89.0,26.0,93.0,591.0,108.0,2
1,119.0,44.0,89.0,862.0,159.0,2
0,49.0,55.0,65.0,533.0,140.0,2
1,97.0,73.0,93.0,655.0,158.0,2
1,52.0,7.0,101.0,369.0,98.0,2
1,120.0,43.0,111.0,801.0,179.0,2
0,57.0,50.0,87.0,677.0,167.0,2
0,90.0,29.0,84.0,586.0,130.0,2
0,128.0,56.0,90.0,997.0,198.0,2
1,90.0,41.0,79.0,621.0,122.0,2
1,60.0,17.0,71.0,400.0,82.0,2
0,74.0,50.0,80.0,625.0,159.0,2
1,61.0,23.0,89.0,467.0,104.0,2
0,130.0,31.0,95.0,1209.0,203.0,2
1,98.0,11.0,118.0,633.0,124.0,2
0,65.0,50.0,95.0,608.0,186.0,2
0,81.0,4.0,119.0,813.0,183.0,2
1,48.0,73.0,89.0,653.0,137.0,2
1,89.0,95.0,77.0,944.0,187.0,2
0,101.0,28.0,65.0,815.0,135.0,2
0,115.0,9.0,105.0,882.0,182.0,2
1,94.0,75.0,93.0,612.0,166.0,2
1,60.0,16.0,79.0,417.0,92.0,2
0,103.0,21.0,100.0,897.0,173.0,2
0,128.0,54.0,97.0,1044.0,235.0,2
1,101.0,15.0,90.0,602.0,126.0,2
0,77.0,28.0,92.0,669.0,137.0,2
0,88.0,38.0,88.0,848.0,203.0,2
1,89.0,69.0,89.0,648.0,157.0,2
1,46.0,70.0,99.0,580.0,160.0,2
1,129.0,38.0,98.0,757.0,165.0,2
1,63.0,44.0,80.0,472.0,120.0,2
0,82.0,26.0,72.0,544.0,92.0,2
0,115.0,13.0,77.0,817.0,155.0,2
1,133.0,42.0,86.0,868.0,149.0,2
1,91.0,40.0,75.0,615.0,123.0,2
1,126.0,29.0,96.0,744.0,129.0,2
0,54.0,98.0,74.0,765.0,218.0,2
1,50.0,96.0,86.0,648.0,165.0,2
1,32.0,67.0,103.0,368.0,143.0,2
0,97.0,14.0,97.0,707.0,167.0,2
1,53.0,17.0,60.0,381.0,62.0,2
0,102.0,87.0,95.0,985.0,198.0,2
0,100.0,55.0,80.0,837.0,159.0,2
1,135.0,14.0,97.0,755.0,144.0,2
0,74.0,104.0,69.0,925.0,231.0,2
0,140.0,43.0,100.0,1025.0,201.0,2
1,66.0,8.0,88.0,506.0,99.0,2
1,133.0,3.0,103.0,677.0,143.0,2
1,104.0,33.0,100.0,774.0,145.0,2
0,103.0,42.0,72.0,798.0,180.0,2
0,141.0,2.0,75.0,999.0,166.0,2
1,66.0,17.0,81.0,378.0,89.0,2
1,77.0,50.0,102.0,675.0,141.0,2
0,145.0,11.0,84.0,901.0,176.0,2
0,63.0,54.0,105.0,724.0,174.0,2
1,143.0,20.0,99.0,859.0,154.0,2
0,66.0,12.0,83.0,521.0,130.0,2
0,63.0,71.0,91.0,655.0,186.0,2
1,9.0,60.0,105.0,320.0,142.0,2
0,103.0,15.0,91.0,789.0,168.0,2
1,117.0,105.0,78.0,1023.0,194.0,2
0,69.0,17.0,84.0,585.0,133.0,2
1,107.0,60.0,77.0,796.0,152.0,2
0,83.0,29.0,95.0,757.0,158.0,2
1,27.0,24.0,88.0,307.0,103.0,2
1,147.0,19.0,81.0,819.0,126.0,2
1,100.0,33.0,84.0,649.0,138.0,2
1,115.0,54.0,68.0,809.0,140.0,2
0,165.0,16.0,97.0,1111.0,225.0,2
0,97.0,51.0,108.0,1009.0,210.0,2
0,151.0,79.0,89.0,1204.0,223.0,2
0,93.0,35.0,107.0,897.0,190.0,2
1,94.0,21.0,119.0,661.0,126.0,2
0,126.0,18.0,89.0,914.0,155.0,2
0,31.0,81.0,82.0,575.0,171.0,2
1,86.0,60.0,98.0,644.0,161.0,2
1,103.0,26.0,107.0,601.0,142.0,2
0,99.0,38.0,111.0,843.0,207.0,2
0,34.0,70.0,91.0,616.0,167.0,2
0,43.0,9.0,92.0,371.0,116.0,2
0,93.0,4.0,94.0,699.0,131.0,2
1,76.0,21.0,82.0,483.0,88.0,2
1,108.0,113.0,86.0,865.0,161.0,2
0,76.0,22.0,75.0,515.0,114.0,2
0,110.0,33.0,92.0,890.0,164.0,2
1,39.0,27.0,92.0,344.0,91.0,2
1,96.0,11.0,91.0,523.0,122.0,2
1,76.0,10.0,92.0,415.0,81.0,2
1,97.0,49.0,69.0,668.0,139.0,2
0,74.0,40.0,90.0,671.0,150.0,2
0,108.0,35.0,84.0,964.0,176.0,2
1,113.0,23.0,83.0,637.0,122.0,2
0,109.0,89.0,96.0,1092.0,236.0,2
1,146.0,5.0,89.0,761.0,138.0,2
0,98.0,35.0,99.0,852.0,186.0,2
0,83.0,3.0,95.0,684.0,159.0,2
0,15.0,31.0,92.0,328.0,128.0,2
0,147.0,53.0,71.0,1077.0,173.0,2
0,106.0,0.0,107.0,856.0,158.0,2
1,140.0,14.0,97.0,813.0,126.0,2
1,118.0,40.0,82.0,707.0,126.0,2
1,55.0,47.0,99.0,528.0,123.0,2
0,92.0,36.0,100.0,837.0,177.0,2
1,167.0,56.0,89.0,933.0,185.0,2
1,77.0,36.0,86.0,441.0,82.0,2
