Y,red,green,blue,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,led_3_ir,pol_2,E
1,167.0,33.0,111.0,27348.0,5091.0,3273.0,507.0,900.0,146.0,0.0,0.0,0
0,128.0,75.0,114.0,26497.0,5642.0,2927.0,731.0,1180.0,220.0,0.0,0.0,0
0,143.0,101.0,116.0,34097.0,6233.0,3289.0,821.0,1294.0,315.0,0.0,0.0,0
1,128.0,121.0,93.0,27788.0,6180.0,3304.0,619.0,888.0,193.0,0.0,0.0,0
0,139.0,83.0,123.0,27227.0,5842.0,2971.0,605.0,1190.0,282.0,0.0,0.0,0
1,107.0,76.0,114.0,21725.0,5659.0,2525.0,711.0,638.0,183.0,0.0,0.0,0
0,74.0,78.0,106.0,19904.0,4175.0,2258.0,541.0,705.0,169.0,0.0,0.0,0
1,117.0,80.0,109.0,22425.0,4546.0,2661.0,617.0,716.0,195.0,0.0,0.0,0
1,61.0,86.0,112.0,15154.0,4695.0,2082.0,506.0,609.0,166.0,0.0,0.0,0
1,113.0,111.0,109.0,25538.0,5423.0,2894.0,647.0,832.0,189.0,0.0,0.0,0
0,119.0,42.0,116.0,22053.0,4989.0,2335.0,584.0,938.0,189.0,0.0,0.0,0
0,105.0,128.0,96.0,22529.0,5985.0,3030.0,754.0,1186.0,258.0,0.0,0.0,0
0,87.0,94.0,124.0,18480.0,5596.0,2841.0,652.0,839.0,263.0,0.0,0.0,0
0,107.0,86.0,108.0,21641.0,5152.0,2561.0,561.0,1109.0,248.0,0.0,0.0,0
1,79.0,91.0,112.0,19548.0,4592.0,2253.0,571.0,603.0,147.0,0.0,0.0,0
0,111.0,60.0,109.0,23490.0,5121.0,2412.0,551.0,1066.0,161.0,0.0,0.0,0
1,81.0,70.0,106.0,20914.0,3832.0,2747.0,572.0,561.0,134.0,0.0,0.0,0
0,78.0,69.0,96.0,18050.0,3727.0,2038.0,510.0,692.0,154.0,0.0,0.0,0
0,101.0,98.0,102.0,27413.0,5013.0,2525.0,619.0,1089.0,259.0,0.0,0.0,0
1,86.0,123.0,110.0,21353.0,6381.0,2821.0,628.0,881.0,224.0,0.0,0.0,0
1,65.0,92.0,95.0,19268.0,3908.0,2395.0,498.0,501.0,154.0,0.0,0.0,0
0,113.0,79.0,102.0,26535.0,4683.0,2595.0,624.0,984.0,215.0,0.0,0.0,0
1,97.0,93.0,116.0,24110.0,4965.0,2548.0,610.0,689.0,178.0,0.0,0.0,0
0,94.0,85.0,145.0,18988.0,6222.0,2998.0,701.0,1002.0,243.0,0.0,0.0,0
1,105.0,97.0,105.0,22344.0,5257.0,2787.0,641.0,821.0,181.0,0.0,0.0,0
0,119.0,79.0,130.0,23767.0,6072.0,2708.0,629.0,1177.0,271.0,0.0,0.0,0
0,119.0,75.0,90.0,23204.0,5146.0,2206.0,427.0,1061.0,189.0,0.0,0.0,0
0,112.0,97.0,130.0,23736.0,6511.0,2535.0,804.0,1344.0,236.0,0.0,0.0,0
0,137.0,75.0,123.0,26499.0,4849.0,3534.0,638.0,1266.0,202.0,0.0,0.0,0
0,85.0,80.0,94.0,18588.0,4199.0,2075.0,516.0,994.0,162.0,0.0,0.0,0
0,66.0,91.0,88.0,18432.0,4430.0,1847.0,577.0,671.0,186.0,0.0,0.0,0
1,74.0,62.0,111.0,15942.0,4387.0,1651.0,529.0,486.0,141.0,0.0,0.0,0
0,139.0,75.0,114.0,28474.0,5886.0,3341.0,543.0,1140.0,235.0,0.0,0.0,0
1,102.0,85.0,113.0,22510.0,5055.0,2437.0,535.0,764.0,174.0,0.0,0.0,0
0,173.0,93.0,118.0,34725.0,5949.0,3581.0,710.0,1382.0,271.0,0.0,0.0,0
1,88.0,89.0,108.0,18775.0,5011.0,2567.0,474.0,705.0,184.0,0.0,0.0,0
0,113.0,100.0,115.0,23442.0,6100.0,2941.0,622.0,1223.0,295.0,0.0,0.0,0
1,98.0,82.0,97.0,17998.0,4525.0,2320.0,501.0,872.0,142.0,0.0,0.0,0
0,103.0,84.0,92.0,19484.0,4154.0,2558.0,544.0,719.0,251.0,0.0,0.0,0
0,72.0,52.0,149.0,16061.0,4351.0,2136.0,570.0,738.0,239.0,0.0,0.0,0
0,72.0,67.0,114.0,17528.0,3546.0,2142.0,510.0,725.0,195.0,0.0,0.0,0
1,57.0,65.0,122.0,16048.0,4306.0,1525.0,473.0,552.0,157.0,0.0,0.0,0
1,106.0,58.0,132.0,21352.0,4770.0,2965.0,491.0,746.0,177.0,0.0,0.0,0
0,133.0,86.0,112.0,24506.0,5075.0,3117.0,713.0,1024.0,258.0,0.0,0.0,0
0,74.0,78.0,92.0,15504.0,3823.0,2197.0,489.0,789.0,205.0,0.0,0.0,0
1,45.0,104.0,115.0,17169.0,4632.0,1818.0,637.0,538.0,176.0,0.0,0.0,0
0,97.0,115.0,108.0,20571.0,5524.0,2931.0,621.0,1201.0,276.0,0.0,0.0,0
1,113.0,67.0,89.0,21024.0,4183.0,2149.0,536.0,692.0,169.0,0.0,0.0,0
1,87.0,62.0,121.0,18002.0,4310.0,2723.0,527.0,699.0,164.0,0.0,0.0,0
0,124.0,75.0,140.0,26502.0,4945.0,2800.0,658.0,1205.0,271.0,0.0,0.0,0
1,107.0,88.0,135.0,26955.0,4832.0,2836.0,712.0,929.0,187.0,0.0,0.0,0
0,84.0,85.0,122.0,21540.0,5325.0,2674.0,490.0,1030.0,233.0,0.0,0.0,0
0,117.0,58.0,67.0,22553.0,3263.0,2450.0,404.0,1038.0,182.0,0.0,0.0,0
0,99.0,50.0,128.0,21433.0,4538.0,2375.0,526.0,849.0,250.0,0.0,0.0,0
0,71.0,112.0,132.0,25526.0,5563.0,2382.0,713.0,1037.0,249.0,0.0,0.0,0
1,107.0,78.0,83.0,22089.0,4432.0,2371.0,429.0,842.0,118.0,0.0,0.0,0
0,131.0,61.0,82.0,22336.0,4348.0,2559.0,459.0,1013.0,181.0,0.0,0.0,0
1,52.0,46.0,102.0,11629.0,3071.0,1388.0,406.0,429.0,105.0,0.0,0.0,0
1,112.0,84.0,99.0,23627.0,4807.0,2902.0,635.0,882.0,176.0,0.0,0.0,0
0,114.0,111.0,119.0,26026.0,6462.0,3106.0,721.0,1206.0,230.0,0.0,0.0,0
1,67.0,51.0,118.0,13304.0,3870.0,1486.0,447.0,477.0,145.0,0.0,0.0,0
0,101.0,74.0,127.0,22072.0,4961.0,2441.0,611.0,964.0,211.0,0.0,0.0,0
1,112.0,115.0,98.0,26877.0,5579.0,3034.0,762.0,793.0,187.0,0.0,0.0,0
0,83.0,92.0,105.0,17683.0,5130.0,2116.0,576.0,940.0,176.0,0.0,0.0,0
1,57.0,107.0,116.0,18217.0,5231.0,2480.0,560.0,663.0,178.0,0.0,0.0,0
0,101.0,108.0,104.0,24667.0,5323.0,2496.0,673.0,1018.0,263.0,0.0,0.0,0
0,116.0,41.0,111.0,20817.0,4154.0,2176.0,472.0,931.0,190.0,0.0,0.0,0
0,97.0,80.0,113.0,22564.0,5414.0,2214.0,612.0,745.0,219.0,0.0,0.0,0
1,76.0,62.0,116.0,16693.0,4248.0,1859.0,547.0,586.0,158.0,0.0,0.0,0
1,148.0,69.0,120.0,28422.0,5263.0,3266.0,587.0,1017.0,173.0,0.0,0.0,0
1,85.0,107.0,121.0,20625.0,5483.0,2686.0,691.0,775.0,206.0,0.0,0.0,0
1,90.0,102.0,77.0,18530.0,4777.0,2029.0,404.0,801.0,147.0,0.0,0.0,0
1,65.0,60.0,108.0,14156.0,3610.0,1894.0,396.0,507.0,124.0,0.0,0.0,0
0,67.0,46.0,135.0,14774.0,3656.0,1519.0,431.0,774.0,187.0,0.0,0.0,0
0,127.0,76.0,120.0,25212.0,4969.0,2588.0,672.0,1186.0,220.0,0.0,0.0,0
0,55.0,39.0,149.0,13324.0,4127.0,1779.0,417.0,709.0,164.0,0.0,0.0,0
1,71.0,81.0,129.0,19239.0,4452.0,2197.0,471.0,691.0,149.0,0.0,0.0,0
1,95.0,90.0,80.0,22829.0,4501.0,2286.0,555.0,714.0,150.0,0.0,0.0,0
1,93.0,78.0,86.0,20778.0,3958.0,2322.0,427.0,624.0,177.0,0.0,0.0,0
1,138.0,84.0,100.0,27293.0,5655.0,2849.0,504.0,960.0,174.0,0.0,0.0,0
0,91.0,75.0,101.0,19190.0,4900.0,2500.0,526.0,905.0,217.0,0.0,0.0,0
0,127.0,89.0,103.0,24223.0,4646.0,3326.0,616.0,1114.0,250.0,0.0,0.0,0
0,82.0,51.0,124.0,16907.0,3995.0,2014.0,463.0,890.0,177.0,0.0,0.0,0
1,70.0,97.0,74.0,15183.0,4085.0,1997.0,517.0,717.0,137.0,0.0,0.0,0
1,167.0,67.0,111.0,29676.0,5451.0,3706.0,519.0,989.0,179.0,0.0,0.0,0
0,123.0,68.0,104.0,27466.0,5368.0,2889.0,539.0,983.0,183.0,0.0,0.0,0
0,119.0,100.0,107.0,19882.0,5917.0,3207.0,701.0,1149.0,286.0,0.0,0.0,0
1,71.0,99.0,98.0,18788.0,5486.0,2147.0,484.0,686.0,143.0,0.0,0.0,0
1,102.0,66.0,111.0,22966.0,4468.0,2456.0,544.0,713.0,156.0,0.0,0.0,0
0,108.0,100.0,122.0,23915.0,5137.0,3055.0,658.0,1190.0,249.0,0.0,0.0,0
1,145.0,104.0,104.0,28424.0,6644.0,3496.0,711.0,893.0,213.0,0.0,0.0,0
1,92.0,68.0,99.0,19052.0,4114.0,2122.0,549.0,653.0,150.0,0.0,0.0,0
0,46.0,100.0,101.0,15408.0,5129.0,1470.0,495.0,681.0,165.0,0.0,0.0,0
0,103.0,90.0,126.0,25965.0,5170.0,2735.0,650.0,1073.0,246.0,0.0,0.0,0
1,95.0,88.0,102.0,20009.0,5158.0,2501.0,621.0,775.0,163.0,0.0,0.0,0
0,129.0,100.0,112.0,28375.0,5048.0,3396.0,678.0,1292.0,248.0,0.0,0.0,0
1,46.0,83.0,135.0,17073.0,4629.0,1924.0,489.0,620.0,150.0,0.0,0.0,0
0,111.0,77.0,102.0,22891.0,4770.0,2330.0,577.0,1094.0,228.0,0.0,0.0,0
0,96.0,69.0,130.0,20989.0,4585.0,2126.0,655.0,1158.0,219.0,0.0,0.0,0
0,97.0,92.0,121.0,22170.0,5458.0,2513.0,558.0,1084.0,240.0,0.0,0.0,0
1,99.0,70.0,129.0,20945.0,5346.0,2214.0,681.0,625.0,175.0,0.0,0.0,0
0,102.0,62.0,110.0,21515.0,4656.0,2368.0,473.0,985.0,187.0,0.0,0.0,0
1,114.0,88.0,115.0,23472.0,5727.0,2453.0,631.0,844.0,165.0,0.0,0.0,0
1,91.0,77.0,84.0,18951.0,3736.0,2597.0,393.0,762.0,122.0,0.0,0.0,0
0,70.0,86.0,77.0,18504.0,4273.0,1948.0,554.0,790.0,196.0,0.0,0.0,0
0,94.0,60.0,112.0,21256.0,3634.0,2075.0,450.0,850.0,212.0,0.0,0.0,0
0,119.0,55.0,107.0,22531.0,4569.0,2380.0,606.0,1072.0,225.0,0.0,0.0,0
0,75.0,69.0,129.0,17510.0,5087.0,1927.0,540.0,755.0,252.0,0.0,0.0,0
1,71.0,65.0,106.0,15837.0,3805.0,1564.0,439.0,620.0,151.0,0.0,0.0,0
0,84.0,115.0,103.0,24867.0,5066.0,2822.0,549.0,1039.0,256.0,0.0,0.0,0
1,32.0,68.0,131.0,11228.0,4051.0,1455.0,507.0,467.0,166.0,0.0,0.0,0
0,117.0,73.0,91.0,23302.0,4048.0,3020.0,619.0,973.0,201.0,0.0,0.0,0
0,90.0,80.0,113.0,25832.0,5136.0,2632.0,605.0,832.0,236.0,0.0,0.0,0
1,73.0,95.0,86.0,16552.0,4968.0,2340.0,586.0,574.0,157.0,0.0,0.0,0
1,86.0,83.0,122.0,15057.0,4679.0,2792.0,636.0,707.0,189.0,0.0,0.0,0
1,95.0,55.0,106.0,20965.0,3836.0,2026.0,566.0,570.0,142.0,0.0,0.0,0
0,91.0,65.0,109.0,22225.0,3698.0,1914.0,541.0,985.0,187.0,0.0,0.0,0
1,75.0,79.0,109.0,18449.0,3759.0,2038.0,534.0,667.0,155.0,0.0,0.0,0
0,113.0,71.0,129.0,23225.0,5784.0,2714.0,733.0,1028.0,251.0,0.0,0.0,0
1,133.0,106.0,128.0,27672.0,6589.0,3152.0,710.0,864.0,231.0,0.0,0.0,0
0,105.0,51.0,119.0,19587.0,5431.0,2085.0,505.0,839.0,197.0,0.0,0.0,0
1,87.0,79.0,113.0,18813.0,5092.0,2129.0,614.0,710.0,160.0,0.0,0.0,0
1,80.0,87.0,100.0,18827.0,4569.0,2392.0,602.0,605.0,167.0,0.0,0.0,0
0,147.0,91.0,79.0,29334.0,4905.0,3678.0,613.0,1353.0,236.0,0.0,0.0,0
1,111.0,79.0,85.0,23629.0,4122.0,2487.0,493.0,785.0,159.0,0.0,0.0,0
1,98.0,79.0,115.0,18484.0,4628.0,2915.0,566.0,782.0,144.0,0.0,0.0,0
1,106.0,87.0,105.0,24232.0,4179.0,2874.0,624.0,801.0,154.0,0.0,0.0,0
0,96.0,112.0,114.0,22416.0,5375.0,3087.0,589.0,1334.0,263.0,0.0,0.0,0
0,79.0,50.0,106.0,16101.0,4433.0,2055.0,451.0,680.0,198.0,0.0,0.0,0
0,72.0,76.0,103.0,16016.0,4242.0,2444.0,550.0,852.0,191.0,0.0,0.0,0
1,100.0,36.0,126.0,19816.0,4172.0,2069.0,548.0,723.0,154.0,0.0,0.0,0
1,59.0,79.0,102.0,14771.0,4136.0,1595.0,523.0,568.0,151.0,0.0,0.0,0
0,108.0,69.0,101.0,22350.0,5178.0,2305.0,593.0,1088.0,207.0,0.0,0.0,0
1,86.0,43.0,106.0,17977.0,4104.0,1487.0,418.0,530.0,111.0,0.0,0.0,0
1,90.0,95.0,110.0,22559.0,5198.0,2281.0,657.0,892.0,171.0,0.0,0.0,0
1,81.0,67.0,88.0,15624.0,3370.0,1868.0,435.0,554.0,148.0,0.0,0.0,0
1,51.0,98.0,89.0,17424.0,4041.0,1858.0,458.0,548.0,152.0,0.0,0.0,0
0,98.0,129.0,122.0,21283.0,7109.0,2822.0,703.0,1315.0,298.0,0.0,0.0,0
1,134.0,74.0,99.0,26079.0,5149.0,2906.0,679.0,958.0,180.0,0.0,0.0,0
0,84.0,88.0,128.0,21195.0,4948.0,2529.0,657.0,1000.0,260.0,0.0,0.0,0
0,81.0,79.0,116.0,17228.0,4923.0,2268.0,634.0,1035.0,185.0,0.0,0.0,0
0,133.0,55.0,105.0,23191.0,3907.0,2626.0,517.0,1019.0,220.0,0.0,0.0,0
1,79.0,124.0,100.0,22291.0,5675.0,2545.0,693.0,717.0,198.0,0.0,0.0,0
0,80.0,70.0,125.0,17119.0,4872.0,2489.0,542.0,722.0,221.0,0.0,0.0,0
0,132.0,108.0,98.0,26060.0,5251.0,3082.0,645.0,1387.0,244.0,0.0,0.0,0
0,84.0,72.0,102.0,17543.0,3970.0,2413.0,474.0,819.0,193.0,0.0,0.0,0
1,104.0,44.0,89.0,18494.0,3970.0,2381.0,453.0,648.0,117.0,0.0,0.0,0
1,122.0,136.0,101.0,23274.0,5970.0,3453.0,733.0,1066.0,212.0,0.0,0.0,0
1,102.0,64.0,120.0,20236.0,5597.0,2612.0,600.0,733.0,143.0,0.0,0.0,0
0,92.0,80.0,88.0,20379.0,3971.0,2210.0,539.0,934.0,187.0,0.0,0.0,0
0,59.0,76.0,128.0,14310.0,4781.0,1704.0,485.0,684.0,225.0,0.0,0.0,0
1,64.0,74.0,84.0,14201.0,3868.0,1839.0,350.0,692.0,100.0,0.0,0.0,0
1,58.0,81.0,94.0,15192.0,3632.0,1557.0,449.0,497.0,119.0,0.0,0.0,0
1,71.0,95.0,96.0,18444.0,3702.0,1810.0,594.0,641.0,130.0,0.0,0.0,0
0,73.0,80.0,117.0,15978.0,5631.0,1891.0,679.0,909.0,220.0,0.0,0.0,0
0,154.0,87.0,124.0,27428.0,6749.0,3395.0,760.0,1443.0,269.0,0.0,0.0,0
0,98.0,74.0,126.0,18769.0,4421.0,2169.0,640.0,866.0,232.0,0.0,0.0,0
1,41.0,87.0,119.0,16765.0,4719.0,1420.0,550.0,520.0,144.0,0.0,0.0,0
0,55.0,107.0,102.0,18962.0,4643.0,2260.0,487.0,795.0,185.0,0.0,0.0,0
1,88.0,79.0,96.0,20896.0,4361.0,2491.0,439.0,719.0,129.0,0.0,0.0,0
1,80.0,96.0,126.0,20363.0,5378.0,1861.0,593.0,757.0,209.0,0.0,0.0,0
0,101.0,65.0,119.0,20929.0,4847.0,2198.0,513.0,1006.0,234.0,0.0,0.0,0
1,96.0,79.0,108.0,22806.0,5196.0,2372.0,531.0,626.0,191.0,0.0,0.0,0
0,149.0,82.0,87.0,29702.0,5844.0,3216.0,583.0,1207.0,197.0,0.0,0.0,0
1,135.0,77.0,106.0,31776.0,5462.0,2955.0,593.0,974.0,201.0,0.0,0.0,0
1,122.0,91.0,111.0,28205.0,5594.0,3434.0,627.0,885.0,167.0,0.0,0.0,0
0,104.0,78.0,118.0,23064.0,4986.0,2471.0,627.0,1117.0,231.0,0.0,0.0,0
1,38.0,59.0,120.0,9967.0,4401.0,1430.0,438.0,476.0,126.0,0.0,0.0,0
0,61.0,76.0,130.0,17799.0,4192.0,2008.0,643.0,714.0,224.0,0.0,0.0,0
0,92.0,61.0,87.0,16881.0,3823.0,1842.0,463.0,893.0,192.0,0.0,0.0,0
1,121.0,93.0,112.0,27290.0,5302.0,2924.0,649.0,925.0,192.0,0.0,0.0,0
0,87.0,68.0,88.0,14986.0,3327.0,2295.0,526.0,891.0,205.0,0.0,0.0,0
0,84.0,77.0,132.0,19656.0,4164.0,2407.0,505.0,869.0,245.0,0.0,0.0,0
0,118.0,66.0,124.0,23980.0,5781.0,2965.0,710.0,1027.0,219.0,0.0,0.0,0
1,137.0,74.0,93.0,26803.0,6001.0,2812.0,611.0,834.0,148.0,0.0,0.0,0
0,170.0,73.0,110.0,30531.0,5972.0,3582.0,671.0,1400.0,231.0,0.0,0.0,0
0,102.0,95.0,109.0,22431.0,5798.0,2817.0,609.0,1148.0,248.0,0.0,0.0,0
0,116.0,112.0,113.0,33287.0,6241.0,3077.0,719.0,1189.0,230.0,0.0,0.0,0
0,121.0,71.0,131.0,27653.0,5535.0,3005.0,628.0,960.0,235.0,0.0,0.0,0
0,67.0,90.0,89.0,18510.0,4149.0,1972.0,535.0,824.0,167.0,0.0,0.0,0
1,58.0,86.0,123.0,17500.0,5041.0,2373.0,550.0,571.0,146.0,0.0,0.0,0
1,121.0,70.0,86.0,23164.0,3683.0,2491.0,543.0,706.0,164.0,0.0,0.0,0
0,119.0,70.0,136.0,24325.0,5932.0,2610.0,816.0,1145.0,253.0,0.0,0.0,0
0,116.0,75.0,116.0,20329.0,5288.0,2683.0,619.0,984.0,239.0,0.0,0.0,0
1,107.0,68.0,86.0,21707.0,3386.0,2466.0,455.0,666.0,143.0,0.0,0.0,0
0,68.0,68.0,123.0,14368.0,4123.0,1912.0,492.0,760.0,178.0,0.0,0.0,0
1,137.0,44.0,109.0,23565.0,4737.0,2483.0,514.0,721.0,149.0,0.0,0.0,0
0,126.0,62.0,97.0,25012.0,4344.0,2495.0,529.0,960.0,216.0,0.0,0.0,0
1,100.0,79.0,119.0,24329.0,5178.0,2684.0,647.0,722.0,166.0,0.0,0.0,0
0,137.0,63.0,102.0,23234.0,4378.0,3159.0,567.0,1115.0,237.0,0.0,0.0,0
0,83.0,56.0,114.0,14817.0,4035.0,1862.0,413.0,756.0,205.0,0.0,0.0,0
1,106.0,97.0,78.0,22914.0,4178.0,2430.0,518.0,818.0,179.0,0.0,0.0,0
1,53.0,127.0,112.0,19902.0,4801.0,2274.0,771.0,802.0,197.0,0.0,0.0,0
1,80.0,81.0,109.0,18831.0,4596.0,2243.0,574.0,602.0,164.0,0.0,0.0,0
1,112.0,89.0,101.0,23714.0,4984.0,2895.0,499.0,799.0,147.0,0.0,0.0,0
1,124.0,82.0,149.0,27037.0,6695.0,2990.0,694.0,871.0,181.0,0.0,0.0,0
1,85.0,90.0,152.0,22892.0,5868.0,2375.0,696.0,796.0,191.0,0.0,0.0,0
1,102.0,77.0,117.0,23604.0,5808.0,2549.0,641.0,828.0,159.0,0.0,0.0,0
1,59.0,69.0,119.0,14527.0,3750.0,1912.0,512.0,537.0,146.0,0.0,0.0,0
0,108.0,83.0,107.0,20472.0,5004.0,2720.0,521.0,1127.0,221.0,0.0,0.0,0
1,102.0,60.0,103.0,15864.0,4761.0,2174.0,502.0,783.0,129.0,0.0,0.0,0
1,82.0,68.0,90.0,19140.0,3708.0,2101.0,559.0,547.0,162.0,0.0,0.0,0
1,83.0,87.0,111.0,22749.0,5366.0,2464.0,533.0,815.0,157.0,0.0,0.0,0
0,130.0,86.0,112.0,26045.0,5469.0,2938.0,573.0,1136.0,232.0,0.0,0.0,0
1,123.0,76.0,115.0,26952.0,5437.0,2998.0,588.0,760.0,185.0,0.0,0.0,0
0,88.0,105.0,102.0,18753.0,4960.0,2394.0,489.0,878.0,233.0,0.0,0.0,0
1,93.0,88.0,100.0,16285.0,4343.0,2455.0,520.0,655.0,163.0,0.0,0.0,0
1,79.0,73.0,126.0,18435.0,4533.0,2173.0,529.0,597.0,170.0,0.0,0.0,0
0,73.0,74.0,83.0,16224.0,4377.0,1437.0,431.0,857.0,178.0,0.0,0.0,0
1,70.0,54.0,101.0,16074.0,4191.0,1837.0,423.0,587.0,143.0,0.0,0.0,0
0,104.0,104.0,110.0,23718.0,5567.0,2795.0,667.0,1060.0,252.0,0.0,0.0,0
0,75.0,89.0,144.0,20032.0,5334.0,2180.0,669.0,923.0,240.0,0.0,0.0,0
1,149.0,58.0,110.0,29825.0,4729.0,3298.0,605.0,767.0,164.0,0.0,0.0,0
1,127.0,104.0,112.0,27145.0,6085.0,3584.0,712.0,995.0,210.0,0.0,0.0,0
0,149.0,72.0,104.0,30149.0,5378.0,2954.0,658.0,1140.0,233.0,0.0,0.0,0
1,87.0,70.0,145.0,17597.0,4860.0,2380.0,596.0,714.0,181.0,0.0,0.0,0
0,106.0,95.0,123.0,25178.0,5393.0,2969.0,671.0,947.0,243.0,0.0,0.0,0
0,117.0,100.0,118.0,21750.0,6454.0,2696.0,703.0,1321.0,252.0,0.0,0.0,0
1,101.0,47.0,109.0,17479.0,4159.0,1974.0,461.0,623.0,152.0,0.0,0.0,0
1,78.0,118.0,132.0,19480.0,6111.0,2822.0,637.0,801.0,199.0,0.0,0.0,0
1,94.0,34.0,85.0,13264.0,2834.0,1966.0,321.0,608.0,109.0,0.0,0.0,0
0,101.0,65.0,77.0,17903.0,3946.0,2487.0,471.0,944.0,155.0,0.0,0.0,0
0,99.0,44.0,101.0,15840.0,4113.0,1983.0,323.0,748.0,175.0,0.0,0.0,0
0,128.0,62.0,83.0,24235.0,4061.0,2765.0,485.0,917.0,195.0,0.0,0.0,0
0,112.0,69.0,114.0,18632.0,5629.0,2501.0,574.0,979.0,180.0,0.0,0.0,0
0,140.0,115.0,142.0,31163.0,6337.0,4245.0,772.0,1437.0,286.0,0.0,0.0,0
1,73.0,101.0,92.0,18159.0,4373.0,1830.0,578.0,636.0,146.0,0.0,0.0,0
0,141.0,92.0,119.0,29653.0,5930.0,3284.0,672.0,1220.0,273.0,0.0,0.0,0
0,91.0,101.0,111.0,19731.0,5342.0,2232.0,615.0,1113.0,228.0,0.0,0.0,0
0,124.0,67.0,104.0,24648.0,5129.0,2442.0,398.0,1160.0,190.0,0.0,0.0,0
1,129.0,72.0,86.0,26366.0,5088.0,2691.0,537.0,895.0,160.0,0.0,0.0,0
0,77.0,68.0,102.0,18132.0,5458.0,1762.0,505.0,787.0,255.0,0.0,0.0,0
1,87.0,79.0,102.0,20156.0,4899.0,2321.0,470.0,621.0,130.0,0.0,0.0,0
1,117.0,89.0,105.0,26264.0,5325.0,2857.0,707.0,857.0,169.0,0.0,0.0,0
0,85.0,49.0,140.0,19016.0,4219.0,1944.0,498.0,831.0,186.0,0.0,0.0,0
1,89.0,106.0,129.0,24663.0,5417.0,2575.0,620.0,812.0,238.0,0.0,0.0,0
0,112.0,66.0,103.0,19419.0,3975.0,3128.0,521.0,889.0,214.0,0.0,0.0,0
1,128.0,58.0,103.0,25025.0,4301.0,2747.0,589.0,872.0,167.0,0.0,0.0,0
0,94.0,86.0,80.0,18919.0,3493.0,2466.0,496.0,762.0,219.0,0.0,0.0,0
0,135.0,115.0,105.0,28377.0,5689.0,4112.0,758.0,1254.0,293.0,0.0,0.0,0
0,115.0,58.0,100.0,24312.0,4263.0,2429.0,621.0,808.0,205.0,0.0,0.0,0
1,112.0,84.0,86.0,17966.0,4398.0,2795.0,545.0,668.0,184.0,0.0,0.0,0
1,90.0,45.0,123.0,17333.0,4389.0,1832.0,501.0,704.0,140.0,0.0,0.0,0
0,63.0,67.0,98.0,14723.0,3455.0,1834.0,348.0,705.0,173.0,0.0,0.0,0
0,86.0,93.0,96.0,19536.0,4644.0,2676.0,576.0,952.0,202.0,0.0,0.0,0
1,119.0,96.0,117.0,27068.0,5715.0,3421.0,656.0,876.0,193.0,0.0,0.0,0
1,82.0,87.0,120.0,17400.0,5657.0,2048.0,627.0,713.0,163.0,0.0,0.0,0
0,106.0,84.0,114.0,22618.0,5467.0,2665.0,668.0,930.0,233.0,0.0,0.0,0
0,118.0,62.0,96.0,20207.0,3942.0,2500.0,588.0,886.0,203.0,0.0,0.0,0
0,76.0,74.0,118.0,17084.0,4291.0,1798.0,529.0,850.0,242.0,0.0,0.0,0
0,97.0,77.0,79.0,18202.0,4571.0,2276.0,491.0,955.0,211.0,0.0,0.0,0
