Y,red,green,blue,ir_1,vis_1,ir_3,vis_3,E
0,51.0,70.0,94.0,16640.0,3361.0,668.0,166.0,0
1,50.0,12.0,71.0,8792.0,1880.0,347.0,87.0,0
0,66.0,52.0,80.0,12706.0,4005.0,635.0,160.0,0
0,76.0,81.0,94.0,18592.0,4401.0,738.0,196.0,0
0,87.0,18.0,99.0,12687.0,2734.0,713.0,136.0,0
0,67.0,15.0,94.0,12147.0,2370.0,521.0,118.0,0
0,59.0,46.0,102.0,13890.0,4088.0,638.0,166.0,0
1,48.0,61.0,89.0,12297.0,3408.0,467.0,127.0,0
1,58.0,45.0,96.0,10944.0,4151.0,542.0,143.0,0
1,57.0,2.0,95.0,10244.0,3389.0,373.0,97.0,0
0,43.0,34.0,82.0,10086.0,2567.0,393.0,140.0,0
1,76.0,102.0,92.0,17190.0,4607.0,712.0,185.0,0
1,75.0,29.0,79.0,13257.0,3260.0,429.0,98.0,0
0,67.0,29.0,113.0,13194.0,4106.0,663.0,158.0,0
0,83.0,59.0,87.0,18323.0,3869.0,646.0,131.0,0
1,69.0,11.0,57.0,9581.0,1961.0,376.0,67.0,0
1,61.0,24.0,72.0,9169.0,2810.0,432.0,89.0,0
1,63.0,48.0,93.0,12594.0,3693.0,470.0,121.0,0
1,68.0,9.0,98.0,12016.0,2798.0,437.0,91.0,0
1,54.0,12.0,83.0,8698.0,2685.0,428.0,93.0,0
1,72.0,48.0,98.0,17285.0,4560.0,513.0,132.0,0
0,66.0,0.0,98.0,10340.0,2736.0,628.0,150.0,0
0,71.0,49.0,87.0,15600.0,3620.0,651.0,149.0,0
1,45.0,99.0,69.0,15719.0,4454.0,632.0,151.0,0
1,76.0,18.0,76.0,15173.0,3489.0,436.0,98.0,0
0,67.0,25.0,87.0,13419.0,3448.0,595.0,133.0,0
1,56.0,11.0,92.0,9635.0,3068.0,382.0,87.0,0
0,83.0,58.0,83.0,14864.0,2698.0,785.0,139.0,0
1,51.0,27.0,83.0,10291.0,2972.0,424.0,110.0,0
0,57.0,45.0,101.0,14656.0,4000.0,612.0,151.0,0
0,45.0,22.0,83.0,8043.0,2691.0,418.0,101.0,0
1,88.0,24.0,81.0,11945.0,3376.0,506.0,116.0,0
1,51.0,38.0,90.0,10584.0,3044.0,436.0,111.0,0
0,75.0,77.0,96.0,21238.0,5170.0,436.0,202.0,1
0,93.0,73.0,91.0,18421.0,4483.0,423.0,215.0,1
0,32.0,54.0,92.0,10112.0,4039.0,244.0,145.0,1
1,62.0,7.0,103.0,10065.0,3161.0,193.0,103.0,1
1,22.0,6.0,99.0,4893.0,2033.0,108.0,82.0,1
1,88.0,96.0,96.0,24265.0,5193.0,399.0,147.0,1
0,81.0,45.0,104.0,14846.0,3405.0,421.0,211.0,1
1,67.0,19.0,71.0,12502.0,2511.0,219.0,101.0,1
1,42.0,50.0,91.0,9786.0,3186.0,219.0,101.0,1
0,70.0,26.0,82.0,12234.0,2910.0,302.0,115.0,1
0,82.0,7.0,108.0,16464.0,3433.0,339.0,165.0,1
1,48.0,51.0,94.0,12467.0,3919.0,251.0,115.0,1
1,73.0,8.0,101.0,13649.0,2800.0,237.0,102.0,1
0,83.0,63.0,91.0,18107.0,3901.0,446.0,173.0,1
1,64.0,18.0,85.0,12533.0,2147.0,246.0,98.0,1
1,63.0,22.0,87.0,12646.0,2969.0,208.0,100.0,1
0,30.0,49.0,78.0,8399.0,2351.0,172.0,122.0,1
1,79.0,74.0,86.0,15897.0,4417.0,341.0,179.0,1
0,63.0,6.0,117.0,11401.0,3498.0,307.0,172.0,1
0,35.0,76.0,102.0,10425.0,3626.0,314.0,159.0,1
1,105.0,56.0,104.0,24180.0,4858.0,367.0,167.0,1
0,55.0,99.0,102.0,16789.0,4876.0,414.0,260.0,1
1,26.0,55.0,85.0,8592.0,3006.0,223.0,98.0,1
0,59.0,46.0,92.0,13091.0,3003.0,347.0,152.0,1
0,78.0,26.0,98.0,16045.0,3839.0,310.0,146.0,1
0,73.0,64.0,97.0,15088.0,3821.0,378.0,172.0,1
0,47.0,40.0,90.0,8931.0,2369.0,285.0,144.0,1
0,31.0,17.0,85.0,6433.0,2491.0,191.0,103.0,1
1,51.0,53.0,73.0,10515.0,3652.0,186.0,106.0,1
1,96.0,29.0,108.0,15792.0,3989.0,297.0,165.0,1
0,26.0,57.0,87.0,9454.0,3595.0,216.0,148.0,1
0,76.0,28.0,88.0,14222.0,3526.0,323.0,144.0,1
0,72.0,22.0,79.0,14799.0,2989.0,256.0,122.0,1
0,46.0,53.0,68.0,10202.0,3253.0,293.0,120.0,1
1,96.0,66.0,81.0,13080.0,3951.0,330.0,144.0,1
0,72.0,7.0,75.0,9678.0,1936.0,261.0,120.0,1
1,59.0,97.0,78.0,14995.0,4370.0,316.0,128.0,1
1,54.0,36.0,96.0,10671.0,3202.0,211.0,135.0,1
1,62.0,31.0,84.0,11832.0,2893.0,208.0,77.0,1
0,69.0,62.0,81.0,18338.0,4441.0,406.0,189.0,1
0,75.0,36.0,98.0,15261.0,3271.0,349.0,130.0,1
1,65.0,26.0,69.0,11630.0,3094.0,196.0,78.0,1
0,48.0,20.0,77.0,9245.0,2478.0,208.0,107.0,1
0,68.0,33.0,85.0,13171.0,3440.0,302.0,153.0,1
1,34.0,38.0,94.0,9448.0,3310.0,163.0,106.0,1
1,59.0,46.0,114.0,12597.0,3306.0,264.0,136.0,1
0,63.0,48.0,112.0,14654.0,3648.0,393.0,184.0,1
0,119.0,68.0,104.0,23159.0,4394.0,535.0,260.0,1
1,27.0,31.0,87.0,7293.0,2182.0,148.0,91.0,1
0,49.0,19.0,90.0,8891.0,2849.0,242.0,148.0,1
1,43.0,20.0,96.0,7772.0,2200.0,187.0,101.0,1
1,57.0,37.0,84.0,9483.0,2544.0,217.0,104.0,1
0,101.0,23.0,101.0,16102.0,3754.0,407.0,181.0,1
1,70.0,8.0,94.0,13684.0,3119.0,256.0,104.0,1
1,56.0,24.0,115.0,13980.0,3327.0,206.0,119.0,1
0,60.0,80.0,87.0,15623.0,4135.0,409.0,200.0,1
1,65.0,6.0,74.0,12043.0,2303.0,198.0,103.0,1
0,52.0,16.0,71.0,7831.0,1745.0,234.0,96.0,1
1,89.0,82.0,82.0,24807.0,4759.0,401.0,157.0,1
0,49.0,35.0,88.0,9144.0,2496.0,310.0,139.0,1
1,67.0,64.0,86.0,15235.0,3857.0,327.0,141.0,1
0,53.0,67.0,97.0,13884.0,4318.0,336.0,200.0,1
0,113.0,58.0,117.0,22849.0,5096.0,531.0,228.0,1
0,46.0,1.0,102.0,9173.0,2994.0,200.0,111.0,1
0,63.0,25.0,80.0,11006.0,2610.0,264.0,120.0,1
1,35.0,54.0,93.0,10424.0,3483.0,225.0,139.0,1
0,48.0,77.0,100.0,14036.0,3723.0,351.0,206.0,1
1,68.0,10.0,103.0,13706.0,3200.0,224.0,116.0,1
0,68.0,44.0,112.0,14638.0,4067.0,331.0,186.0,1
1,95.0,45.0,95.0,19838.0,4821.0,323.0,138.0,1
0,38.0,22.0,83.0,7315.0,2296.0,185.0,95.0,1
1,75.0,67.0,96.0,17685.0,4364.0,313.0,113.0,1
1,70.0,37.0,77.0,14970.0,2939.0,243.0,102.0,1
0,44.0,33.0,78.0,9148.0,2815.0,232.0,94.0,1
1,88.0,24.0,84.0,17018.0,3424.0,290.0,122.0,1
1,71.0,33.0,93.0,15191.0,3251.0,256.0,124.0,1
0,62.0,58.0,98.0,15985.0,3964.0,337.0,195.0,1
1,62.0,6.0,106.0,9551.0,2901.0,222.0,132.0,1
0,66.0,23.0,72.0,7775.0,2328.0,228.0,117.0,1
1,49.0,45.0,93.0,10207.0,3176.0,229.0,111.0,1
0,46.0,36.0,95.0,10382.0,2955.0,295.0,164.0,1
0,59.0,3.0,86.0,10810.0,2385.0,239.0,85.0,1
0,76.0,65.0,98.0,17075.0,4318.0,357.0,198.0,1
1,83.0,18.0,92.0,15155.0,3056.0,241.0,101.0,1
1,73.0,26.0,79.0,13785.0,2812.0,203.0,99.0,1
0,41.0,43.0,96.0,8430.0,2821.0,280.0,163.0,1
1,45.0,51.0,83.0,10142.0,3029.0,236.0,100.0,1
0,51.0,76.0,87.0,16472.0,4271.0,330.0,201.0,1
1,36.0,3.0,75.0,6383.0,2080.0,114.0,45.0,1
0,81.0,40.0,96.0,16323.0,4388.0,363.0,166.0,1
0,45.0,2.0,68.0,7681.0,1959.0,179.0,100.0,1
1,50.0,21.0,105.0,9165.0,2893.0,201.0,116.0,1
0,99.0,43.0,115.0,19277.0,4392.0,470.0,231.0,1
0,75.0,2.0,85.0,10102.0,2720.0,263.0,123.0,1
0,59.0,58.0,74.0,13891.0,3779.0,309.0,136.0,1
1,65.0,84.0,106.0,17533.0,4297.0,351.0,178.0,1
1,54.0,19.0,79.0,9729.0,2427.0,192.0,93.0,1
0,81.0,68.0,82.0,13291.0,2996.0,419.0,228.0,1
0,50.0,31.0,97.0,10509.0,3072.0,236.0,130.0,1
1,62.0,38.0,78.0,11619.0,2826.0,254.0,126.0,1
0,17.0,39.0,86.0,7055.0,2672.0,158.0,106.0,1
0,47.0,28.0,90.0,8373.0,2437.0,239.0,133.0,1
1,32.0,11.0,104.0,6287.0,2604.0,146.0,90.0,1
1,40.0,42.0,104.0,9305.0,3379.0,219.0,124.0,1
1,83.0,37.0,90.0,15492.0,3278.0,293.0,143.0,1
1,91.0,18.0,93.0,13894.0,3588.0,311.0,116.0,1
0,59.0,5.0,85.0,10284.0,2929.0,220.0,103.0,1
0,47.0,29.0,77.0,9461.0,2302.0,195.0,91.0,1
1,70.0,32.0,92.0,11761.0,2669.0,263.0,124.0,1
1,55.0,40.0,91.0,13088.0,3172.0,234.0,124.0,1
1,81.0,47.0,86.0,16035.0,3102.0,319.0,146.0,1
0,60.0,9.0,116.0,11532.0,3356.0,265.0,154.0,1
1,44.0,50.0,115.0,11450.0,4021.0,245.0,148.0,1
1,73.0,17.0,103.0,13909.0,3685.0,241.0,131.0,1
0,78.0,4.0,78.0,14554.0,2816.0,293.0,116.0,1
1,55.0,29.0,79.0,11507.0,3135.0,196.0,102.0,1
0,17.0,17.0,111.0,5030.0,3109.0,150.0,129.0,1
0,96.0,7.0,98.0,20153.0,3623.0,343.0,145.0,1
1,77.0,37.0,78.0,13140.0,2895.0,253.0,124.0,1
0,85.0,74.0,118.0,19993.0,4540.0,461.0,206.0,1
0,49.0,58.0,93.0,15537.0,3526.0,295.0,148.0,1
1,87.0,39.0,73.0,15552.0,3337.0,270.0,112.0,1
1,54.0,9.0,67.0,7410.0,2007.0,188.0,56.0,1
1,60.0,27.0,88.0,11893.0,3185.0,209.0,98.0,1
0,63.0,41.0,92.0,12619.0,3175.0,368.0,170.0,1
0,44.0,61.0,65.0,10280.0,2873.0,274.0,140.0,1
1,77.0,60.0,79.0,22956.0,5159.0,300.0,125.0,1
1,63.0,5.0,96.0,12034.0,3051.0,203.0,111.0,1
0,59.0,44.0,75.0,12294.0,3264.0,317.0,138.0,1
0,63.0,75.0,97.0,19817.0,4244.0,448.0,219.0,1
1,80.0,20.0,82.0,12591.0,2945.0,285.0,107.0,1
0,87.0,47.0,76.0,15604.0,3362.0,382.0,154.0,1
0,80.0,26.0,105.0,16092.0,3884.0,362.0,164.0,1
1,52.0,17.0,100.0,8822.0,3220.0,214.0,126.0,1
0,44.0,52.0,78.0,9086.0,2910.0,223.0,151.0,1
1,76.0,38.0,118.0,17391.0,4297.0,270.0,145.0,1
0,65.0,21.0,80.0,10129.0,2049.0,269.0,105.0,1
0,64.0,78.0,100.0,16766.0,4694.0,380.0,219.0,1
0,72.0,27.0,86.0,14391.0,3178.0,286.0,136.0,1
1,88.0,18.0,84.0,17129.0,3516.0,306.0,117.0,1
1,63.0,53.0,81.0,13051.0,3572.0,258.0,142.0,1
1,72.0,2.0,88.0,12748.0,2372.0,243.0,99.0,1
1,76.0,21.0,97.0,13509.0,3213.0,259.0,101.0,1
0,41.0,61.0,79.0,10235.0,3084.0,291.0,164.0,1
0,29.0,23.0,96.0,6715.0,2388.0,172.0,109.0,1
0,82.0,28.0,108.0,13932.0,3115.0,372.0,199.0,1
0,78.0,4.0,89.0,11182.0,2833.0,311.0,146.0,1
1,49.0,84.0,82.0,14201.0,3652.0,287.0,138.0,1
0,112.0,95.0,80.0,23126.0,5828.0,508.0,248.0,1
0,52.0,15.0,108.0,9816.0,2954.0,244.0,108.0,1
1,71.0,26.0,100.0,13292.0,2525.0,271.0,96.0,1
1,75.0,93.0,84.0,21611.0,4131.0,330.0,166.0,1
0,74.0,28.0,90.0,12381.0,3040.0,294.0,167.0,1
0,73.0,10.0,104.0,13746.0,3159.0,268.0,124.0,1
0,79.0,45.0,74.0,15258.0,3582.0,362.0,137.0,1
0,62.0,58.0,69.0,16988.0,3635.0,359.0,170.0,1
1,56.0,75.0,82.0,17075.0,4734.0,310.0,150.0,1
1,84.0,52.0,122.0,17938.0,3909.0,358.0,177.0,1
0,51.0,37.0,82.0,8815.0,3438.0,274.0,137.0,1
0,57.0,53.0,88.0,11917.0,3820.0,305.0,176.0,1
1,49.0,61.0,85.0,10418.0,3292.0,260.0,144.0,1
1,90.0,59.0,76.0,15891.0,3254.0,349.0,134.0,1
1,50.0,39.0,75.0,12311.0,2742.0,232.0,94.0,1
1,57.0,4.0,95.0,10855.0,2790.0,207.0,99.0,1
0,45.0,18.0,91.0,9182.0,2841.0,207.0,102.0,1
0,88.0,18.0,89.0,15995.0,3379.0,369.0,147.0,1
0,70.0,41.0,83.0,12059.0,3836.0,347.0,188.0,1
0,88.0,47.0,112.0,23219.0,5071.0,423.0,191.0,1
1,41.0,6.0,70.0,5950.0,1633.0,119.0,77.0,1
0,75.0,18.0,89.0,12971.0,3340.0,363.0,143.0,1
0,95.0,45.0,67.0,20343.0,3516.0,410.0,147.0,1
0,47.0,57.0,87.0,12673.0,3374.0,274.0,164.0,1
0,45.0,47.0,97.0,11445.0,3467.0,283.0,157.0,1
0,71.0,66.0,55.0,16328.0,3610.0,405.0,139.0,1
1,81.0,35.0,78.0,15776.0,3971.0,250.0,106.0,1
1,69.0,51.0,91.0,14540.0,3837.0,256.0,120.0,1
1,23.0,48.0,94.0,7762.0,3062.0,186.0,111.0,1
0,61.0,21.0,89.0,11320.0,2941.0,278.0,130.0,1
1,110.0,43.0,98.0,23704.0,4486.0,360.0,156.0,1
1,58.0,16.0,89.0,10561.0,3066.0,208.0,113.0,1
0,57.0,91.0,85.0,18072.0,3914.0,425.0,233.0,1
0,80.0,30.0,101.0,17119.0,3660.0,369.0,164.0,1
1,41.0,0.0,83.0,8487.0,2218.0,157.0,72.0,1
1,54.0,7.0,91.0,8639.0,2702.0,203.0,85.0,1
1,72.0,45.0,113.0,16371.0,4336.0,276.0,158.0,1
0,37.0,56.0,96.0,10193.0,3538.0,273.0,176.0,1
0,42.0,23.0,68.0,8362.0,2266.0,202.0,80.0,1
1,72.0,56.0,82.0,15581.0,3722.0,263.0,131.0,1
0,9.0,55.0,81.0,6683.0,2855.0,212.0,129.0,1
0,73.0,31.0,85.0,14031.0,3515.0,294.0,118.0,1
1,107.0,4.0,84.0,17192.0,3078.0,310.0,117.0,1
1,48.0,12.0,89.0,7541.0,2466.0,143.0,96.0,1
0,54.0,31.0,98.0,12382.0,3291.0,255.0,115.0,1
1,40.0,43.0,71.0,9443.0,2403.0,213.0,100.0,1
0,79.0,23.0,65.0,14571.0,2902.0,281.0,115.0,1
0,56.0,24.0,95.0,9751.0,3028.0,215.0,131.0,1
0,70.0,62.0,95.0,17986.0,4360.0,390.0,206.0,1
0,52.0,24.0,90.0,10445.0,3305.0,264.0,145.0,1
1,54.0,19.0,98.0,11574.0,2890.0,197.0,92.0,1
0,64.0,37.0,105.0,13867.0,3646.0,333.0,194.0,1
0,85.0,51.0,99.0,15345.0,4275.0,809.0,198.0,2
0,67.0,41.0,88.0,15279.0,3232.0,679.0,147.0,2
0,15.0,41.0,73.0,4836.0,1721.0,307.0,109.0,2
1,89.0,68.0,97.0,17388.0,3645.0,761.0,146.0,2
1,84.0,58.0,87.0,17614.0,3833.0,637.0,149.0,2
1,98.0,52.0,81.0,18355.0,4530.0,537.0,101.0,2
0,69.0,69.0,96.0,16539.0,3773.0,619.0,164.0,2
1,89.0,6.0,77.0,15913.0,3180.0,579.0,116.0,2
1,86.0,40.0,52.0,14085.0,2692.0,574.0,105.0,2
