Y,red,green,blue,ir_3,vis_3,E
0,56.0,11.0,100.0,475.0,118.0,0
1,51.0,70.0,94.0,724.0,219.0,0
0,82.0,9.0,83.0,550.0,109.0,0
1,83.0,59.0,87.0,958.0,215.0,0
0,31.0,48.0,85.0,441.0,149.0,0
1,85.0,70.0,80.0,720.0,163.0,0
1,74.0,48.0,82.0,590.0,143.0,0
0,33.0,4.0,95.0,337.0,136.0,0
1,59.0,46.0,102.0,699.0,157.0,0
1,66.0,52.0,80.0,582.0,109.0,0
0,44.0,34.0,99.0,441.0,136.0,0
1,95.0,49.0,102.0,867.0,210.0,0
0,27.0,60.0,91.0,466.0,160.0,0
1,76.0,17.0,86.0,583.0,136.0,0
0,41.0,15.0,80.0,377.0,103.0,0
0,57.0,1.0,79.0,430.0,105.0,0
0,30.0,56.0,85.0,436.0,169.0,0
1,71.0,62.0,72.0,712.0,124.0,0
0,76.0,5.0,80.0,658.0,123.0,0
0,74.0,7.0,107.0,628.0,143.0,0
1,84.0,61.0,93.0,839.0,169.0,0
1,95.0,57.0,69.0,793.0,165.0,0
1,83.0,58.0,83.0,687.0,149.0,0
1,75.0,29.0,97.0,694.0,167.0,0
0,66.0,33.0,108.0,628.0,154.0,0
1,71.0,49.0,87.0,686.0,159.0,0
1,89.0,16.0,97.0,659.0,159.0,0
1,87.0,45.0,101.0,791.0,201.0,0
1,71.0,31.0,68.0,563.0,103.0,0
0,33.0,63.0,101.0,531.0,171.0,0
1,74.0,53.0,89.0,713.0,174.0,0
0,63.0,4.0,83.0,531.0,101.0,0
1,75.0,31.0,93.0,680.0,158.0,0
0,48.0,36.0,72.0,521.0,128.0,0
1,75.0,23.0,78.0,608.0,120.0,0
1,89.0,18.0,91.0,732.0,150.0,0
1,73.0,12.0,93.0,624.0,122.0,0
0,47.0,19.0,81.0,458.0,115.0,0
0,66.0,0.0,98.0,514.0,124.0,0
1,87.0,18.0,99.0,663.0,159.0,0
1,68.0,51.0,85.0,714.0,138.0,0
0,55.0,43.0,93.0,657.0,148.0,0
1,67.0,105.0,114.0,963.0,194.0,0
0,45.0,22.0,83.0,363.0,116.0,0
1,73.0,30.0,94.0,642.0,152.0,0
1,86.0,59.0,84.0,849.0,180.0,0
1,63.0,53.0,107.0,712.0,162.0,0
0,57.0,20.0,89.0,483.0,113.0,0
1,97.0,23.0,103.0,854.0,197.0,0
1,76.0,23.0,79.0,560.0,133.0,0
0,54.0,12.0,83.0,419.0,104.0,0
0,52.0,40.0,83.0,453.0,99.0,0
1,69.0,86.0,92.0,703.0,205.0,0
0,51.0,38.0,90.0,511.0,133.0,0
0,68.0,9.0,98.0,574.0,143.0,0
1,66.0,48.0,72.0,636.0,147.0,0
1,57.0,38.0,107.0,619.0,161.0,0
0,51.0,27.0,83.0,449.0,116.0,0
1,91.0,45.0,91.0,917.0,190.0,0
1,56.0,69.0,91.0,817.0,205.0,0
0,47.0,63.0,90.0,618.0,155.0,0
1,111.0,19.0,110.0,741.0,160.0,0
1,66.0,19.0,93.0,537.0,122.0,0
1,68.0,45.0,87.0,653.0,171.0,0
1,69.0,46.0,88.0,683.0,185.0,0
0,41.0,13.0,81.0,367.0,126.0,0
1,86.0,71.0,115.0,940.0,220.0,0
1,72.0,48.0,98.0,682.0,194.0,0
0,31.0,28.0,83.0,368.0,101.0,0
1,77.0,70.0,83.0,719.0,176.0,0
0,68.0,8.0,97.0,491.0,105.0,0
0,37.0,35.0,90.0,383.0,103.0,0
1,45.0,99.0,69.0,677.0,193.0,0
1,104.0,6.0,90.0,709.0,147.0,0
0,56.0,26.0,86.0,451.0,132.0,0
1,69.0,96.0,98.0,929.0,281.0,0
0,36.0,22.0,97.0,394.0,141.0,0
0,67.0,46.0,73.0,758.0,156.0,0
1,82.0,52.0,103.0,729.0,180.0,0
0,62.0,2.0,71.0,406.0,87.0,0
0,57.0,2.0,95.0,465.0,125.0,0
0,61.0,24.0,72.0,596.0,131.0,0
1,69.0,64.0,96.0,853.0,197.0,0
1,71.0,83.0,86.0,757.0,182.0,0
1,93.0,71.0,80.0,853.0,151.0,0
1,79.0,73.0,100.0,955.0,220.0,0
1,68.0,31.0,115.0,679.0,170.0,0
1,70.0,82.0,93.0,853.0,207.0,0
1,73.0,25.0,89.0,599.0,134.0,0
1,65.0,54.0,90.0,646.0,146.0,0
1,71.0,34.0,71.0,625.0,129.0,0
1,76.0,39.0,71.0,515.0,113.0,0
1,85.0,20.0,82.0,612.0,129.0,0
0,67.0,5.0,76.0,471.0,128.0,0
0,61.0,3.0,87.0,554.0,121.0,0
1,64.0,75.0,80.0,730.0,149.0,0
0,58.0,11.0,92.0,461.0,106.0,0
1,75.0,26.0,91.0,625.0,158.0,0
0,55.0,36.0,70.0,467.0,119.0,0
1,94.0,3.0,98.0,606.0,137.0,0
1,69.0,11.0,57.0,398.0,92.0,0
1,54.0,82.0,102.0,773.0,190.0,0
1,63.0,48.0,93.0,781.0,173.0,0
0,52.0,58.0,106.0,571.0,178.0,0
1,72.0,49.0,80.0,723.0,148.0,0
0,63.0,23.0,80.0,681.0,139.0,0
0,50.0,25.0,74.0,523.0,115.0,0
1,63.0,33.0,85.0,599.0,153.0,0
1,76.0,102.0,92.0,985.0,242.0,0
0,39.0,35.0,72.0,455.0,113.0,0
0,51.0,25.0,81.0,517.0,132.0,0
1,48.0,61.0,89.0,594.0,149.0,0
1,68.0,16.0,96.0,572.0,140.0,0
0,40.0,45.0,90.0,585.0,173.0,0
1,70.0,56.0,90.0,817.0,182.0,0
0,38.0,34.0,87.0,443.0,127.0,0
1,83.0,50.0,73.0,632.0,162.0,0
0,32.0,60.0,94.0,549.0,169.0,0
1,106.0,20.0,91.0,752.0,142.0,0
1,73.0,59.0,81.0,783.0,167.0,0
0,38.0,41.0,102.0,550.0,161.0,0
1,72.0,41.0,81.0,619.0,122.0,0
1,85.0,28.0,106.0,641.0,153.0,0
1,65.0,72.0,109.0,725.0,191.0,0
0,37.0,28.0,90.0,376.0,104.0,0
0,56.0,12.0,96.0,420.0,105.0,0
0,51.0,20.0,100.0,473.0,154.0,0
1,96.0,46.0,85.0,832.0,184.0,0
0,49.0,36.0,82.0,536.0,126.0,0
1,61.0,49.0,66.0,578.0,127.0,0
1,88.0,24.0,81.0,706.0,126.0,0
0,71.0,37.0,97.0,578.0,150.0,0
1,55.0,52.0,114.0,687.0,193.0,0
0,60.0,18.0,96.0,478.0,111.0,0
1,100.0,29.0,69.0,677.0,143.0,0
1,86.0,55.0,100.0,790.0,188.0,0
0,37.0,54.0,82.0,458.0,135.0,0
1,75.0,38.0,80.0,655.0,159.0,0
0,37.0,63.0,80.0,502.0,129.0,0
0,56.0,11.0,92.0,492.0,128.0,0
1,98.0,43.0,75.0,841.0,186.0,0
1,77.0,8.0,67.0,589.0,108.0,0
1,88.0,49.0,85.0,811.0,196.0,0
1,58.0,45.0,96.0,606.0,164.0,0
0,75.0,29.0,79.0,610.0,138.0,0
1,60.0,39.0,110.0,542.0,146.0,0
1,67.0,31.0,94.0,595.0,143.0,0
0,50.0,12.0,71.0,350.0,84.0,0
0,24.0,38.0,85.0,355.0,131.0,0
0,58.0,14.0,96.0,473.0,125.0,0
0,76.0,18.0,76.0,515.0,115.0,0
0,60.0,9.0,116.0,642.0,151.0,1
1,57.0,91.0,85.0,1748.0,102.0,1
0,46.0,36.0,95.0,498.0,143.0,1
0,65.0,21.0,80.0,516.0,115.0,1
0,17.0,39.0,86.0,339.0,117.0,1
1,101.0,23.0,101.0,1678.0,66.0,1
1,81.0,68.0,82.0,1728.0,84.0,1
0,78.0,4.0,89.0,567.0,120.0,1
1,73.0,10.0,104.0,1702.0,80.0,1
0,26.0,57.0,87.0,447.0,132.0,1
0,59.0,5.0,85.0,413.0,93.0,1
1,59.0,58.0,74.0,1704.0,72.0,1
0,46.0,1.0,102.0,410.0,135.0,1
1,79.0,45.0,74.0,1725.0,82.0,1
1,70.0,62.0,95.0,1799.0,93.0,1
1,93.0,73.0,91.0,1782.0,101.0,1
1,55.0,99.0,102.0,1760.0,104.0,1
0,51.0,37.0,82.0,600.0,160.0,1
0,76.0,28.0,88.0,754.0,164.0,1
1,119.0,68.0,104.0,1854.0,99.0,1
0,54.0,31.0,98.0,578.0,146.0,1
0,45.0,47.0,97.0,578.0,186.0,1
0,45.0,2.0,68.0,371.0,99.0,1
0,44.0,61.0,65.0,590.0,148.0,1
1,68.0,33.0,85.0,1672.0,75.0,1
1,63.0,41.0,92.0,1661.0,72.0,1
1,62.0,58.0,98.0,1717.0,77.0,1
0,50.0,31.0,97.0,547.0,154.0,1
1,85.0,74.0,118.0,1755.0,102.0,1
1,63.0,48.0,112.0,1727.0,92.0,1
0,32.0,54.0,92.0,389.0,136.0,1
1,113.0,58.0,117.0,1858.0,109.0,1
0,47.0,28.0,90.0,538.0,139.0,1
0,75.0,2.0,85.0,622.0,143.0,1
1,82.0,28.0,108.0,1734.0,88.0,1
0,63.0,25.0,80.0,488.0,114.0,1
1,51.0,76.0,87.0,1699.0,71.0,1
1,61.0,21.0,89.0,1615.0,63.0,1
0,48.0,20.0,77.0,457.0,121.0,1
1,63.0,75.0,97.0,1718.0,95.0,1
0,49.0,58.0,93.0,542.0,149.0,1
0,44.0,33.0,78.0,475.0,113.0,1
1,48.0,77.0,100.0,1714.0,83.0,1
0,44.0,52.0,78.0,514.0,129.0,1
1,96.0,7.0,98.0,1737.0,69.0,1
0,70.0,26.0,82.0,543.0,119.0,1
1,76.0,65.0,98.0,1725.0,98.0,1
1,87.0,47.0,76.0,1699.0,68.0,1
1,95.0,45.0,67.0,1796.0,90.0,1
0,41.0,61.0,79.0,564.0,162.0,1
1,88.0,47.0,112.0,1759.0,95.0,1
0,38.0,22.0,83.0,359.0,95.0,1
1,80.0,30.0,101.0,1778.0,94.0,1
0,72.0,27.0,86.0,681.0,147.0,1
1,88.0,18.0,89.0,1713.0,66.0,1
1,72.0,22.0,79.0,1679.0,68.0,1
0,30.0,49.0,78.0,390.0,103.0,1
1,71.0,66.0,55.0,1726.0,75.0,1
1,75.0,18.0,89.0,1688.0,65.0,1
1,62.0,58.0,69.0,1685.0,75.0,1
1,73.0,64.0,97.0,1763.0,112.0,1
1,81.0,40.0,96.0,1678.0,77.0,1
0,47.0,29.0,77.0,401.0,102.0,1
0,45.0,18.0,91.0,434.0,116.0,1
0,17.0,17.0,111.0,285.0,114.0,1
1,78.0,26.0,98.0,1714.0,77.0,1
1,82.0,7.0,108.0,1681.0,74.0,1
0,31.0,17.0,85.0,347.0,109.0,1
1,35.0,76.0,102.0,1667.0,102.0,1
1,81.0,45.0,104.0,1723.0,84.0,1
0,78.0,4.0,78.0,587.0,121.0,1
1,79.0,23.0,65.0,1670.0,52.0,1
0,57.0,53.0,88.0,625.0,171.0,1
0,60.0,80.0,87.0,716.0,157.0,1
0,73.0,31.0,85.0,626.0,141.0,1
0,46.0,53.0,68.0,605.0,139.0,1
1,69.0,62.0,81.0,1729.0,81.0,1
0,59.0,3.0,86.0,528.0,120.0,1
1,83.0,63.0,91.0,1747.0,79.0,1
1,75.0,36.0,98.0,1702.0,97.0,1
0,29.0,23.0,96.0,361.0,110.0,1
0,59.0,44.0,75.0,623.0,135.0,1
0,63.0,6.0,117.0,482.0,131.0,1
0,52.0,15.0,108.0,460.0,100.0,1
1,47.0,40.0,90.0,1617.0,72.0,1
0,41.0,43.0,96.0,523.0,163.0,1
0,49.0,19.0,90.0,499.0,119.0,1
0,9.0,55.0,81.0,389.0,119.0,1
1,47.0,57.0,87.0,1696.0,79.0,1
0,74.0,28.0,90.0,632.0,151.0,1
1,68.0,44.0,112.0,1653.0,73.0,1
1,112.0,95.0,80.0,1945.0,113.0,1
0,52.0,24.0,90.0,542.0,130.0,1
1,59.0,46.0,92.0,1640.0,75.0,1
1,80.0,26.0,105.0,1723.0,83.0,1
1,75.0,77.0,96.0,1738.0,78.0,1
0,49.0,35.0,88.0,570.0,143.0,1
1,53.0,67.0,97.0,1696.0,80.0,1
0,52.0,16.0,71.0,474.0,97.0,1
0,42.0,23.0,68.0,415.0,95.0,1
1,66.0,23.0,72.0,1618.0,48.0,1
1,99.0,43.0,115.0,1811.0,82.0,1
0,64.0,37.0,105.0,663.0,183.0,1
0,37.0,56.0,96.0,448.0,138.0,1
0,72.0,7.0,75.0,487.0,93.0,1
1,64.0,78.0,100.0,1775.0,102.0,1
0,56.0,24.0,95.0,516.0,143.0,1
1,70.0,41.0,83.0,1708.0,75.0,1
1,87.0,39.0,73.0,1706.0,66.0,1
1,83.0,37.0,90.0,1728.0,77.0,1
1,49.0,84.0,82.0,1698.0,88.0,1
0,49.0,45.0,93.0,545.0,149.0,1
1,70.0,32.0,92.0,1666.0,60.0,1
0,71.0,33.0,93.0,651.0,167.0,1
0,43.0,20.0,96.0,456.0,136.0,1
1,88.0,96.0,96.0,1841.0,96.0,1
1,72.0,56.0,82.0,1732.0,86.0,1
0,56.0,24.0,115.0,481.0,151.0,1
1,88.0,24.0,84.0,1726.0,78.0,1
0,35.0,54.0,93.0,544.0,168.0,1
1,62.0,38.0,78.0,1637.0,51.0,1
1,107.0,4.0,84.0,1745.0,81.0,1
0,34.0,38.0,94.0,482.0,157.0,1
0,55.0,29.0,79.0,474.0,111.0,1
1,105.0,56.0,104.0,1783.0,102.0,1
0,51.0,53.0,73.0,548.0,137.0,1
0,70.0,8.0,94.0,521.0,130.0,1
1,75.0,67.0,96.0,1721.0,72.0,1
0,22.0,6.0,99.0,317.0,126.0,1
0,23.0,48.0,94.0,422.0,132.0,1
0,54.0,7.0,91.0,459.0,128.0,1
1,84.0,52.0,122.0,1727.0,108.0,1
1,96.0,29.0,108.0,1711.0,74.0,1
1,88.0,18.0,84.0,1668.0,66.0,1
1,90.0,59.0,76.0,1778.0,83.0,1
1,59.0,97.0,78.0,1717.0,106.0,1
1,95.0,45.0,95.0,1738.0,77.0,1
0,54.0,36.0,96.0,585.0,145.0,1
1,76.0,38.0,118.0,1733.0,97.0,1
0,62.0,6.0,106.0,528.0,133.0,1
0,65.0,6.0,74.0,466.0,103.0,1
0,50.0,21.0,105.0,459.0,145.0,1
0,32.0,11.0,104.0,333.0,124.0,1
0,27.0,31.0,87.0,342.0,94.0,1
1,91.0,18.0,93.0,1709.0,81.0,1
0,40.0,42.0,104.0,522.0,176.0,1
0,55.0,40.0,91.0,596.0,152.0,1
0,63.0,5.0,96.0,505.0,116.0,1
0,26.0,55.0,85.0,319.0,129.0,1
0,41.0,0.0,83.0,370.0,95.0,1
1,96.0,66.0,81.0,1729.0,78.0,1
1,72.0,45.0,113.0,1720.0,99.0,1
1,79.0,74.0,86.0,1800.0,83.0,1
1,73.0,17.0,103.0,1679.0,83.0,1
0,52.0,17.0,100.0,503.0,126.0,1
0,54.0,9.0,67.0,444.0,88.0,1
0,60.0,27.0,88.0,554.0,147.0,1
1,110.0,43.0,98.0,1785.0,79.0,1
1,62.0,7.0,103.0,1672.0,65.0,1
0,54.0,19.0,79.0,523.0,121.0,1
1,81.0,35.0,78.0,1657.0,71.0,1
1,45.0,51.0,83.0,1649.0,71.0,1
1,70.0,37.0,77.0,1661.0,66.0,1
1,77.0,37.0,78.0,1772.0,83.0,1
1,62.0,31.0,84.0,1638.0,60.0,1
1,73.0,8.0,101.0,1652.0,78.0,1
1,81.0,47.0,86.0,1739.0,79.0,1
0,50.0,39.0,75.0,448.0,135.0,1
1,80.0,20.0,82.0,1695.0,67.0,1
1,67.0,64.0,86.0,1706.0,84.0,1
0,67.0,19.0,71.0,535.0,117.0,1
1,56.0,75.0,82.0,1699.0,81.0,1
1,89.0,82.0,82.0,1826.0,89.0,1
0,57.0,37.0,84.0,537.0,135.0,1
0,42.0,50.0,91.0,476.0,107.0,1
0,49.0,61.0,85.0,548.0,161.0,1
1,71.0,26.0,100.0,1675.0,67.0,1
1,63.0,22.0,87.0,1638.0,61.0,1
1,72.0,2.0,88.0,1680.0,59.0,1
0,54.0,19.0,98.0,476.0,151.0,1
1,63.0,53.0,81.0,1707.0,86.0,1
1,75.0,93.0,84.0,1776.0,100.0,1
0,48.0,51.0,94.0,618.0,167.0,1
0,57.0,4.0,95.0,491.0,107.0,1
1,77.0,60.0,79.0,1716.0,77.0,1
1,76.0,21.0,97.0,1669.0,90.0,1
1,64.0,18.0,85.0,1636.0,55.0,1
1,83.0,18.0,92.0,1723.0,77.0,1
0,40.0,43.0,71.0,470.0,146.0,1
1,68.0,10.0,103.0,1665.0,77.0,1
0,36.0,3.0,75.0,322.0,100.0,1
1,73.0,26.0,79.0,1654.0,64.0,1
1,69.0,51.0,91.0,1691.0,83.0,1
0,58.0,16.0,89.0,514.0,118.0,1
1,65.0,84.0,106.0,1763.0,102.0,1
1,59.0,46.0,114.0,1680.0,81.0,1
0,41.0,6.0,70.0,336.0,72.0,1
0,65.0,26.0,69.0,641.0,130.0,1
0,44.0,50.0,115.0,581.0,170.0,1
0,48.0,12.0,89.0,379.0,104.0,1
1,38.0,98.0,74.0,1070.0,169.0,2
1,102.0,27.0,81.0,1046.0,126.0,2
0,63.0,50.0,87.0,712.0,170.0,2
0,50.0,17.0,84.0,444.0,106.0,2
0,66.0,28.0,92.0,597.0,131.0,2
0,53.0,62.0,91.0,741.0,193.0,2
1,86.0,21.0,100.0,1025.0,129.0,2
0,29.0,35.0,107.0,367.0,120.0,2
1,39.0,70.0,91.0,949.0,131.0,2
1,79.0,30.0,88.0,1050.0,131.0,2
0,31.0,26.0,72.0,333.0,87.0,2
1,79.0,9.0,105.0,951.0,136.0,2
0,17.0,64.0,88.0,470.0,159.0,2
0,70.0,9.0,92.0,591.0,148.0,2
1,82.0,48.0,80.0,998.0,133.0,2
1,89.0,41.0,88.0,1023.0,148.0,2
1,108.0,66.0,89.0,1183.0,142.0,2
0,64.0,22.0,75.0,529.0,134.0,2
1,56.0,34.0,107.0,989.0,135.0,2
1,86.0,70.0,78.0,1222.0,177.0,2
1,59.0,55.0,104.0,919.0,150.0,2
1,71.0,53.0,71.0,1061.0,154.0,2
0,23.0,4.0,119.0,318.0,138.0,2
0,81.0,2.0,75.0,564.0,120.0,2
0,60.0,26.0,87.0,482.0,121.0,2
1,67.0,42.0,72.0,946.0,114.0,2
1,79.0,55.0,65.0,1048.0,136.0,2
1,59.0,54.0,97.0,1011.0,170.0,2
1,91.0,104.0,69.0,1459.0,209.0,2
1,72.0,88.0,65.0,1254.0,157.0,2
1,76.0,41.0,73.0,1006.0,125.0,2
1,79.0,102.0,83.0,1379.0,217.0,2
1,56.0,38.0,88.0,971.0,118.0,2
0,23.0,28.0,65.0,282.0,79.0,2
1,57.0,79.0,89.0,1130.0,173.0,2
0,54.0,18.0,95.0,420.0,122.0,2
1,92.0,31.0,95.0,1087.0,145.0,2
0,51.0,36.0,100.0,538.0,150.0,2
0,50.0,13.0,73.0,385.0,94.0,2
1,91.0,54.0,105.0,1161.0,192.0,2
1,79.0,43.0,100.0,1124.0,159.0,2
1,60.0,14.0,95.0,934.0,130.0,2
1,92.0,59.0,103.0,1375.0,231.0,2
1,75.0,15.0,91.0,1001.0,133.0,2
0,35.0,55.0,80.0,431.0,157.0,2
0,55.0,22.0,91.0,537.0,130.0,2
1,84.0,56.0,90.0,1313.0,173.0,2
0,71.0,12.0,83.0,611.0,144.0,2
1,70.0,3.0,95.0,900.0,99.0,2
1,81.0,16.0,97.0,1057.0,130.0,2
1,71.0,89.0,96.0,1322.0,235.0,2
0,52.0,23.0,93.0,487.0,130.0,2
1,58.0,63.0,80.0,1042.0,160.0,2
0,56.0,29.0,95.0,516.0,133.0,2
0,47.0,35.0,84.0,510.0,127.0,2
0,51.0,17.0,86.0,415.0,115.0,2
0,73.0,14.0,83.0,623.0,107.0,2
1,85.0,0.0,107.0,1025.0,138.0,2
0,47.0,35.0,99.0,530.0,131.0,2
1,79.0,4.0,94.0,996.0,107.0,2
1,83.0,54.0,83.0,1061.0,147.0,2
1,66.0,50.0,95.0,986.0,120.0,2
0,58.0,13.0,77.0,442.0,94.0,2
0,47.0,40.0,90.0,555.0,155.0,2
1,46.0,87.0,95.0,1112.0,185.0,2
1,55.0,55.0,108.0,1037.0,158.0,2
1,35.0,80.0,124.0,1041.0,199.0,2
0,47.0,26.0,100.0,429.0,128.0,2
1,92.0,66.0,89.0,1227.0,191.0,2
1,70.0,69.0,96.0,1210.0,175.0,2
0,28.0,14.0,97.0,289.0,105.0,2
0,52.0,2.0,86.0,458.0,115.0,2
1,76.0,33.0,92.0,1000.0,117.0,2
1,94.0,31.0,94.0,1016.0,146.0,2
0,59.0,27.0,75.0,456.0,125.0,2
0,75.0,4.0,95.0,530.0,124.0,2
1,82.0,19.0,92.0,1044.0,148.0,2
0,27.0,29.0,84.0,331.0,110.0,2
1,83.0,39.0,87.0,997.0,161.0,2
1,63.0,56.0,87.0,973.0,151.0,2
1,52.0,51.0,108.0,986.0,195.0,2
0,69.0,11.0,84.0,601.0,117.0,2
1,34.0,102.0,96.0,1110.0,217.0,2
0,45.0,81.0,82.0,615.0,149.0,2
0,66.0,37.0,76.0,596.0,118.0,2
1,68.0,50.0,80.0,993.0,134.0,2
0,49.0,37.0,103.0,487.0,162.0,2
0,77.0,19.0,84.0,482.0,135.0,2
1,78.0,31.0,92.0,1016.0,149.0,2
1,57.0,38.0,111.0,944.0,136.0,2
1,69.0,89.0,104.0,1165.0,182.0,2
1,105.0,18.0,89.0,1034.0,112.0,2
0,53.0,38.0,79.0,530.0,140.0,2
1,70.0,42.0,84.0,921.0,153.0,2
0,55.0,71.0,91.0,796.0,187.0,2
1,93.0,51.0,99.0,1197.0,166.0,2
1,62.0,34.0,105.0,997.0,192.0,2
1,86.0,54.0,92.0,1147.0,178.0,2
0,46.0,6.0,89.0,441.0,119.0,2
0,53.0,4.0,99.0,396.0,124.0,2
0,52.0,7.0,101.0,501.0,116.0,2
1,68.0,95.0,77.0,1261.0,195.0,2
1,64.0,72.0,95.0,1164.0,164.0,2
1,78.0,51.0,92.0,1124.0,151.0,2
0,34.0,10.0,86.0,371.0,100.0,2
1,93.0,60.0,77.0,1245.0,158.0,2
0,53.0,48.0,103.0,595.0,177.0,2
0,66.0,23.0,83.0,576.0,111.0,2
1,65.0,8.0,88.0,888.0,121.0,2
1,64.0,38.0,98.0,1003.0,143.0,2
1,97.0,21.0,119.0,1086.0,144.0,2
1,70.0,43.0,111.0,1069.0,152.0,2
0,60.0,42.0,86.0,667.0,176.0,2
0,61.0,44.0,89.0,594.0,155.0,2
1,50.0,52.0,94.0,917.0,135.0,2
1,105.0,52.0,81.0,1186.0,151.0,2
1,78.0,21.0,107.0,1060.0,129.0,2
1,53.0,97.0,97.0,1114.0,208.0,2
0,53.0,26.0,93.0,400.0,114.0,2
1,76.0,45.0,90.0,1023.0,125.0,2
0,64.0,15.0,90.0,531.0,99.0,2
0,29.0,25.0,97.0,356.0,125.0,2
0,65.0,47.0,95.0,504.0,165.0,2
0,58.0,17.0,60.0,440.0,90.0,2
1,78.0,69.0,89.0,1313.0,195.0,2
0,76.0,8.0,70.0,518.0,96.0,2
0,36.0,45.0,91.0,467.0,158.0,2
1,86.0,51.0,73.0,1101.0,138.0,2
0,33.0,58.0,87.0,428.0,108.0,2
1,72.0,47.0,99.0,1081.0,171.0,2
0,34.0,39.0,85.0,360.0,115.0,2
1,74.0,113.0,86.0,1239.0,166.0,2
1,58.0,80.0,95.0,1016.0,170.0,2
0,48.0,24.0,88.0,488.0,87.0,2
1,80.0,11.0,91.0,1036.0,114.0,2
1,106.0,14.0,75.0,1145.0,137.0,2
1,70.0,48.0,96.0,1114.0,165.0,2
1,63.0,50.0,83.0,1040.0,155.0,2
1,64.0,105.0,78.0,1205.0,160.0,2
0,32.0,73.0,93.0,546.0,165.0,2
0,32.0,9.0,88.0,306.0,87.0,2
1,50.0,73.0,89.0,960.0,139.0,2
0,40.0,69.0,89.0,627.0,178.0,2
0,59.0,30.0,85.0,637.0,159.0,2
0,48.0,44.0,80.0,636.0,160.0,2
0,68.0,70.0,99.0,736.0,201.0,2
1,66.0,40.0,75.0,901.0,112.0,2
0,31.0,50.0,102.0,439.0,155.0,2
1,77.0,27.0,83.0,986.0,128.0,2
0,10.0,24.0,109.0,305.0,129.0,2
1,85.0,20.0,90.0,1050.0,133.0,2
1,69.0,91.0,85.0,1251.0,173.0,2
1,90.0,29.0,86.0,1078.0,139.0,2
1,47.0,67.0,103.0,1044.0,166.0,2
0,47.0,60.0,105.0,719.0,169.0,2
0,38.0,3.0,103.0,353.0,117.0,2
0,56.0,33.0,100.0,571.0,152.0,2
1,68.0,56.0,89.0,1211.0,187.0,2
0,35.0,68.0,97.0,508.0,169.0,2
0,49.0,16.0,79.0,407.0,101.0,2
0,62.0,14.0,97.0,520.0,125.0,2
0,74.0,23.0,89.0,734.0,152.0,2
1,64.0,13.0,114.0,949.0,136.0,2
1,64.0,14.0,97.0,904.0,141.0,2
1,59.0,25.0,107.0,906.0,134.0,2
0,36.0,62.0,70.0,715.0,172.0,2
1,71.0,29.0,96.0,1000.0,141.0,2
0,65.0,10.0,92.0,542.0,116.0,2
0,50.0,20.0,99.0,497.0,120.0,2
1,83.0,30.0,89.0,1038.0,130.0,2
0,49.0,6.0,77.0,386.0,106.0,2
1,91.0,21.0,82.0,1059.0,133.0,2
1,96.0,21.0,86.0,1100.0,125.0,2
1,63.0,25.0,73.0,907.0,100.0,2
