Y,red,green,blue,ir_3,vis_3,E
1,55.0,29.0,79.0,139.0,62.0,1
0,17.0,17.0,111.0,159.0,143.0,1
0,96.0,7.0,98.0,370.0,178.0,1
1,77.0,37.0,78.0,188.0,76.0,1
0,85.0,74.0,118.0,488.0,250.0,1
0,49.0,58.0,93.0,298.0,144.0,1
1,87.0,39.0,73.0,214.0,80.0,1
1,54.0,9.0,67.0,126.0,43.0,1
1,60.0,27.0,88.0,163.0,68.0,1
0,63.0,41.0,92.0,283.0,144.0,1
0,44.0,61.0,65.0,270.0,119.0,1
1,77.0,60.0,79.0,230.0,94.0,1
1,63.0,5.0,96.0,147.0,65.0,1
0,59.0,44.0,75.0,315.0,138.0,1
0,63.0,75.0,97.0,365.0,193.0,1
1,80.0,20.0,82.0,161.0,57.0,1
0,87.0,47.0,76.0,397.0,183.0,1
0,80.0,26.0,105.0,370.0,161.0,1
1,52.0,17.0,100.0,135.0,66.0,1
0,44.0,52.0,78.0,268.0,171.0,1
1,76.0,38.0,118.0,177.0,91.0,1
0,65.0,21.0,80.0,269.0,123.0,1
0,64.0,78.0,100.0,421.0,203.0,1
0,72.0,27.0,86.0,311.0,107.0,1
1,88.0,18.0,84.0,203.0,64.0,1
1,63.0,53.0,81.0,185.0,78.0,1
1,72.0,2.0,88.0,158.0,61.0,1
1,76.0,21.0,97.0,177.0,85.0,1
0,41.0,61.0,79.0,282.0,168.0,1
0,29.0,23.0,96.0,172.0,108.0,1
0,82.0,28.0,108.0,332.0,139.0,1
0,78.0,4.0,89.0,276.0,122.0,1
1,49.0,84.0,82.0,214.0,89.0,1
0,112.0,95.0,80.0,585.0,265.0,1
0,52.0,15.0,108.0,210.0,121.0,1
1,71.0,26.0,100.0,176.0,79.0,1
1,75.0,93.0,84.0,285.0,135.0,1
0,74.0,28.0,90.0,329.0,151.0,1
0,73.0,10.0,104.0,341.0,141.0,1
0,79.0,45.0,74.0,372.0,161.0,1
0,62.0,58.0,69.0,368.0,152.0,1
1,56.0,75.0,82.0,186.0,69.0,1
1,84.0,52.0,122.0,262.0,112.0,1
0,51.0,37.0,82.0,218.0,137.0,1
0,57.0,53.0,88.0,292.0,165.0,1
1,49.0,61.0,85.0,164.0,82.0,1
1,90.0,59.0,76.0,246.0,84.0,1
1,50.0,39.0,75.0,160.0,68.0,1
1,57.0,4.0,95.0,137.0,68.0,1
0,45.0,18.0,91.0,193.0,131.0,1
0,88.0,18.0,89.0,316.0,129.0,1
0,70.0,41.0,83.0,333.0,133.0,1
0,88.0,47.0,112.0,460.0,200.0,1
1,41.0,6.0,70.0,103.0,42.0,1
0,75.0,18.0,89.0,272.0,150.0,1
0,95.0,45.0,67.0,393.0,128.0,1
0,47.0,57.0,87.0,290.0,148.0,1
0,45.0,47.0,97.0,300.0,145.0,1
0,71.0,66.0,55.0,313.0,127.0,1
1,81.0,35.0,78.0,196.0,90.0,1
1,69.0,51.0,91.0,214.0,102.0,1
1,23.0,48.0,94.0,119.0,66.0,1
0,61.0,21.0,89.0,267.0,155.0,1
1,110.0,43.0,98.0,232.0,93.0,1
1,58.0,16.0,89.0,161.0,71.0,1
0,57.0,91.0,85.0,365.0,169.0,1
0,80.0,30.0,101.0,376.0,186.0,1
1,41.0,0.0,83.0,109.0,47.0,1
1,54.0,7.0,91.0,143.0,52.0,1
1,72.0,45.0,113.0,205.0,95.0,1
0,37.0,56.0,96.0,266.0,187.0,1
0,42.0,23.0,68.0,200.0,116.0,1
1,72.0,56.0,82.0,194.0,86.0,1
0,9.0,55.0,81.0,181.0,105.0,1
0,73.0,31.0,85.0,289.0,149.0,1
1,107.0,4.0,84.0,206.0,60.0,1
1,48.0,12.0,89.0,148.0,55.0,1
0,54.0,31.0,98.0,310.0,166.0,1
1,40.0,43.0,71.0,152.0,49.0,1
0,79.0,23.0,65.0,267.0,95.0,1
0,56.0,24.0,95.0,283.0,116.0,1
0,70.0,62.0,95.0,388.0,187.0,1
0,52.0,24.0,90.0,213.0,104.0,1
1,54.0,19.0,98.0,164.0,79.0,1
0,64.0,37.0,105.0,315.0,174.0,1
0,93.0,51.0,99.0,459.0,209.0,2
0,89.0,41.0,88.0,393.0,180.0,2
0,76.0,41.0,73.0,340.0,171.0,2
1,35.0,68.0,97.0,163.0,92.0,2
1,33.0,58.0,87.0,160.0,82.0,2
1,105.0,52.0,81.0,254.0,85.0,2
0,70.0,69.0,96.0,437.0,250.0,2
1,49.0,6.0,77.0,120.0,47.0,2
1,73.0,40.0,52.0,167.0,59.0,2
0,55.0,22.0,91.0,246.0,110.0,2
0,35.0,80.0,124.0,415.0,237.0,2
1,74.0,47.0,94.0,213.0,77.0,2
1,36.0,62.0,70.0,163.0,68.0,2
0,83.0,39.0,87.0,353.0,167.0,2
1,48.0,27.0,106.0,159.0,83.0,2
1,51.0,30.0,101.0,162.0,77.0,2
0,73.0,14.0,83.0,292.0,132.0,2
1,90.0,29.0,86.0,206.0,71.0,2
0,34.0,102.0,96.0,384.0,211.0,2
0,92.0,66.0,89.0,467.0,229.0,2
1,78.0,69.0,89.0,238.0,92.0,2
0,108.0,66.0,89.0,508.0,170.0,2
1,77.0,27.0,83.0,203.0,86.0,2
0,70.0,42.0,84.0,284.0,177.0,2
0,55.0,55.0,108.0,322.0,183.0,2
0,83.0,54.0,83.0,400.0,184.0,2
0,66.0,37.0,76.0,339.0,142.0,2
0,47.0,26.0,100.0,223.0,132.0,2
1,76.0,8.0,70.0,149.0,54.0,2
1,58.0,80.0,95.0,233.0,102.0,2
0,79.0,30.0,88.0,289.0,154.0,2
0,56.0,34.0,107.0,304.0,160.0,2
0,51.0,17.0,86.0,246.0,122.0,2
0,75.0,4.0,95.0,289.0,121.0,2
1,85.0,20.0,90.0,203.0,85.0,2
1,34.0,10.0,86.0,97.0,48.0,2
1,106.0,14.0,75.0,229.0,76.0,2
1,63.0,50.0,83.0,198.0,92.0,2
1,59.0,25.0,107.0,190.0,85.0,2
0,82.0,19.0,92.0,295.0,120.0,2
0,63.0,56.0,87.0,372.0,148.0,2
1,55.0,4.0,88.0,145.0,61.0,2
0,50.0,13.0,73.0,196.0,110.0,2
0,60.0,26.0,87.0,267.0,118.0,2
1,65.0,47.0,95.0,181.0,91.0,2
1,70.0,94.0,86.0,252.0,108.0,2
0,72.0,88.0,65.0,398.0,179.0,2
0,86.0,70.0,78.0,448.0,206.0,2
1,59.0,30.0,85.0,173.0,71.0,2
0,49.0,37.0,103.0,279.0,157.0,2
1,50.0,52.0,94.0,150.0,88.0,2
1,63.0,25.0,73.0,159.0,54.0,2
0,53.0,62.0,91.0,327.0,189.0,2
1,36.0,45.0,91.0,125.0,77.0,2
1,53.0,97.0,97.0,237.0,125.0,2
0,94.0,31.0,94.0,380.0,163.0,2
1,32.0,9.0,88.0,115.0,61.0,2
1,46.0,6.0,89.0,140.0,56.0,2
1,96.0,21.0,86.0,204.0,72.0,2
0,62.0,34.0,105.0,304.0,185.0,2
1,83.0,30.0,89.0,197.0,80.0,2
1,86.0,54.0,92.0,234.0,103.0,2
0,79.0,102.0,83.0,512.0,241.0,2
0,17.0,64.0,88.0,213.0,145.0,2
0,54.0,18.0,95.0,283.0,125.0,2
1,76.0,45.0,90.0,199.0,80.0,2
0,92.0,59.0,103.0,393.0,199.0,2
1,38.0,67.0,103.0,207.0,100.0,2
0,69.0,89.0,104.0,402.0,210.0,2
1,70.0,48.0,96.0,193.0,95.0,2
0,52.0,23.0,93.0,239.0,137.0,2
1,86.0,51.0,73.0,228.0,76.0,2
1,64.0,13.0,114.0,181.0,93.0,2
0,60.0,14.0,95.0,281.0,144.0,2
1,53.0,26.0,93.0,172.0,78.0,2
1,61.0,44.0,89.0,197.0,77.0,2
0,79.0,55.0,65.0,395.0,147.0,2
1,32.0,73.0,93.0,191.0,104.0,2
1,52.0,7.0,101.0,153.0,55.0,2
1,70.0,43.0,111.0,181.0,84.0,2
0,63.0,50.0,87.0,342.0,187.0,2
0,27.0,29.0,84.0,157.0,101.0,2
0,84.0,56.0,90.0,431.0,171.0,2
1,48.0,41.0,79.0,158.0,64.0,2
1,55.0,17.0,71.0,130.0,46.0,2
0,68.0,50.0,80.0,401.0,162.0,2
1,74.0,23.0,89.0,141.0,65.0,2
0,92.0,31.0,95.0,386.0,168.0,2
1,26.0,11.0,118.0,113.0,74.0,2
0,66.0,50.0,95.0,354.0,174.0,2
0,23.0,4.0,119.0,155.0,127.0,2
1,50.0,73.0,89.0,198.0,82.0,2
1,68.0,95.0,77.0,237.0,100.0,2
0,23.0,28.0,65.0,155.0,77.0,2
0,79.0,9.0,105.0,303.0,136.0,2
1,97.0,75.0,93.0,270.0,98.0,2
1,49.0,16.0,79.0,129.0,60.0,2
0,86.0,21.0,100.0,367.0,130.0,2
0,59.0,54.0,97.0,357.0,186.0,2
1,64.0,15.0,90.0,158.0,60.0,2
0,66.0,28.0,92.0,264.0,129.0,2
0,56.0,38.0,88.0,325.0,159.0,2
1,40.0,69.0,89.0,161.0,80.0,2
1,68.0,70.0,99.0,253.0,120.0,2
1,64.0,38.0,98.0,184.0,80.0,2
1,48.0,44.0,80.0,153.0,64.0,2
0,31.0,26.0,72.0,171.0,96.0,2
0,58.0,13.0,77.0,247.0,99.0,2
1,60.0,42.0,86.0,180.0,80.0,2
1,66.0,40.0,75.0,187.0,67.0,2
1,71.0,29.0,96.0,182.0,69.0,2
0,38.0,98.0,74.0,358.0,177.0,2
1,73.0,96.0,86.0,258.0,131.0,2
1,47.0,67.0,103.0,171.0,100.0,2
0,28.0,14.0,97.0,155.0,110.0,2
1,58.0,17.0,60.0,149.0,50.0,2
0,46.0,87.0,95.0,356.0,187.0,2
0,35.0,55.0,80.0,286.0,170.0,2
1,64.0,14.0,97.0,175.0,78.0,2
0,91.0,104.0,69.0,506.0,218.0,2
0,79.0,43.0,100.0,362.0,171.0,2
1,65.0,8.0,88.0,156.0,72.0,2
1,38.0,3.0,103.0,120.0,57.0,2
1,56.0,33.0,100.0,170.0,76.0,2
0,67.0,42.0,72.0,337.0,143.0,2
0,81.0,2.0,75.0,296.0,96.0,2
1,81.0,17.0,81.0,172.0,74.0,2
1,31.0,50.0,102.0,150.0,84.0,2
0,69.0,11.0,84.0,251.0,108.0,2
0,91.0,54.0,105.0,468.0,191.0,2
1,50.0,20.0,99.0,146.0,74.0,2
0,71.0,12.0,83.0,254.0,120.0,2
0,55.0,71.0,91.0,355.0,170.0,2
1,47.0,60.0,105.0,195.0,86.0,2
0,75.0,15.0,91.0,325.0,127.0,2
1,64.0,105.0,78.0,261.0,138.0,2
0,50.0,17.0,84.0,212.0,110.0,2
1,93.0,60.0,77.0,214.0,82.0,2
0,56.0,29.0,95.0,297.0,143.0,2
1,48.0,24.0,88.0,129.0,54.0,2
1,75.0,19.0,81.0,161.0,66.0,2
1,24.0,33.0,84.0,101.0,75.0,2
1,51.0,54.0,68.0,150.0,54.0,2
0,81.0,16.0,97.0,305.0,154.0,2
0,52.0,51.0,108.0,306.0,172.0,2
0,57.0,79.0,89.0,401.0,190.0,2
0,29.0,35.0,107.0,231.0,165.0,2
1,97.0,21.0,119.0,214.0,78.0,2
0,105.0,18.0,89.0,388.0,169.0,2
0,45.0,81.0,82.0,323.0,219.0,2
1,55.0,60.0,98.0,179.0,87.0,2
1,103.0,26.0,107.0,228.0,92.0,2
0,57.0,38.0,111.0,316.0,177.0,2
0,39.0,70.0,91.0,300.0,182.0,2
0,70.0,9.0,92.0,272.0,125.0,2
0,79.0,4.0,94.0,307.0,144.0,2
1,91.0,21.0,82.0,182.0,61.0,2
1,74.0,113.0,86.0,298.0,153.0,2
0,64.0,22.0,75.0,233.0,87.0,2
0,76.0,33.0,92.0,352.0,160.0,2
1,81.0,27.0,92.0,192.0,88.0,2
1,80.0,11.0,91.0,171.0,68.0,2
1,65.0,10.0,92.0,139.0,49.0,2
1,29.0,49.0,69.0,141.0,55.0,2
0,47.0,40.0,90.0,267.0,190.0,2
0,47.0,35.0,84.0,260.0,117.0,2
1,66.0,23.0,83.0,170.0,81.0,2
0,71.0,89.0,96.0,496.0,216.0,2
1,33.0,5.0,89.0,107.0,62.0,2
0,47.0,35.0,99.0,259.0,149.0,2
0,70.0,3.0,95.0,262.0,114.0,2
0,78.0,31.0,92.0,303.0,152.0,2
0,71.0,53.0,71.0,372.0,156.0,2
0,85.0,0.0,107.0,324.0,174.0,2
1,62.0,14.0,97.0,158.0,75.0,2
1,74.0,40.0,82.0,205.0,74.0,2
1,72.0,47.0,99.0,201.0,79.0,2
0,51.0,36.0,100.0,267.0,144.0,2
1,68.0,56.0,89.0,203.0,86.0,2
1,45.0,36.0,86.0,163.0,71.0,2
0,102.0,27.0,81.0,393.0,159.0,2
