Y,red,green,blue,ir_3,vis_3,E
0,43.0,29.0,106.0,541.0,140.0,0
1,43.0,32.0,89.0,371.0,136.0,0
1,64.0,29.0,98.0,477.0,129.0,0
1,102.0,8.0,84.0,528.0,113.0,0
1,70.0,23.0,96.0,558.0,122.0,0
0,55.0,64.0,97.0,615.0,191.0,0
1,45.0,14.0,99.0,336.0,104.0,0
0,44.0,0.0,93.0,363.0,133.0,0
0,60.0,35.0,90.0,447.0,150.0,0
1,54.0,34.0,91.0,421.0,115.0,0
0,52.0,8.0,86.0,438.0,102.0,0
0,69.0,14.0,98.0,535.0,146.0,0
0,85.0,15.0,72.0,570.0,122.0,0
1,38.0,23.0,91.0,385.0,86.0,0
0,34.0,11.0,94.0,336.0,108.0,0
0,58.0,60.0,88.0,578.0,177.0,0
0,75.0,40.0,82.0,665.0,124.0,0
1,71.0,69.0,63.0,666.0,160.0,0
0,52.0,44.0,59.0,504.0,120.0,0
0,43.0,77.0,88.0,700.0,173.0,0
0,67.0,36.0,83.0,489.0,148.0,0
1,65.0,47.0,79.0,530.0,125.0,0
1,65.0,10.0,82.0,443.0,106.0,0
1,54.0,2.0,97.0,411.0,110.0,0
0,37.0,51.0,78.0,480.0,145.0,0
0,65.0,29.0,83.0,468.0,148.0,0
1,70.0,15.0,77.0,402.0,101.0,0
1,78.0,14.0,95.0,508.0,108.0,0
1,67.0,4.0,86.0,405.0,105.0,0
0,55.0,55.0,90.0,663.0,156.0,0
0,60.0,22.0,105.0,556.0,145.0,0
1,94.0,58.0,105.0,627.0,196.0,0
1,60.0,41.0,104.0,517.0,170.0,0
0,62.0,78.0,92.0,633.0,220.0,0
1,76.0,35.0,90.0,681.0,139.0,0
1,45.0,31.0,90.0,420.0,120.0,0
0,63.0,72.0,77.0,802.0,176.0,0
1,69.0,56.0,103.0,505.0,177.0,0
0,82.0,8.0,77.0,591.0,116.0,0
0,52.0,27.0,77.0,476.0,135.0,0
1,35.0,70.0,98.0,486.0,164.0,0
1,92.0,5.0,104.0,730.0,140.0,0
0,101.0,27.0,79.0,812.0,169.0,0
1,48.0,3.0,94.0,337.0,105.0,0
0,76.0,17.0,73.0,551.0,124.0,0
1,34.0,28.0,79.0,281.0,85.0,0
0,49.0,44.0,116.0,625.0,146.0,0
1,92.0,82.0,93.0,799.0,179.0,0
1,92.0,71.0,85.0,704.0,165.0,0
1,55.0,15.0,87.0,453.0,93.0,0
1,46.0,30.0,82.0,319.0,112.0,0
0,41.0,25.0,90.0,475.0,121.0,0
1,67.0,1.0,103.0,535.0,94.0,0
0,72.0,26.0,78.0,638.0,131.0,0
1,85.0,29.0,93.0,675.0,135.0,0
1,69.0,49.0,71.0,554.0,134.0,0
0,2.0,16.0,99.0,218.0,116.0,0
1,63.0,58.0,70.0,519.0,141.0,0
1,44.0,51.0,88.0,427.0,125.0,0
0,58.0,74.0,79.0,680.0,206.0,0
0,47.0,71.0,94.0,616.0,175.0,0
0,96.0,33.0,88.0,765.0,186.0,0
0,58.0,40.0,102.0,501.0,152.0,0
0,72.0,71.0,101.0,792.0,188.0,0
1,85.0,51.0,100.0,616.0,171.0,0
1,48.0,45.0,87.0,451.0,102.0,0
0,85.0,65.0,85.0,953.0,218.0,0
1,113.0,25.0,100.0,754.0,184.0,0
1,65.0,38.0,67.0,537.0,109.0,0
0,100.0,26.0,97.0,799.0,172.0,0
1,50.0,36.0,84.0,490.0,126.0,0
1,39.0,60.0,100.0,462.0,136.0,0
1,82.0,64.0,96.0,716.0,181.0,0
1,96.0,36.0,90.0,693.0,110.0,0
1,88.0,19.0,76.0,509.0,103.0,0
0,32.0,46.0,80.0,433.0,123.0,0
1,20.0,48.0,83.0,354.0,103.0,0
1,77.0,55.0,107.0,607.0,140.0,0
0,71.0,50.0,80.0,667.0,150.0,0
1,71.0,30.0,105.0,613.0,122.0,0
0,42.0,71.0,91.0,614.0,177.0,0
0,69.0,29.0,113.0,601.0,159.0,0
0,64.0,64.0,101.0,876.0,167.0,0
1,66.0,64.0,94.0,662.0,160.0,0
0,53.0,47.0,80.0,572.0,139.0,0
0,64.0,4.0,84.0,404.0,112.0,0
0,67.0,3.0,80.0,455.0,107.0,0
1,94.0,44.0,110.0,712.0,172.0,0
1,102.0,7.0,62.0,569.0,101.0,0
0,65.0,34.0,84.0,593.0,118.0,0
0,79.0,12.0,95.0,649.0,156.0,0
1,87.0,25.0,94.0,575.0,115.0,0
0,65.0,58.0,108.0,761.0,187.0,0
1,104.0,71.0,69.0,736.0,155.0,0
0,68.0,70.0,81.0,612.0,186.0,0
1,37.0,62.0,94.0,433.0,121.0,0
0,70.0,25.0,111.0,581.0,156.0,0
0,54.0,61.0,107.0,596.0,210.0,0
1,100.0,10.0,78.0,601.0,115.0,0
0,82.0,13.0,98.0,692.0,151.0,0
1,67.0,17.0,90.0,535.0,107.0,0
1,52.0,76.0,89.0,497.0,145.0,0
1,58.0,32.0,79.0,446.0,112.0,0
1,53.0,69.0,82.0,519.0,151.0,0
1,93.0,61.0,75.0,702.0,142.0,0
0,90.0,37.0,89.0,781.0,172.0,0
0,45.0,47.0,96.0,560.0,145.0,0
0,62.0,34.0,96.0,539.0,155.0,0
1,52.0,36.0,76.0,452.0,106.0,0
0,51.0,16.0,97.0,436.0,112.0,0
0,39.0,121.0,103.0,784.0,243.0,0
0,34.0,40.0,93.0,367.0,140.0,0
0,62.0,86.0,84.0,753.0,237.0,0
0,89.0,16.0,92.0,680.0,134.0,0
0,66.0,3.0,87.0,439.0,114.0,0
1,68.0,48.0,90.0,557.0,146.0,0
1,52.0,40.0,110.0,547.0,118.0,0
1,33.0,40.0,85.0,380.0,100.0,0
0,47.0,23.0,86.0,481.0,140.0,0
1,53.0,24.0,75.0,387.0,112.0,0
0,65.0,15.0,104.0,535.0,138.0,0
1,67.0,36.0,81.0,502.0,119.0,0
1,56.0,9.0,98.0,410.0,110.0,0
1,76.0,63.0,113.0,841.0,161.0,0
0,38.0,38.0,97.0,472.0,140.0,0
0,79.0,52.0,99.0,701.0,203.0,0
1,81.0,30.0,61.0,585.0,107.0,0
0,78.0,55.0,109.0,837.0,209.0,0
0,57.0,29.0,99.0,538.0,144.0,0
0,61.0,4.0,92.0,435.0,113.0,0
0,17.0,6.0,80.0,206.0,93.0,0
0,86.0,49.0,94.0,721.0,173.0,0
0,63.0,70.0,91.0,781.0,195.0,0
1,42.0,5.0,83.0,287.0,79.0,0
1,70.0,50.0,79.0,566.0,104.0,0
1,83.0,37.0,85.0,611.0,126.0,0
0,66.0,54.0,75.0,651.0,130.0,0
1,109.0,38.0,79.0,787.0,142.0,0
0,45.0,6.0,96.0,460.0,124.0,0
0,82.0,33.0,83.0,662.0,131.0,0
0,56.0,58.0,84.0,591.0,190.0,0
0,91.0,16.0,105.0,755.0,158.0,0
1,28.0,18.0,82.0,237.0,73.0,0
0,38.0,23.0,90.0,167.0,110.0,1
1,89.0,0.0,94.0,289.0,124.0,1
0,63.0,39.0,84.0,285.0,127.0,1
1,45.0,8.0,82.0,164.0,88.0,1
0,75.0,48.0,85.0,391.0,159.0,1
0,64.0,58.0,106.0,403.0,218.0,1
1,62.0,44.0,86.0,252.0,113.0,1
1,81.0,26.0,60.0,255.0,128.0,1
0,73.0,51.0,109.0,386.0,202.0,1
1,53.0,37.0,99.0,239.0,118.0,1
0,69.0,83.0,93.0,377.0,225.0,1
1,38.0,42.0,83.0,229.0,84.0,1
1,81.0,16.0,117.0,278.0,131.0,1
0,52.0,9.0,88.0,180.0,105.0,1
1,70.0,7.0,98.0,236.0,118.0,1
0,53.0,76.0,83.0,405.0,202.0,1
0,110.0,48.0,95.0,496.0,197.0,1
0,59.0,32.0,77.0,258.0,110.0,1
0,60.0,34.0,96.0,292.0,139.0,1
1,66.0,40.0,85.0,258.0,135.0,1
0,108.0,34.0,97.0,439.0,208.0,1
0,66.0,70.0,95.0,335.0,169.0,1
1,75.0,8.0,91.0,261.0,111.0,1
0,90.0,45.0,90.0,388.0,205.0,1
1,47.0,28.0,103.0,222.0,129.0,1
0,33.0,9.0,70.0,124.0,74.0,1
1,94.0,4.0,100.0,281.0,119.0,1
1,38.0,54.0,89.0,264.0,133.0,1
1,82.0,18.0,82.0,268.0,118.0,1
0,72.0,23.0,94.0,294.0,141.0,1
0,63.0,8.0,104.0,263.0,154.0,1
1,52.0,34.0,120.0,218.0,136.0,1
0,43.0,76.0,93.0,326.0,155.0,1
1,61.0,12.0,85.0,196.0,93.0,1
0,62.0,66.0,101.0,379.0,185.0,1
1,69.0,3.0,91.0,258.0,112.0,1
1,46.0,18.0,94.0,187.0,107.0,1
0,76.0,29.0,97.0,304.0,178.0,1
0,63.0,32.0,75.0,280.0,124.0,1
1,93.0,37.0,69.0,350.0,114.0,1
0,92.0,30.0,95.0,343.0,150.0,1
1,71.0,53.0,103.0,302.0,176.0,1
0,71.0,59.0,104.0,396.0,218.0,1
1,33.0,57.0,100.0,223.0,134.0,1
1,82.0,58.0,98.0,356.0,142.0,1
0,43.0,6.0,87.0,221.0,110.0,1
1,56.0,58.0,93.0,265.0,142.0,1
0,71.0,69.0,84.0,336.0,159.0,1
1,41.0,38.0,93.0,204.0,110.0,1
0,105.0,76.0,109.0,488.0,252.0,1
0,44.0,31.0,84.0,272.0,142.0,1
0,85.0,21.0,93.0,361.0,162.0,1
0,52.0,55.0,106.0,307.0,155.0,1
0,36.0,24.0,96.0,202.0,125.0,1
1,67.0,1.0,88.0,233.0,82.0,1
0,70.0,23.0,83.0,288.0,123.0,1
1,59.0,39.0,79.0,252.0,128.0,1
0,57.0,75.0,106.0,368.0,201.0,1
0,59.0,35.0,115.0,294.0,182.0,1
1,57.0,56.0,101.0,291.0,157.0,1
1,37.0,25.0,93.0,177.0,107.0,1
0,52.0,51.0,83.0,255.0,160.0,1
0,83.0,53.0,92.0,398.0,215.0,1
1,43.0,57.0,101.0,223.0,95.0,1
1,2.0,44.0,102.0,152.0,106.0,1
1,62.0,37.0,96.0,225.0,123.0,1
0,62.0,39.0,92.0,304.0,145.0,1
0,36.0,29.0,105.0,215.0,141.0,1
1,44.0,56.0,83.0,230.0,128.0,1
1,45.0,7.0,89.0,156.0,86.0,1
0,53.0,40.0,85.0,262.0,141.0,1
0,40.0,47.0,86.0,258.0,126.0,1
0,81.0,33.0,94.0,364.0,132.0,1
1,66.0,21.0,106.0,242.0,111.0,1
0,87.0,2.0,86.0,288.0,106.0,1
0,69.0,0.0,102.0,290.0,163.0,1
0,93.0,34.0,85.0,359.0,158.0,1
1,63.0,23.0,99.0,252.0,125.0,1
0,71.0,15.0,73.0,218.0,101.0,1
0,39.0,21.0,74.0,169.0,91.0,1
0,23.0,53.0,91.0,211.0,134.0,1
0,74.0,14.0,105.0,323.0,169.0,1
1,57.0,24.0,115.0,235.0,122.0,1
0,45.0,13.0,67.0,230.0,94.0,1
0,44.0,49.0,94.0,298.0,178.0,1
1,27.0,29.0,112.0,175.0,121.0,1
0,77.0,37.0,95.0,363.0,161.0,1
1,52.0,72.0,82.0,308.0,126.0,1
1,79.0,72.0,105.0,351.0,179.0,1
0,66.0,69.0,116.0,456.0,243.0,1
1,93.0,42.0,99.0,332.0,123.0,1
0,62.0,38.0,102.0,346.0,161.0,1
1,59.0,38.0,83.0,260.0,119.0,1
0,89.0,12.0,75.0,367.0,126.0,1
1,77.0,68.0,91.0,381.0,177.0,1
1,37.0,13.0,81.0,168.0,98.0,1
1,56.0,12.0,76.0,188.0,81.0,1
0,88.0,56.0,79.0,391.0,177.0,1
0,30.0,69.0,95.0,275.0,159.0,1
0,55.0,17.0,101.0,267.0,116.0,1
0,25.0,47.0,84.0,220.0,145.0,1
1,47.0,8.0,89.0,162.0,88.0,1
0,56.0,16.0,97.0,244.0,154.0,1
1,69.0,98.0,92.0,372.0,152.0,1
1,96.0,43.0,68.0,315.0,138.0,1
0,88.0,27.0,85.0,338.0,171.0,1
0,45.0,31.0,66.0,223.0,71.0,1
1,58.0,22.0,97.0,204.0,118.0,1
0,54.0,37.0,80.0,281.0,133.0,1
0,19.0,67.0,85.0,261.0,154.0,1
1,55.0,15.0,98.0,242.0,110.0,1
1,57.0,45.0,78.0,231.0,111.0,1
0,73.0,5.0,93.0,291.0,138.0,1
0,46.0,58.0,68.0,330.0,128.0,1
0,79.0,5.0,92.0,275.0,125.0,1
1,74.0,33.0,74.0,210.0,112.0,1
1,91.0,17.0,96.0,264.0,118.0,1
1,88.0,47.0,109.0,355.0,157.0,1
1,61.0,33.0,82.0,235.0,119.0,1
1,66.0,65.0,101.0,288.0,153.0,1
0,88.0,62.0,88.0,414.0,173.0,1
0,74.0,61.0,100.0,389.0,179.0,1
1,70.0,31.0,99.0,279.0,132.0,1
1,84.0,26.0,91.0,327.0,108.0,1
1,54.0,60.0,104.0,288.0,147.0,1
0,65.0,3.0,101.0,260.0,160.0,1
0,55.0,54.0,83.0,299.0,141.0,1
0,63.0,24.0,94.0,301.0,146.0,1
0,81.0,59.0,118.0,427.0,238.0,1
1,83.0,52.0,83.0,322.0,143.0,1
1,63.0,38.0,76.0,230.0,117.0,1
0,48.0,12.0,95.0,227.0,121.0,1
0,71.0,17.0,95.0,267.0,130.0,1
1,72.0,23.0,111.0,273.0,133.0,1
0,77.0,78.0,132.0,517.0,267.0,1
1,73.0,17.0,94.0,291.0,116.0,1
1,58.0,72.0,98.0,314.0,146.0,1
0,88.0,40.0,83.0,315.0,143.0,1
0,57.0,90.0,107.0,426.0,251.0,1
1,83.0,64.0,70.0,355.0,140.0,1
1,83.0,46.0,89.0,285.0,157.0,1
0,71.0,18.0,86.0,295.0,97.0,1
1,28.0,26.0,91.0,167.0,105.0,1
1,27.0,17.0,100.0,132.0,103.0,1
1,69.0,84.0,103.0,354.0,197.0,1
0,34.0,1.0,101.0,169.0,116.0,1
1,61.0,25.0,109.0,215.0,121.0,1
1,41.0,48.0,74.0,208.0,108.0,1
0,54.0,47.0,84.0,264.0,139.0,1
0,79.0,80.0,88.0,390.0,213.0,1
1,88.0,4.0,93.0,278.0,129.0,1
0,87.0,19.0,109.0,340.0,183.0,1
0,82.0,46.0,103.0,395.0,171.0,1
0,54.0,86.0,94.0,433.0,189.0,1
1,81.0,77.0,95.0,362.0,162.0,1
1,39.0,14.0,86.0,168.0,80.0,1
0,42.0,55.0,89.0,281.0,165.0,1
1,46.0,36.0,106.0,217.0,107.0,1
0,92.0,35.0,83.0,376.0,167.0,1
1,60.0,15.0,79.0,202.0,84.0,1
1,87.0,21.0,76.0,298.0,121.0,1
1,81.0,11.0,81.0,281.0,90.0,1
0,64.0,36.0,108.0,370.0,162.0,1
1,71.0,50.0,81.0,278.0,140.0,1
0,62.0,52.0,66.0,290.0,128.0,1
1,63.0,12.0,92.0,211.0,119.0,1
0,46.0,54.0,83.0,299.0,154.0,1
0,122.0,68.0,90.0,544.0,215.0,1
0,66.0,44.0,94.0,364.0,151.0,1
1,99.0,24.0,94.0,344.0,164.0,1
0,45.0,42.0,98.0,280.0,144.0,1
1,27.0,31.0,81.0,171.0,84.0,1
0,72.0,37.0,101.0,329.0,177.0,1
0,66.0,84.0,102.0,432.0,226.0,1
1,66.0,28.0,95.0,259.0,125.0,1
0,52.0,29.0,107.0,289.0,166.0,1
1,53.0,10.0,92.0,204.0,88.0,1
1,45.0,69.0,88.0,281.0,163.0,1
0,63.0,19.0,85.0,265.0,108.0,1
0,37.0,56.0,85.0,242.0,136.0,1
0,82.0,91.0,112.0,537.0,283.0,1
1,64.0,53.0,94.0,291.0,138.0,1
1,75.0,58.0,79.0,244.0,139.0,1
0,58.0,1.0,90.0,225.0,129.0,1
0,77.0,83.0,80.0,384.0,212.0,1
0,57.0,58.0,85.0,315.0,197.0,1
0,30.0,41.0,112.0,223.0,173.0,1
1,32.0,17.0,79.0,144.0,64.0,1
1,73.0,46.0,63.0,294.0,104.0,1
0,87.0,39.0,95.0,365.0,163.0,1
1,31.0,22.0,95.0,157.0,104.0,1
0,73.0,16.0,89.0,276.0,133.0,1
0,64.0,27.0,101.0,268.0,145.0,1
1,77.0,10.0,96.0,269.0,128.0,1
1,65.0,15.0,69.0,226.0,80.0,1
1,33.0,52.0,93.0,202.0,127.0,1
0,60.0,23.0,78.0,249.0,95.0,1
0,79.0,25.0,89.0,322.0,138.0,1
0,45.0,73.0,85.0,289.0,147.0,1
0,48.0,21.0,81.0,216.0,119.0,1
1,7.0,37.0,86.0,264.0,95.0,2
1,29.0,45.0,94.0,385.0,118.0,2
0,8.0,24.0,68.0,199.0,67.0,2
1,13.0,22.0,96.0,240.0,94.0,2
0,17.0,27.0,108.0,318.0,139.0,2
1,44.0,73.0,109.0,559.0,189.0,2
0,32.0,29.0,87.0,419.0,105.0,2
0,26.0,1.0,73.0,241.0,70.0,2
1,2.0,82.0,90.0,445.0,137.0,2
0,35.0,57.0,92.0,497.0,129.0,2
0,20.0,44.0,93.0,370.0,105.0,2
0,39.0,23.0,96.0,463.0,131.0,2
0,14.0,102.0,66.0,658.0,194.0,2
0,4.0,33.0,114.0,299.0,128.0,2
0,44.0,55.0,61.0,596.0,136.0,2
1,12.0,23.0,90.0,221.0,89.0,2
1,20.0,48.0,78.0,346.0,114.0,2
0,16.0,13.0,99.0,273.0,109.0,2
0,5.0,52.0,83.0,312.0,126.0,2
1,42.0,28.0,79.0,292.0,100.0,2
1,43.0,53.0,79.0,476.0,128.0,2
1,60.0,48.0,66.0,618.0,122.0,2
1,19.0,40.0,80.0,317.0,100.0,2
1,55.0,37.0,85.0,458.0,122.0,2
0,22.0,67.0,89.0,414.0,143.0,2
0,32.0,5.0,112.0,348.0,112.0,2
1,5.0,60.0,106.0,412.0,141.0,2
1,47.0,35.0,84.0,447.0,118.0,2
0,15.0,21.0,67.0,246.0,95.0,2
1,14.0,46.0,60.0,266.0,74.0,2
0,0.0,69.0,64.0,438.0,141.0,2
1,26.0,108.0,73.0,558.0,135.0,2
1,23.0,44.0,81.0,336.0,110.0,2
0,30.0,26.0,88.0,380.0,112.0,2
0,62.0,63.0,95.0,772.0,200.0,2
0,49.0,40.0,90.0,589.0,145.0,2
1,49.0,46.0,82.0,515.0,113.0,2
1,25.0,54.0,68.0,395.0,107.0,2
0,6.0,10.0,76.0,153.0,61.0,2
0,10.0,4.0,86.0,211.0,91.0,2
1,55.0,48.0,96.0,447.0,136.0,2
0,20.0,67.0,73.0,533.0,167.0,2
0,44.0,71.0,90.0,555.0,172.0,2
0,32.0,59.0,104.0,480.0,170.0,2
1,30.0,55.0,88.0,448.0,133.0,2
1,14.0,32.0,90.0,298.0,103.0,2
0,47.0,43.0,72.0,445.0,106.0,2
1,11.0,24.0,87.0,249.0,99.0,2
1,20.0,44.0,110.0,345.0,132.0,2
0,71.0,82.0,90.0,938.0,190.0,2
1,35.0,25.0,96.0,364.0,103.0,2
1,22.0,44.0,94.0,347.0,107.0,2
0,27.0,74.0,81.0,514.0,145.0,2
0,20.0,51.0,89.0,466.0,164.0,2
1,35.0,34.0,64.0,392.0,92.0,2
1,20.0,24.0,105.0,281.0,106.0,2
0,32.0,16.0,90.0,381.0,123.0,2
1,34.0,73.0,104.0,497.0,162.0,2
1,29.0,96.0,91.0,596.0,163.0,2
0,26.0,63.0,82.0,472.0,171.0,2
1,11.0,43.0,75.0,285.0,101.0,2
0,11.0,23.0,88.0,235.0,100.0,2
1,39.0,43.0,97.0,419.0,129.0,2
0,15.0,63.0,118.0,552.0,200.0,2
0,31.0,65.0,89.0,507.0,167.0,2
1,15.0,50.0,83.0,325.0,101.0,2
0,8.0,42.0,77.0,315.0,112.0,2
1,20.0,73.0,93.0,426.0,147.0,2
0,16.0,23.0,68.0,193.0,77.0,2
1,13.0,35.0,93.0,270.0,106.0,2
1,28.0,27.0,87.0,328.0,114.0,2
1,13.0,29.0,67.0,213.0,69.0,2
0,36.0,45.0,92.0,479.0,140.0,2
0,34.0,74.0,99.0,620.0,201.0,2
1,33.0,29.0,109.0,401.0,126.0,2
1,6.0,65.0,74.0,306.0,108.0,2
1,53.0,27.0,78.0,325.0,83.0,2
0,24.0,58.0,51.0,422.0,120.0,2
1,48.0,8.0,69.0,374.0,71.0,2
0,11.0,9.0,84.0,241.0,95.0,2
0,28.0,40.0,81.0,359.0,120.0,2
1,58.0,73.0,93.0,609.0,179.0,2
0,81.0,97.0,99.0,1015.0,247.0,2
1,2.0,3.0,90.0,168.0,57.0,2
0,23.0,46.0,92.0,432.0,128.0,2
0,15.0,89.0,83.0,498.0,168.0,2
0,4.0,48.0,115.0,401.0,149.0,2
1,27.0,21.0,78.0,267.0,91.0,2
1,0.0,72.0,70.0,438.0,144.0,2
1,29.0,98.0,83.0,498.0,141.0,2
1,45.0,57.0,69.0,420.0,117.0,2
1,46.0,64.0,69.0,450.0,105.0,2
1,55.0,24.0,86.0,501.0,131.0,2
1,36.0,11.0,89.0,296.0,82.0,2
0,10.0,40.0,79.0,280.0,94.0,2
0,21.0,19.0,87.0,273.0,99.0,2
0,46.0,12.0,101.0,416.0,141.0,2
0,14.0,16.0,93.0,260.0,101.0,2
1,22.0,48.0,72.0,319.0,99.0,2
0,29.0,62.0,93.0,492.0,189.0,2
0,6.0,24.0,96.0,274.0,108.0,2
1,24.0,35.0,78.0,276.0,95.0,2
1,3.0,53.0,106.0,408.0,160.0,2
1,16.0,43.0,79.0,280.0,94.0,2
0,36.0,3.0,105.0,395.0,131.0,2
0,34.0,28.0,92.0,390.0,126.0,2
1,53.0,3.0,101.0,363.0,107.0,2
0,38.0,52.0,58.0,333.0,94.0,2
0,12.0,17.0,114.0,294.0,123.0,2
0,48.0,26.0,73.0,537.0,122.0,2
1,26.0,55.0,85.0,460.0,122.0,2
1,42.0,15.0,103.0,395.0,120.0,2
1,50.0,43.0,88.0,509.0,130.0,2
1,41.0,3.0,83.0,317.0,88.0,2
1,20.0,41.0,91.0,347.0,112.0,2
0,28.0,9.0,96.0,275.0,103.0,2
1,21.0,50.0,78.0,350.0,111.0,2
0,33.0,83.0,98.0,645.0,205.0,2
0,23.0,22.0,110.0,301.0,120.0,2
1,8.0,62.0,96.0,363.0,119.0,2
0,31.0,32.0,98.0,389.0,151.0,2
0,11.0,60.0,110.0,471.0,161.0,2
0,36.0,59.0,112.0,493.0,172.0,2
1,6.0,40.0,72.0,290.0,108.0,2
0,1.0,70.0,111.0,456.0,207.0,2
0,17.0,61.0,88.0,366.0,136.0,2
1,59.0,23.0,101.0,517.0,137.0,2
0,33.0,46.0,84.0,475.0,133.0,2
1,20.0,104.0,118.0,659.0,206.0,2
1,7.0,24.0,99.0,215.0,94.0,2
1,4.0,11.0,103.0,223.0,110.0,2
0,35.0,49.0,92.0,497.0,135.0,2
0,48.0,49.0,98.0,514.0,149.0,2
0,1.0,88.0,95.0,474.0,139.0,2
1,28.0,139.0,87.0,796.0,233.0,2
0,35.0,46.0,99.0,500.0,135.0,2
0,15.0,55.0,82.0,357.0,120.0,2
0,25.0,23.0,101.0,331.0,122.0,2
1,40.0,77.0,108.0,659.0,210.0,2
0,28.0,5.0,76.0,254.0,80.0,2
1,19.0,35.0,88.0,291.0,109.0,2
0,5.0,30.0,110.0,342.0,145.0,2
0,23.0,39.0,77.0,376.0,122.0,2
0,23.0,60.0,83.0,358.0,130.0,2
1,10.0,67.0,78.0,347.0,107.0,2
0,4.0,62.0,82.0,404.0,153.0,2
0,24.0,81.0,106.0,500.0,173.0,2
1,17.0,9.0,84.0,185.0,88.0,2
1,12.0,25.0,82.0,221.0,77.0,2
1,6.0,33.0,91.0,274.0,110.0,2
1,42.0,44.0,84.0,355.0,105.0,2
0,18.0,82.0,66.0,419.0,142.0,2
1,41.0,67.0,88.0,539.0,150.0,2
0,2.0,47.0,82.0,331.0,101.0,2
1,0.0,48.0,92.0,368.0,139.0,2
1,51.0,30.0,85.0,394.0,111.0,2
1,32.0,35.0,82.0,373.0,110.0,2
1,72.0,75.0,86.0,763.0,161.0,2
1,23.0,23.0,90.0,280.0,99.0,2
1,9.0,15.0,79.0,203.0,83.0,2
1,55.0,12.0,81.0,351.0,69.0,2
0,9.0,19.0,83.0,204.0,66.0,2
0,18.0,80.0,84.0,536.0,166.0,2
0,52.0,20.0,90.0,454.0,118.0,2
1,5.0,3.0,74.0,164.0,58.0,2
0,22.0,41.0,77.0,347.0,128.0,2
0,46.0,23.0,82.0,485.0,134.0,2
0,16.0,38.0,79.0,302.0,104.0,2
1,57.0,47.0,117.0,520.0,140.0,2
1,77.0,46.0,92.0,540.0,122.0,2
1,23.0,55.0,82.0,379.0,102.0,2
0,16.0,19.0,94.0,294.0,116.0,2
0,60.0,62.0,102.0,801.0,200.0,2
0,81.0,64.0,103.0,795.0,205.0,2
0,22.0,48.0,113.0,487.0,154.0,2
0,3.0,77.0,73.0,508.0,192.0,2
1,22.0,41.0,90.0,372.0,137.0,2
1,34.0,33.0,70.0,376.0,86.0,2
1,30.0,27.0,106.0,341.0,114.0,2
0,32.0,27.0,95.0,364.0,120.0,2
0,60.0,90.0,75.0,687.0,164.0,2
