Y,red,green,blue,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,led_3_ir,pol_2,E
1,61.0,35.0,99.0,13060.0,3757.0,1681.0,515.0,632.0,193.0,0.0,0.0,0
0,86.0,20.0,87.0,14768.0,3426.0,2287.0,584.0,750.0,171.0,0.0,0.0,0
1,89.0,67.0,106.0,20401.0,5631.0,2355.0,629.0,1125.0,292.0,0.0,0.0,0
0,49.0,36.0,95.0,14022.0,4277.0,1529.0,431.0,683.0,224.0,0.0,0.0,0
1,62.0,6.0,97.0,10492.0,3148.0,1399.0,429.0,611.0,161.0,0.0,0.0,0
1,63.0,108.0,99.0,18318.0,6393.0,2405.0,633.0,1183.0,371.0,0.0,0.0,0
1,60.0,17.0,85.0,12607.0,3493.0,1236.0,405.0,704.0,195.0,0.0,0.0,0
1,102.0,53.0,65.0,18263.0,3897.0,2325.0,551.0,1020.0,207.0,0.0,0.0,0
1,83.0,62.0,86.0,16466.0,4548.0,2110.0,506.0,957.0,250.0,0.0,0.0,0
1,75.0,36.0,84.0,16036.0,4290.0,1996.0,506.0,798.0,191.0,0.0,0.0,0
1,54.0,22.0,107.0,12997.0,4070.0,1634.0,546.0,671.0,212.0,0.0,0.0,0
0,43.0,34.0,82.0,8829.0,2757.0,1303.0,408.0,561.0,186.0,0.0,0.0,0
1,95.0,18.0,82.0,20439.0,4023.0,2009.0,460.0,868.0,172.0,0.0,0.0,0
1,79.0,36.0,106.0,17436.0,5075.0,2193.0,594.0,834.0,210.0,0.0,0.0,0
0,50.0,20.0,99.0,11532.0,4123.0,1678.0,558.0,570.0,182.0,0.0,0.0,0
1,75.0,15.0,88.0,12871.0,3790.0,2271.0,617.0,737.0,183.0,0.0,0.0,0
0,52.0,19.0,107.0,11680.0,4163.0,1582.0,566.0,660.0,189.0,0.0,0.0,0
1,86.0,15.0,97.0,15503.0,4393.0,2189.0,498.0,688.0,206.0,0.0,0.0,0
1,49.0,83.0,72.0,15738.0,4107.0,1890.0,583.0,808.0,225.0,0.0,0.0,0
1,49.0,46.0,84.0,14074.0,4389.0,1591.0,437.0,655.0,195.0,0.0,0.0,0
0,26.0,54.0,102.0,11565.0,4751.0,1226.0,545.0,510.0,211.0,0.0,0.0,0
1,64.0,69.0,94.0,19317.0,5170.0,2269.0,656.0,864.0,272.0,0.0,0.0,0
1,76.0,81.0,94.0,18906.0,4451.0,1977.0,557.0,902.0,215.0,0.0,0.0,0
0,56.0,11.0,100.0,9855.0,3688.0,1339.0,441.0,555.0,192.0,0.0,0.0,0
1,51.0,70.0,94.0,15721.0,4763.0,1760.0,625.0,767.0,229.0,0.0,0.0,0
1,82.0,9.0,83.0,15163.0,3867.0,1420.0,364.0,765.0,182.0,0.0,0.0,0
1,83.0,59.0,87.0,15414.0,4410.0,2456.0,619.0,910.0,216.0,0.0,0.0,0
0,31.0,48.0,85.0,9444.0,3624.0,1209.0,425.0,647.0,194.0,0.0,0.0,0
1,85.0,70.0,80.0,20227.0,5243.0,2485.0,535.0,991.0,249.0,0.0,0.0,0
1,74.0,48.0,82.0,15466.0,3860.0,1919.0,515.0,752.0,166.0,0.0,0.0,0
0,33.0,4.0,95.0,9075.0,4212.0,982.0,421.0,451.0,158.0,0.0,0.0,0
1,59.0,46.0,102.0,15633.0,5479.0,2278.0,638.0,761.0,222.0,0.0,0.0,0
1,66.0,52.0,80.0,17302.0,4300.0,1894.0,492.0,834.0,197.0,0.0,0.0,0
1,44.0,34.0,99.0,11821.0,4359.0,1583.0,496.0,563.0,211.0,0.0,0.0,0
1,95.0,49.0,102.0,21004.0,5009.0,2920.0,744.0,1109.0,270.0,0.0,0.0,0
0,27.0,60.0,91.0,10527.0,4012.0,1538.0,597.0,529.0,188.0,0.0,0.0,0
1,76.0,17.0,86.0,14151.0,3631.0,1675.0,434.0,708.0,207.0,0.0,0.0,0
0,41.0,15.0,80.0,7730.0,2635.0,1401.0,453.0,440.0,140.0,0.0,0.0,0
0,57.0,1.0,79.0,9768.0,3065.0,1400.0,434.0,484.0,132.0,0.0,0.0,0
0,30.0,56.0,85.0,10408.0,3354.0,1358.0,567.0,568.0,215.0,0.0,0.0,0
1,71.0,62.0,72.0,13690.0,3034.0,2227.0,603.0,938.0,206.0,0.0,0.0,0
1,76.0,5.0,80.0,11805.0,3162.0,1717.0,385.0,749.0,195.0,0.0,0.0,0
1,74.0,7.0,107.0,15748.0,4311.0,1791.0,571.0,774.0,244.0,0.0,0.0,0
1,84.0,61.0,93.0,15894.0,4370.0,2374.0,615.0,824.0,218.0,0.0,0.0,0
1,95.0,57.0,69.0,17970.0,4046.0,2436.0,488.0,940.0,184.0,0.0,0.0,0
1,83.0,58.0,83.0,17055.0,4155.0,2457.0,578.0,976.0,227.0,0.0,0.0,0
1,75.0,29.0,97.0,15324.0,4114.0,1626.0,556.0,654.0,182.0,0.0,0.0,0
1,66.0,33.0,108.0,14969.0,4128.0,1927.0,607.0,803.0,232.0,0.0,0.0,0
1,71.0,49.0,87.0,15728.0,3664.0,1824.0,590.0,829.0,192.0,0.0,0.0,0
1,89.0,16.0,97.0,16004.0,4561.0,2265.0,477.0,768.0,197.0,0.0,0.0,0
1,87.0,45.0,101.0,18343.0,4854.0,2436.0,618.0,1009.0,285.0,0.0,0.0,0
1,71.0,31.0,68.0,14195.0,2965.0,1861.0,442.0,780.0,165.0,0.0,0.0,0
1,33.0,63.0,101.0,11937.0,4630.0,1650.0,672.0,598.0,224.0,0.0,0.0,0
1,74.0,53.0,89.0,16719.0,4363.0,2144.0,595.0,1006.0,222.0,0.0,0.0,0
0,63.0,4.0,83.0,11620.0,3584.0,1676.0,423.0,564.0,156.0,0.0,0.0,0
1,75.0,31.0,93.0,15850.0,4389.0,2012.0,554.0,757.0,208.0,0.0,0.0,0
0,48.0,36.0,72.0,11591.0,3279.0,1220.0,424.0,622.0,173.0,0.0,0.0,0
1,75.0,23.0,78.0,13618.0,3862.0,1764.0,442.0,704.0,153.0,0.0,0.0,0
1,89.0,18.0,91.0,16453.0,3882.0,1785.0,441.0,980.0,235.0,0.0,0.0,0
1,73.0,12.0,93.0,14409.0,4173.0,1922.0,455.0,751.0,182.0,0.0,0.0,0
0,47.0,19.0,81.0,9429.0,3072.0,1322.0,386.0,454.0,158.0,0.0,0.0,0
1,66.0,0.0,98.0,13816.0,4041.0,1707.0,431.0,631.0,199.0,0.0,0.0,0
1,87.0,18.0,99.0,17612.0,3752.0,1664.0,431.0,719.0,179.0,0.0,0.0,0
1,68.0,51.0,85.0,14162.0,3933.0,1885.0,615.0,721.0,215.0,0.0,0.0,0
1,55.0,43.0,93.0,14507.0,4411.0,1253.0,430.0,610.0,209.0,0.0,0.0,0
1,67.0,105.0,114.0,17631.0,5691.0,2890.0,752.0,1109.0,329.0,0.0,0.0,0
0,45.0,22.0,83.0,9990.0,3611.0,1185.0,352.0,510.0,171.0,0.0,0.0,0
1,73.0,30.0,94.0,14379.0,4150.0,1692.0,491.0,757.0,216.0,0.0,0.0,0
1,86.0,59.0,84.0,22562.0,4948.0,2281.0,458.0,897.0,222.0,0.0,0.0,0
1,63.0,53.0,107.0,14444.0,4782.0,1788.0,694.0,1008.0,294.0,0.0,0.0,0
1,57.0,20.0,89.0,11292.0,3921.0,1495.0,494.0,626.0,169.0,0.0,0.0,0
1,97.0,23.0,103.0,21821.0,4608.0,2412.0,619.0,934.0,209.0,0.0,0.0,0
1,76.0,23.0,79.0,12631.0,3065.0,1724.0,440.0,739.0,214.0,0.0,0.0,0
0,54.0,12.0,83.0,10049.0,2897.0,1346.0,421.0,612.0,184.0,0.0,0.0,0
0,52.0,40.0,83.0,13116.0,3991.0,1901.0,495.0,652.0,218.0,0.0,0.0,0
1,69.0,86.0,92.0,18303.0,4817.0,2510.0,725.0,998.0,243.0,0.0,0.0,0
0,51.0,38.0,90.0,13269.0,4362.0,1759.0,571.0,594.0,156.0,0.0,0.0,0
1,68.0,9.0,98.0,14372.0,5040.0,1933.0,574.0,618.0,197.0,0.0,0.0,0
1,66.0,48.0,72.0,14016.0,3662.0,2041.0,466.0,738.0,183.0,0.0,0.0,0
1,57.0,38.0,107.0,12449.0,3873.0,1741.0,566.0,788.0,262.0,0.0,0.0,0
1,51.0,27.0,83.0,9940.0,2953.0,1213.0,346.0,685.0,186.0,0.0,0.0,0
1,91.0,45.0,91.0,18509.0,4181.0,2376.0,610.0,1039.0,243.0,0.0,0.0,0
1,56.0,69.0,91.0,17694.0,4705.0,1864.0,611.0,882.0,216.0,0.0,0.0,0
1,47.0,63.0,90.0,10814.0,4296.0,1585.0,454.0,671.0,246.0,0.0,0.0,0
1,111.0,19.0,110.0,20364.0,3782.0,2721.0,703.0,1066.0,238.0,0.0,0.0,0
0,66.0,19.0,93.0,14745.0,4352.0,1881.0,512.0,694.0,163.0,0.0,0.0,0
1,68.0,45.0,87.0,12697.0,4127.0,1935.0,537.0,704.0,215.0,0.0,0.0,0
1,69.0,46.0,88.0,15080.0,3485.0,1853.0,512.0,830.0,220.0,0.0,0.0,0
0,41.0,13.0,81.0,7028.0,2530.0,1194.0,369.0,461.0,149.0,0.0,0.0,0
1,86.0,71.0,115.0,24611.0,7352.0,2832.0,911.0,1090.0,267.0,0.0,0.0,0
1,72.0,48.0,98.0,16841.0,4953.0,2118.0,561.0,787.0,250.0,0.0,0.0,0
0,31.0,28.0,83.0,7001.0,3441.0,959.0,438.0,446.0,166.0,0.0,0.0,0
1,77.0,70.0,83.0,16652.0,4613.0,2737.0,614.0,823.0,196.0,0.0,0.0,0
1,68.0,8.0,97.0,12656.0,3185.0,1726.0,497.0,697.0,227.0,0.0,0.0,0
0,37.0,35.0,90.0,10029.0,3889.0,1124.0,387.0,562.0,199.0,0.0,0.0,0
1,45.0,99.0,69.0,17846.0,4322.0,2048.0,583.0,899.0,231.0,0.0,0.0,0
1,104.0,6.0,90.0,20037.0,4212.0,2116.0,526.0,1020.0,239.0,0.0,0.0,0
0,56.0,26.0,86.0,11369.0,4047.0,1438.0,403.0,604.0,170.0,0.0,0.0,0
1,69.0,96.0,98.0,20033.0,6105.0,2182.0,634.0,922.0,273.0,0.0,0.0,0
0,36.0,22.0,97.0,6459.0,2858.0,1109.0,444.0,452.0,157.0,0.0,0.0,0
1,67.0,46.0,73.0,14729.0,3946.0,1608.0,470.0,643.0,167.0,0.0,0.0,0
1,82.0,52.0,103.0,17813.0,4611.0,2145.0,639.0,964.0,261.0,0.0,0.0,0
1,62.0,2.0,71.0,11017.0,2950.0,1452.0,333.0,511.0,122.0,0.0,0.0,0
0,57.0,2.0,95.0,10142.0,3120.0,1347.0,411.0,532.0,171.0,0.0,0.0,0
1,61.0,24.0,72.0,12062.0,3373.0,1439.0,324.0,574.0,150.0,0.0,0.0,0
1,69.0,64.0,96.0,16853.0,4217.0,2395.0,643.0,792.0,195.0,0.0,0.0,0
1,71.0,83.0,86.0,19638.0,5033.0,2566.0,653.0,1038.0,270.0,0.0,0.0,0
1,93.0,71.0,80.0,20550.0,4933.0,2802.0,525.0,967.0,259.0,0.0,0.0,0
1,79.0,73.0,100.0,19409.0,5305.0,2317.0,591.0,925.0,297.0,0.0,0.0,0
1,68.0,31.0,115.0,15212.0,5110.0,1827.0,618.0,627.0,183.0,0.0,0.0,0
1,70.0,82.0,93.0,16896.0,5218.0,3043.0,862.0,964.0,247.0,0.0,0.0,0
1,73.0,25.0,89.0,13650.0,3840.0,1900.0,518.0,636.0,188.0,0.0,0.0,0
1,65.0,54.0,90.0,14967.0,4743.0,2367.0,681.0,698.0,206.0,0.0,0.0,0
1,71.0,34.0,71.0,13810.0,3725.0,1892.0,507.0,735.0,163.0,0.0,0.0,0
1,76.0,39.0,71.0,13956.0,3363.0,1864.0,425.0,930.0,182.0,0.0,0.0,0
1,85.0,20.0,82.0,16019.0,3355.0,2210.0,517.0,512.0,154.0,0.0,0.0,0
0,67.0,5.0,76.0,11397.0,3154.0,1440.0,458.0,557.0,152.0,0.0,0.0,0
1,61.0,3.0,87.0,11120.0,3608.0,1594.0,428.0,688.0,177.0,0.0,0.0,0
1,64.0,75.0,80.0,16748.0,4464.0,1969.0,504.0,1024.0,275.0,0.0,0.0,0
0,58.0,11.0,92.0,10053.0,3343.0,1636.0,521.0,450.0,142.0,0.0,0.0,0
1,75.0,26.0,91.0,14666.0,4061.0,1579.0,450.0,828.0,211.0,0.0,0.0,0
0,55.0,36.0,70.0,10550.0,2707.0,1435.0,408.0,663.0,174.0,0.0,0.0,0
1,94.0,3.0,98.0,18876.0,5235.0,2508.0,625.0,870.0,247.0,0.0,0.0,0
0,69.0,11.0,57.0,10023.0,2105.0,1479.0,299.0,473.0,112.0,0.0,0.0,0
1,54.0,82.0,102.0,16647.0,4796.0,2151.0,749.0,840.0,219.0,0.0,0.0,0
1,63.0,48.0,93.0,13518.0,4474.0,2272.0,591.0,853.0,246.0,0.0,0.0,0
1,52.0,58.0,106.0,14621.0,4789.0,1664.0,562.0,696.0,211.0,0.0,0.0,0
1,72.0,49.0,80.0,14230.0,3626.0,1703.0,474.0,868.0,208.0,0.0,0.0,0
1,63.0,23.0,80.0,11806.0,3135.0,1579.0,410.0,593.0,163.0,0.0,0.0,0
1,50.0,25.0,74.0,10495.0,3442.0,1233.0,402.0,471.0,145.0,0.0,0.0,0
1,63.0,33.0,85.0,12817.0,3485.0,1709.0,448.0,768.0,211.0,0.0,0.0,0
1,76.0,102.0,92.0,23267.0,6189.0,2621.0,685.0,899.0,254.0,0.0,0.0,0
0,39.0,35.0,72.0,9151.0,3277.0,1213.0,370.0,462.0,146.0,0.0,0.0,0
0,51.0,25.0,81.0,9877.0,3417.0,1306.0,404.0,637.0,176.0,0.0,0.0,0
1,48.0,61.0,89.0,11500.0,3521.0,1936.0,545.0,659.0,193.0,0.0,0.0,0
0,68.0,16.0,96.0,11582.0,3180.0,1639.0,502.0,572.0,187.0,0.0,0.0,0
0,40.0,45.0,90.0,8046.0,3980.0,1539.0,526.0,593.0,182.0,0.0,0.0,0
1,70.0,56.0,90.0,14565.0,4105.0,1597.0,485.0,906.0,231.0,0.0,0.0,0
0,38.0,34.0,87.0,10720.0,3599.0,1337.0,498.0,489.0,193.0,0.0,0.0,0
1,83.0,50.0,73.0,19062.0,4384.0,2218.0,506.0,902.0,207.0,0.0,0.0,0
0,32.0,60.0,94.0,12378.0,5041.0,1705.0,509.0,599.0,230.0,0.0,0.0,0
1,106.0,20.0,91.0,21179.0,4231.0,2314.0,514.0,974.0,212.0,0.0,0.0,0
1,73.0,59.0,81.0,17249.0,4736.0,2477.0,607.0,666.0,166.0,0.0,0.0,0
0,38.0,41.0,102.0,9719.0,3811.0,1217.0,561.0,682.0,227.0,0.0,0.0,0
1,72.0,41.0,81.0,13054.0,4526.0,2123.0,501.0,811.0,192.0,0.0,0.0,0
1,85.0,28.0,106.0,19415.0,4971.0,2190.0,546.0,955.0,278.0,0.0,0.0,0
1,65.0,72.0,109.0,16421.0,5425.0,2510.0,709.0,1056.0,309.0,0.0,0.0,0
0,37.0,28.0,90.0,9178.0,3396.0,1123.0,422.0,509.0,170.0,0.0,0.0,0
0,56.0,12.0,96.0,11211.0,3379.0,1411.0,418.0,544.0,166.0,0.0,0.0,0
1,51.0,20.0,100.0,9783.0,3621.0,1560.0,568.0,620.0,199.0,0.0,0.0,0
1,96.0,46.0,85.0,22151.0,5226.0,2572.0,521.0,883.0,214.0,0.0,0.0,0
0,49.0,36.0,82.0,9638.0,3101.0,1526.0,472.0,535.0,190.0,0.0,0.0,0
1,61.0,49.0,66.0,14190.0,3962.0,1831.0,421.0,700.0,177.0,0.0,0.0,0
1,88.0,24.0,81.0,17086.0,4246.0,1770.0,427.0,642.0,165.0,0.0,0.0,0
1,71.0,37.0,97.0,12965.0,4040.0,2098.0,532.0,857.0,211.0,0.0,0.0,0
1,55.0,52.0,114.0,13980.0,3881.0,1815.0,643.0,757.0,213.0,0.0,0.0,0
1,60.0,18.0,96.0,12391.0,3515.0,1431.0,443.0,659.0,174.0,0.0,0.0,0
1,100.0,29.0,69.0,20079.0,4207.0,2051.0,436.0,1013.0,188.0,0.0,0.0,0
1,86.0,55.0,100.0,19161.0,5065.0,2272.0,652.0,924.0,199.0,0.0,0.0,0
1,37.0,54.0,82.0,9811.0,3306.0,1458.0,461.0,596.0,165.0,0.0,0.0,0
1,75.0,38.0,80.0,14877.0,3977.0,1851.0,423.0,875.0,220.0,0.0,0.0,0
0,37.0,63.0,80.0,12328.0,4179.0,1768.0,579.0,524.0,184.0,0.0,0.0,0
0,56.0,11.0,92.0,12079.0,3448.0,1147.0,478.0,543.0,169.0,0.0,0.0,0
1,98.0,43.0,75.0,18897.0,4461.0,2416.0,521.0,1102.0,218.0,0.0,0.0,0
1,77.0,8.0,67.0,13348.0,2977.0,1845.0,382.0,635.0,143.0,0.0,0.0,0
1,88.0,49.0,85.0,17040.0,4193.0,1884.0,528.0,1004.0,244.0,0.0,0.0,0
1,58.0,45.0,96.0,15434.0,4627.0,2059.0,580.0,660.0,207.0,0.0,0.0,0
1,75.0,29.0,79.0,15807.0,3883.0,2138.0,517.0,697.0,167.0,0.0,0.0,0
1,60.0,39.0,110.0,13488.0,4693.0,1906.0,678.0,744.0,249.0,0.0,0.0,0
1,67.0,31.0,94.0,13529.0,4198.0,1614.0,532.0,585.0,163.0,0.0,0.0,0
0,50.0,12.0,71.0,7348.0,1862.0,871.0,311.0,525.0,151.0,0.0,0.0,0
0,24.0,38.0,85.0,6932.0,3207.0,1015.0,456.0,461.0,203.0,0.0,0.0,0
0,58.0,14.0,96.0,13637.0,3998.0,1472.0,403.0,577.0,199.0,0.0,0.0,0
0,76.0,18.0,76.0,10756.0,2738.0,1444.0,418.0,664.0,144.0,0.0,0.0,0
1,82.0,32.0,95.0,14823.0,4361.0,1893.0,511.0,889.0,219.0,0.0,0.0,0
1,87.0,50.0,94.0,18086.0,4858.0,2394.0,574.0,955.0,223.0,0.0,0.0,0
1,67.0,45.0,115.0,13152.0,4610.0,1916.0,534.0,850.0,284.0,0.0,0.0,0
1,75.0,36.0,97.0,14881.0,4482.0,1897.0,525.0,800.0,226.0,0.0,0.0,0
0,60.0,15.0,78.0,9850.0,2985.0,1559.0,376.0,552.0,137.0,0.0,0.0,0
0,17.0,19.0,90.0,6180.0,3400.0,850.0,384.0,361.0,146.0,0.0,0.0,0
1,73.0,35.0,96.0,15983.0,4829.0,1886.0,515.0,848.0,230.0,0.0,0.0,0
1,94.0,13.0,81.0,19688.0,4793.0,2156.0,427.0,811.0,198.0,0.0,0.0,0
1,77.0,58.0,119.0,19461.0,6457.0,2372.0,806.0,1047.0,322.0,0.0,0.0,0
1,88.0,12.0,82.0,18310.0,4288.0,1839.0,525.0,813.0,163.0,0.0,0.0,0
1,54.0,53.0,77.0,12243.0,3805.0,1813.0,517.0,704.0,205.0,0.0,0.0,0
1,60.0,49.0,92.0,16017.0,4166.0,1826.0,435.0,699.0,230.0,0.0,0.0,0
1,45.0,72.0,94.0,13378.0,4226.0,2082.0,662.0,831.0,264.0,0.0,0.0,0
1,76.0,53.0,91.0,18762.0,4796.0,2006.0,620.0,1042.0,262.0,0.0,0.0,0
0,10.0,51.0,92.0,9138.0,4114.0,1119.0,475.0,554.0,235.0,0.0,0.0,0
1,68.0,10.0,82.0,15736.0,4002.0,1259.0,334.0,657.0,163.0,0.0,0.0,0
0,40.0,2.0,74.0,8628.0,2646.0,1000.0,327.0,402.0,111.0,0.0,0.0,0
1,104.0,61.0,82.0,19690.0,4710.0,2981.0,681.0,1266.0,271.0,0.0,0.0,0
0,34.0,25.0,89.0,8282.0,3355.0,1100.0,392.0,359.0,128.0,0.0,0.0,0
1,75.0,74.0,90.0,12222.0,3643.0,2483.0,706.0,1102.0,283.0,0.0,0.0,0
1,53.0,46.0,89.0,15496.0,4476.0,1604.0,460.0,754.0,254.0,0.0,0.0,0
1,71.0,44.0,82.0,13625.0,3997.0,2278.0,546.0,945.0,230.0,0.0,0.0,0
1,55.0,26.0,107.0,14255.0,4818.0,1370.0,556.0,630.0,201.0,0.0,0.0,0
0,53.0,48.0,77.0,11510.0,3043.0,1373.0,450.0,771.0,189.0,0.0,0.0,0
0,33.0,34.0,86.0,8281.0,3139.0,1254.0,420.0,365.0,146.0,0.0,0.0,0
1,68.0,73.0,86.0,16699.0,5301.0,2332.0,586.0,768.0,222.0,0.0,0.0,0
1,85.0,84.0,89.0,26009.0,6822.0,2607.0,687.0,1125.0,281.0,0.0,0.0,0
1,76.0,36.0,92.0,15434.0,4295.0,2238.0,682.0,729.0,168.0,0.0,0.0,0
1,62.0,29.0,88.0,12259.0,3276.0,1767.0,546.0,734.0,177.0,0.0,0.0,0
1,62.0,18.0,94.0,11881.0,4277.0,1580.0,425.0,604.0,165.0,0.0,0.0,0
1,57.0,40.0,95.0,10885.0,3520.0,1653.0,519.0,628.0,212.0,0.0,0.0,0
0,39.0,80.0,66.0,11357.0,3375.0,1870.0,490.0,644.0,185.0,0.0,0.0,0
1,81.0,10.0,90.0,14263.0,3702.0,1883.0,539.0,883.0,227.0,0.0,0.0,0
0,69.0,13.0,72.0,13572.0,3446.0,1629.0,375.0,640.0,152.0,0.0,0.0,0
1,80.0,47.0,95.0,16936.0,4367.0,2193.0,612.0,975.0,252.0,0.0,0.0,0
1,102.0,33.0,100.0,20739.0,5601.0,2303.0,596.0,1066.0,273.0,0.0,0.0,0
1,88.0,35.0,107.0,19221.0,5352.0,1859.0,591.0,970.0,226.0,0.0,0.0,0
1,76.0,27.0,86.0,14478.0,3961.0,1673.0,433.0,776.0,164.0,0.0,0.0,0
1,79.0,51.0,91.0,18542.0,4942.0,2284.0,567.0,871.0,259.0,0.0,0.0,0
1,69.0,19.0,97.0,13701.0,3728.0,1943.0,508.0,702.0,233.0,0.0,0.0,0
1,84.0,18.0,82.0,17695.0,4436.0,1944.0,436.0,742.0,199.0,0.0,0.0,0
0,57.0,27.0,92.0,11549.0,3223.0,1784.0,566.0,583.0,216.0,0.0,0.0,0
0,44.0,15.0,97.0,9225.0,3500.0,936.0,384.0,559.0,165.0,0.0,0.0,0
1,89.0,13.0,79.0,15718.0,3875.0,1911.0,387.0,642.0,161.0,0.0,0.0,0
1,66.0,64.0,88.0,16905.0,5055.0,2180.0,509.0,826.0,195.0,0.0,0.0,0
1,70.0,30.0,92.0,15584.0,4023.0,1969.0,529.0,795.0,210.0,0.0,0.0,0
1,58.0,42.0,106.0,12359.0,4194.0,1475.0,569.0,703.0,251.0,0.0,0.0,0
0,67.0,3.0,95.0,15278.0,4578.0,1528.0,437.0,710.0,182.0,0.0,0.0,0
0,29.0,52.0,85.0,9982.0,3722.0,1100.0,388.0,567.0,216.0,0.0,0.0,0
1,63.0,26.0,94.0,12649.0,3515.0,1948.0,493.0,623.0,174.0,0.0,0.0,0
1,67.0,48.0,95.0,14440.0,3579.0,1732.0,469.0,865.0,241.0,0.0,0.0,0
0,47.0,24.0,79.0,10544.0,3602.0,1363.0,423.0,485.0,161.0,0.0,0.0,0
0,36.0,15.0,89.0,7708.0,3143.0,1071.0,489.0,464.0,150.0,0.0,0.0,0
1,53.0,40.0,78.0,11046.0,3515.0,1483.0,430.0,633.0,158.0,0.0,0.0,0
1,64.0,36.0,112.0,14919.0,4411.0,1939.0,673.0,783.0,258.0,0.0,0.0,0
0,46.0,11.0,88.0,11123.0,3337.0,1400.0,429.0,553.0,167.0,0.0,0.0,0
1,72.0,51.0,103.0,18833.0,6174.0,1881.0,479.0,863.0,256.0,0.0,0.0,0
1,98.0,36.0,82.0,18484.0,4173.0,2546.0,577.0,1012.0,215.0,0.0,0.0,0
1,64.0,31.0,97.0,15620.0,3963.0,1793.0,555.0,798.0,214.0,0.0,0.0,0
1,79.0,24.0,110.0,17333.0,4545.0,2076.0,601.0,707.0,232.0,0.0,0.0,0
0,35.0,18.0,104.0,7249.0,4101.0,1339.0,525.0,612.0,228.0,0.0,0.0,0
0,60.0,24.0,91.0,13252.0,4170.0,1591.0,436.0,675.0,193.0,0.0,0.0,0
0,54.0,47.0,72.0,14260.0,3999.0,1624.0,454.0,498.0,180.0,0.0,0.0,0
1,60.0,49.0,90.0,12919.0,4302.0,1658.0,453.0,806.0,248.0,0.0,0.0,0
0,45.0,5.0,96.0,8592.0,3408.0,1297.0,419.0,401.0,170.0,0.0,0.0,0
1,57.0,11.0,110.0,13295.0,3935.0,1347.0,432.0,741.0,232.0,0.0,0.0,0
0,53.0,28.0,99.0,11139.0,3940.0,1901.0,666.0,570.0,161.0,0.0,0.0,0
1,63.0,41.0,89.0,14025.0,4181.0,1832.0,519.0,799.0,208.0,0.0,0.0,0
0,39.0,53.0,65.0,10465.0,3663.0,1522.0,388.0,513.0,151.0,0.0,0.0,0
1,105.0,27.0,91.0,19165.0,4662.0,2359.0,460.0,1022.0,212.0,0.0,0.0,0
0,46.0,38.0,86.0,9266.0,3226.0,1776.0,503.0,539.0,199.0,0.0,0.0,0
