Y,red,green,blue,ir_1,vis_1,ir_3,vis_3,E
0,89.0,67.0,106.0,19028.0,4132.0,849.0,221.0,0
0,50.0,20.0,99.0,10154.0,2968.0,590.0,129.0,0
1,56.0,69.0,91.0,12057.0,3622.0,406.0,100.0,0
1,50.0,25.0,74.0,9590.0,2467.0,230.0,59.0,0
1,63.0,33.0,85.0,12127.0,3003.0,333.0,73.0,0
0,46.0,36.0,92.0,9851.0,2933.0,469.0,148.0,0
0,69.0,15.0,100.0,11687.0,3593.0,676.0,138.0,0
1,86.0,55.0,100.0,18706.0,4148.0,392.0,91.0,0
1,55.0,36.0,70.0,10413.0,2535.0,299.0,57.0,0
0,75.0,31.0,93.0,14861.0,3034.0,681.0,129.0,0
0,79.0,36.0,106.0,14147.0,3359.0,798.0,216.0,0
1,73.0,59.0,81.0,16142.0,2998.0,373.0,81.0,0
0,64.0,69.0,94.0,17543.0,5252.0,854.0,193.0,0
0,86.0,59.0,84.0,19461.0,4641.0,900.0,206.0,0
1,63.0,23.0,80.0,11661.0,2945.0,329.0,65.0,0
0,86.0,15.0,97.0,16117.0,3473.0,631.0,148.0,0
1,65.0,54.0,90.0,15055.0,3683.0,341.0,103.0,0
0,56.0,39.0,82.0,11010.0,2552.0,613.0,140.0,0
1,57.0,38.0,107.0,11383.0,3038.0,297.0,87.0,0
0,31.0,48.0,85.0,8860.0,3110.0,404.0,125.0,0
1,93.0,71.0,80.0,14024.0,3542.0,484.0,86.0,0
1,71.0,37.0,97.0,15674.0,3855.0,308.0,80.0,0
1,61.0,49.0,66.0,12748.0,3236.0,291.0,53.0,0
1,37.0,54.0,82.0,10175.0,3533.0,258.0,77.0,0
0,56.0,11.0,100.0,11204.0,3064.0,456.0,151.0,0
0,63.0,4.0,83.0,12001.0,2521.0,442.0,116.0,0
0,83.0,62.0,86.0,19329.0,4300.0,819.0,189.0,0
0,51.0,56.0,69.0,9859.0,3945.0,621.0,145.0,0
1,111.0,19.0,110.0,19189.0,3170.0,427.0,80.0,0
0,67.0,105.0,114.0,19295.0,5990.0,987.0,239.0,0
0,75.0,23.0,78.0,12828.0,2683.0,560.0,109.0,0
1,96.0,46.0,85.0,17455.0,3684.0,434.0,81.0,0
1,55.0,52.0,114.0,11754.0,3492.0,395.0,103.0,0
0,68.0,51.0,85.0,16055.0,3288.0,584.0,132.0,0
0,63.0,49.0,75.0,13888.0,2516.0,701.0,144.0,0
0,59.0,57.0,94.0,14977.0,3950.0,632.0,141.0,0
0,44.0,34.0,99.0,9489.0,2915.0,446.0,162.0,0
1,85.0,28.0,106.0,14042.0,3332.0,401.0,85.0,0
1,69.0,64.0,96.0,16973.0,4376.0,364.0,103.0,0
0,45.0,21.0,90.0,8777.0,2254.0,511.0,125.0,0
0,75.0,29.0,97.0,14377.0,3396.0,724.0,167.0,0
1,51.0,20.0,100.0,10622.0,2649.0,265.0,60.0,0
1,79.0,73.0,100.0,18333.0,4971.0,490.0,88.0,0
1,106.0,20.0,91.0,17755.0,3657.0,391.0,62.0,0
1,100.0,29.0,69.0,14642.0,2294.0,428.0,69.0,0
0,41.0,15.0,80.0,7292.0,2027.0,352.0,106.0,0
0,85.0,70.0,80.0,18779.0,4533.0,725.0,168.0,0
1,91.0,45.0,91.0,18236.0,4064.0,390.0,70.0,0
0,51.0,70.0,94.0,14170.0,4820.0,723.0,183.0,0
1,50.0,12.0,71.0,6689.0,1580.0,210.0,49.0,0
0,66.0,52.0,80.0,16052.0,3226.0,672.0,176.0,0
0,76.0,81.0,94.0,20736.0,5313.0,776.0,236.0,0
0,87.0,18.0,99.0,15522.0,3646.0,690.0,183.0,0
0,67.0,15.0,94.0,12342.0,2721.0,597.0,161.0,0
0,59.0,46.0,102.0,13309.0,3779.0,558.0,156.0,0
1,48.0,61.0,89.0,12864.0,4348.0,317.0,80.0,0
1,58.0,45.0,96.0,13204.0,4200.0,353.0,78.0,0
1,57.0,2.0,95.0,12522.0,2821.0,294.0,59.0,0
0,43.0,34.0,82.0,10279.0,2524.0,533.0,132.0,0
1,76.0,102.0,92.0,20996.0,4692.0,517.0,134.0,0
1,75.0,29.0,79.0,15016.0,2868.0,342.0,62.0,0
0,67.0,29.0,113.0,14328.0,3817.0,659.0,149.0,0
0,83.0,59.0,87.0,16158.0,4065.0,866.0,193.0,0
1,69.0,11.0,57.0,11503.0,2402.0,256.0,38.0,0
1,61.0,24.0,72.0,11503.0,2400.0,293.0,52.0,0
1,63.0,48.0,93.0,13192.0,3675.0,318.0,88.0,0
1,68.0,9.0,98.0,11779.0,2843.0,300.0,61.0,0
1,54.0,12.0,83.0,8999.0,2678.0,254.0,47.0,0
1,72.0,48.0,98.0,13713.0,3203.0,370.0,77.0,0
0,66.0,0.0,98.0,10584.0,2797.0,498.0,131.0,0
0,71.0,49.0,87.0,12825.0,3254.0,754.0,174.0,0
1,45.0,99.0,69.0,16565.0,4527.0,380.0,87.0,0
1,76.0,18.0,76.0,14157.0,3118.0,268.0,63.0,0
0,67.0,25.0,87.0,13113.0,2444.0,546.0,141.0,0
1,56.0,11.0,92.0,8319.0,2185.0,255.0,63.0,0
0,83.0,58.0,83.0,19444.0,3978.0,612.0,138.0,0
1,51.0,27.0,83.0,9344.0,2669.0,310.0,69.0,0
0,57.0,45.0,101.0,16002.0,4107.0,723.0,172.0,0
0,45.0,22.0,83.0,6044.0,2317.0,402.0,104.0,0
1,88.0,24.0,81.0,13837.0,2829.0,435.0,81.0,0
1,51.0,38.0,90.0,10840.0,3556.0,294.0,87.0,0
0,75.0,77.0,96.0,18955.0,3681.0,453.0,190.0,1
0,93.0,73.0,91.0,25345.0,5805.0,504.0,194.0,1
0,32.0,54.0,92.0,10656.0,2739.0,265.0,148.0,1
1,62.0,7.0,103.0,9813.0,2773.0,155.0,69.0,1
1,22.0,6.0,99.0,5092.0,2679.0,91.0,45.0,1
1,88.0,96.0,96.0,23328.0,5243.0,281.0,119.0,1
0,81.0,45.0,104.0,14051.0,3483.0,346.0,176.0,1
1,67.0,19.0,71.0,13565.0,2662.0,160.0,52.0,1
1,42.0,50.0,91.0,11338.0,3040.0,174.0,76.0,1
0,70.0,26.0,82.0,13079.0,2728.0,273.0,139.0,1
0,82.0,7.0,108.0,13584.0,3641.0,347.0,155.0,1
1,48.0,51.0,94.0,11882.0,3983.0,183.0,75.0,1
1,73.0,8.0,101.0,11176.0,2910.0,171.0,72.0,1
0,83.0,63.0,91.0,18995.0,4543.0,452.0,186.0,1
1,64.0,18.0,85.0,12231.0,2752.0,151.0,59.0,1
1,63.0,22.0,87.0,11387.0,3533.0,155.0,65.0,1
0,30.0,49.0,78.0,10698.0,3215.0,208.0,130.0,1
1,79.0,74.0,86.0,22060.0,4442.0,228.0,88.0,1
0,63.0,6.0,117.0,14087.0,3443.0,270.0,143.0,1
0,35.0,76.0,102.0,15176.0,4506.0,337.0,176.0,1
1,105.0,56.0,104.0,20213.0,4654.0,256.0,134.0,1
0,55.0,99.0,102.0,16019.0,4300.0,414.0,266.0,1
1,26.0,55.0,85.0,8062.0,3310.0,146.0,73.0,1
0,59.0,46.0,92.0,11091.0,3375.0,301.0,167.0,1
0,78.0,26.0,98.0,15146.0,4126.0,353.0,179.0,1
0,73.0,64.0,97.0,14938.0,3800.0,400.0,177.0,1
0,47.0,40.0,90.0,10907.0,3438.0,235.0,134.0,1
0,31.0,17.0,85.0,6101.0,2388.0,154.0,95.0,1
1,51.0,53.0,73.0,12764.0,2845.0,156.0,68.0,1
1,96.0,29.0,108.0,16484.0,3974.0,222.0,108.0,1
0,26.0,57.0,87.0,10397.0,2626.0,239.0,156.0,1
0,76.0,28.0,88.0,12885.0,3053.0,312.0,138.0,1
0,72.0,22.0,79.0,12618.0,2289.0,298.0,107.0,1
0,46.0,53.0,68.0,11036.0,3057.0,276.0,119.0,1
1,96.0,66.0,81.0,21189.0,4831.0,250.0,110.0,1
0,72.0,7.0,75.0,12016.0,2232.0,262.0,119.0,1
1,59.0,97.0,78.0,16744.0,5137.0,227.0,109.0,1
1,54.0,36.0,96.0,9948.0,3227.0,158.0,86.0,1
1,62.0,31.0,84.0,11886.0,2627.0,164.0,64.0,1
0,69.0,62.0,81.0,16814.0,3590.0,362.0,217.0,1
0,75.0,36.0,98.0,16852.0,4060.0,354.0,194.0,1
1,65.0,26.0,69.0,12025.0,2724.0,169.0,50.0,1
0,48.0,20.0,77.0,8594.0,2034.0,235.0,130.0,1
0,68.0,33.0,85.0,14282.0,3074.0,312.0,168.0,1
1,34.0,38.0,94.0,7693.0,2538.0,136.0,74.0,1
1,59.0,46.0,114.0,13931.0,4300.0,169.0,90.0,1
0,63.0,48.0,112.0,14889.0,3911.0,323.0,149.0,1
0,119.0,68.0,104.0,24564.0,5054.0,554.0,265.0,1
1,27.0,31.0,87.0,6917.0,2219.0,117.0,66.0,1
0,49.0,19.0,90.0,10904.0,3140.0,205.0,105.0,1
1,43.0,20.0,96.0,9169.0,2712.0,118.0,69.0,1
1,57.0,37.0,84.0,10385.0,3507.0,167.0,76.0,1
0,101.0,23.0,101.0,17401.0,3379.0,381.0,168.0,1
1,70.0,8.0,94.0,13314.0,2923.0,172.0,65.0,1
1,56.0,24.0,115.0,10640.0,3216.0,172.0,83.0,1
0,60.0,80.0,87.0,14764.0,3725.0,416.0,193.0,1
1,65.0,6.0,74.0,11560.0,2296.0,123.0,41.0,1
0,52.0,16.0,71.0,8340.0,1877.0,182.0,115.0,1
1,89.0,82.0,82.0,21528.0,4217.0,256.0,122.0,1
0,49.0,35.0,88.0,10400.0,2682.0,224.0,112.0,1
1,67.0,64.0,86.0,13009.0,3776.0,211.0,104.0,1
0,53.0,67.0,97.0,12665.0,3394.0,298.0,178.0,1
0,113.0,58.0,117.0,21671.0,5188.0,501.0,236.0,1
0,46.0,1.0,102.0,7943.0,3169.0,219.0,110.0,1
0,63.0,25.0,80.0,11396.0,2790.0,230.0,123.0,1
1,35.0,54.0,93.0,11606.0,3780.0,151.0,73.0,1
0,48.0,77.0,100.0,14711.0,3569.0,351.0,197.0,1
1,68.0,10.0,103.0,13462.0,3509.0,141.0,71.0,1
0,68.0,44.0,112.0,14036.0,3631.0,349.0,182.0,1
1,95.0,45.0,95.0,19418.0,4107.0,220.0,106.0,1
0,38.0,22.0,83.0,7129.0,2286.0,200.0,120.0,1
1,75.0,67.0,96.0,21034.0,4787.0,217.0,100.0,1
1,70.0,37.0,77.0,14971.0,2592.0,178.0,64.0,1
0,44.0,33.0,78.0,8698.0,2146.0,225.0,118.0,1
1,88.0,24.0,84.0,14782.0,3135.0,193.0,69.0,1
1,71.0,33.0,93.0,15181.0,3417.0,169.0,68.0,1
0,62.0,58.0,98.0,16466.0,4432.0,328.0,189.0,1
1,62.0,6.0,106.0,10299.0,2688.0,130.0,65.0,1
0,66.0,23.0,72.0,10900.0,2230.0,327.0,129.0,1
1,49.0,45.0,93.0,10220.0,3016.0,162.0,60.0,1
0,46.0,36.0,95.0,12085.0,3236.0,285.0,140.0,1
0,59.0,3.0,86.0,9479.0,2413.0,238.0,120.0,1
0,76.0,65.0,98.0,19469.0,4532.0,427.0,221.0,1
1,83.0,18.0,92.0,15004.0,2751.0,194.0,72.0,1
1,73.0,26.0,79.0,14078.0,2621.0,179.0,75.0,1
0,41.0,43.0,96.0,9893.0,3927.0,254.0,160.0,1
1,45.0,51.0,83.0,13212.0,2906.0,158.0,62.0,1
0,51.0,76.0,87.0,13099.0,3722.0,351.0,139.0,1
1,36.0,3.0,75.0,5333.0,1673.0,114.0,45.0,1
0,81.0,40.0,96.0,16209.0,4113.0,336.0,153.0,1
0,45.0,2.0,68.0,7296.0,1927.0,182.0,75.0,1
1,50.0,21.0,105.0,10371.0,3072.0,131.0,76.0,1
0,99.0,43.0,115.0,19666.0,4420.0,452.0,216.0,1
0,75.0,2.0,85.0,10703.0,2789.0,296.0,128.0,1
0,59.0,58.0,74.0,11213.0,2866.0,311.0,167.0,1
1,65.0,84.0,106.0,20406.0,5469.0,230.0,129.0,1
1,54.0,19.0,79.0,7973.0,2491.0,121.0,61.0,1
0,81.0,68.0,82.0,16898.0,3748.0,391.0,165.0,1
0,50.0,31.0,97.0,8947.0,2845.0,276.0,144.0,1
1,62.0,38.0,78.0,14342.0,3072.0,175.0,53.0,1
0,17.0,39.0,86.0,6088.0,2466.0,179.0,107.0,1
0,47.0,28.0,90.0,9800.0,3225.0,235.0,122.0,1
1,32.0,11.0,104.0,6445.0,2449.0,109.0,53.0,1
1,40.0,42.0,104.0,9836.0,3303.0,160.0,80.0,1
1,83.0,37.0,90.0,15166.0,3125.0,189.0,81.0,1
1,91.0,18.0,93.0,18114.0,4255.0,214.0,68.0,1
0,59.0,5.0,85.0,11526.0,2861.0,279.0,119.0,1
0,47.0,29.0,77.0,7786.0,2284.0,292.0,135.0,1
1,70.0,32.0,92.0,14285.0,4404.0,182.0,73.0,1
1,55.0,40.0,91.0,12820.0,2517.0,170.0,74.0,1
1,81.0,47.0,86.0,15876.0,3148.0,206.0,85.0,1
0,60.0,9.0,116.0,11980.0,3690.0,276.0,177.0,1
1,44.0,50.0,115.0,11778.0,4022.0,157.0,97.0,1
1,73.0,17.0,103.0,11061.0,3204.0,192.0,79.0,1
0,78.0,4.0,78.0,11962.0,2774.0,299.0,104.0,1
1,55.0,29.0,79.0,8800.0,2380.0,139.0,62.0,1
0,17.0,17.0,111.0,5565.0,2635.0,159.0,143.0,1
0,96.0,7.0,98.0,16256.0,3509.0,370.0,178.0,1
1,77.0,37.0,78.0,17884.0,3794.0,188.0,76.0,1
0,85.0,74.0,118.0,18147.0,5105.0,488.0,250.0,1
0,49.0,58.0,93.0,13424.0,3325.0,298.0,144.0,1
1,87.0,39.0,73.0,17604.0,3313.0,214.0,80.0,1
1,54.0,9.0,67.0,7974.0,1554.0,126.0,43.0,1
1,60.0,27.0,88.0,9216.0,2311.0,163.0,68.0,1
0,63.0,41.0,92.0,15258.0,3137.0,283.0,144.0,1
0,44.0,61.0,65.0,10983.0,2609.0,270.0,119.0,1
1,77.0,60.0,79.0,15190.0,3814.0,230.0,94.0,1
1,63.0,5.0,96.0,11192.0,3223.0,147.0,65.0,1
0,59.0,44.0,75.0,13376.0,3380.0,315.0,138.0,1
0,63.0,75.0,97.0,18636.0,3988.0,365.0,193.0,1
1,80.0,20.0,82.0,13327.0,2972.0,161.0,57.0,1
0,87.0,47.0,76.0,15121.0,2866.0,397.0,183.0,1
0,80.0,26.0,105.0,15278.0,3571.0,370.0,161.0,1
1,52.0,17.0,100.0,11197.0,2908.0,135.0,66.0,1
0,44.0,52.0,78.0,13760.0,3603.0,268.0,171.0,1
1,76.0,38.0,118.0,15404.0,3898.0,177.0,91.0,1
0,65.0,21.0,80.0,9725.0,1966.0,269.0,123.0,1
0,64.0,78.0,100.0,15839.0,4488.0,421.0,203.0,1
0,72.0,27.0,86.0,11021.0,2512.0,311.0,107.0,1
1,88.0,18.0,84.0,17689.0,3828.0,203.0,64.0,1
1,63.0,53.0,81.0,13614.0,3454.0,185.0,78.0,1
1,72.0,2.0,88.0,12986.0,3003.0,158.0,61.0,1
1,76.0,21.0,97.0,16679.0,4009.0,177.0,85.0,1
0,41.0,61.0,79.0,11540.0,2906.0,282.0,168.0,1
0,29.0,23.0,96.0,6368.0,2448.0,172.0,108.0,1
0,82.0,28.0,108.0,17843.0,3745.0,332.0,139.0,1
0,78.0,4.0,89.0,11846.0,2490.0,276.0,122.0,1
1,49.0,84.0,82.0,12326.0,3541.0,214.0,89.0,1
0,112.0,95.0,80.0,25542.0,5022.0,585.0,265.0,1
0,52.0,15.0,108.0,10669.0,3242.0,210.0,121.0,1
1,71.0,26.0,100.0,14301.0,3684.0,176.0,79.0,1
1,75.0,93.0,84.0,20014.0,4438.0,285.0,135.0,1
0,74.0,28.0,90.0,14302.0,3472.0,329.0,151.0,1
0,73.0,10.0,104.0,12745.0,3132.0,341.0,141.0,1
0,79.0,45.0,74.0,17189.0,3695.0,372.0,161.0,1
0,62.0,58.0,69.0,14386.0,3407.0,368.0,152.0,1
1,56.0,75.0,82.0,16475.0,3786.0,186.0,69.0,1
1,84.0,52.0,122.0,18109.0,5097.0,262.0,112.0,1
0,51.0,37.0,82.0,10899.0,3389.0,218.0,137.0,1
0,57.0,53.0,88.0,13363.0,3515.0,292.0,165.0,1
1,49.0,61.0,85.0,13958.0,4122.0,164.0,82.0,1
1,90.0,59.0,76.0,19956.0,4726.0,246.0,84.0,1
1,50.0,39.0,75.0,11320.0,2917.0,160.0,68.0,1
1,57.0,4.0,95.0,9752.0,2866.0,137.0,68.0,1
0,45.0,18.0,91.0,9297.0,2905.0,193.0,131.0,1
0,88.0,18.0,89.0,14508.0,3677.0,316.0,129.0,1
0,70.0,41.0,83.0,13064.0,3022.0,333.0,133.0,1
0,88.0,47.0,112.0,20752.0,3875.0,460.0,200.0,1
1,41.0,6.0,70.0,6840.0,1612.0,103.0,42.0,1
0,75.0,18.0,89.0,12964.0,3297.0,272.0,150.0,1
0,95.0,45.0,67.0,17994.0,3646.0,393.0,128.0,1
0,47.0,57.0,87.0,9010.0,3545.0,290.0,148.0,1
0,45.0,47.0,97.0,10745.0,3621.0,300.0,145.0,1
0,71.0,66.0,55.0,16372.0,2945.0,313.0,127.0,1
1,81.0,35.0,78.0,15038.0,3452.0,196.0,90.0,1
1,69.0,51.0,91.0,14765.0,3573.0,214.0,102.0,1
1,23.0,48.0,94.0,6539.0,3029.0,119.0,66.0,1
0,61.0,21.0,89.0,10184.0,2473.0,267.0,155.0,1
1,110.0,43.0,98.0,20693.0,4470.0,232.0,93.0,1
1,58.0,16.0,89.0,9611.0,2817.0,161.0,71.0,1
0,57.0,91.0,85.0,15150.0,4070.0,365.0,169.0,1
0,80.0,30.0,101.0,12085.0,3747.0,376.0,186.0,1
1,41.0,0.0,83.0,7977.0,2241.0,109.0,47.0,1
1,54.0,7.0,91.0,10055.0,2677.0,143.0,52.0,1
1,72.0,45.0,113.0,18649.0,4534.0,205.0,95.0,1
0,37.0,56.0,96.0,12354.0,3320.0,266.0,187.0,1
0,42.0,23.0,68.0,7018.0,2287.0,200.0,116.0,1
1,72.0,56.0,82.0,14759.0,3388.0,194.0,86.0,1
0,9.0,55.0,81.0,7722.0,2718.0,181.0,105.0,1
0,73.0,31.0,85.0,11070.0,3040.0,289.0,149.0,1
1,107.0,4.0,84.0,15993.0,3492.0,206.0,60.0,1
1,48.0,12.0,89.0,8832.0,2846.0,148.0,55.0,1
0,54.0,31.0,98.0,8813.0,2906.0,310.0,166.0,1
1,40.0,43.0,71.0,8592.0,2471.0,152.0,49.0,1
0,79.0,23.0,65.0,13901.0,2847.0,267.0,95.0,1
0,56.0,24.0,95.0,9820.0,2924.0,283.0,116.0,1
0,70.0,62.0,95.0,15182.0,3590.0,388.0,187.0,1
0,52.0,24.0,90.0,9585.0,2593.0,213.0,104.0,1
1,54.0,19.0,98.0,12644.0,2899.0,164.0,79.0,1
0,64.0,37.0,105.0,14338.0,2742.0,315.0,174.0,1
0,93.0,51.0,99.0,17740.0,3946.0,459.0,209.0,2
0,89.0,41.0,88.0,18077.0,4263.0,393.0,180.0,2
0,76.0,41.0,73.0,15275.0,3090.0,340.0,171.0,2
1,35.0,68.0,97.0,11180.0,4261.0,163.0,92.0,2
1,33.0,58.0,87.0,8211.0,2377.0,160.0,82.0,2
1,105.0,52.0,81.0,20592.0,4137.0,254.0,85.0,2
0,70.0,69.0,96.0,18295.0,4206.0,437.0,250.0,2
1,49.0,6.0,77.0,6462.0,1861.0,120.0,47.0,2
1,73.0,40.0,52.0,16190.0,2616.0,167.0,59.0,2
