Y,red,green,blue,vis_1,ir_2,vis_2,ir_3,vis_3,E
1,95.0,49.0,102.0,4797.0,2141.0,552.0,797.0,185.0,0
0,27.0,60.0,91.0,3403.0,1157.0,420.0,502.0,195.0,0
1,76.0,17.0,86.0,2996.0,2070.0,482.0,626.0,137.0,0
0,41.0,15.0,80.0,2124.0,961.0,319.0,397.0,123.0,0
0,57.0,1.0,79.0,2288.0,1343.0,311.0,432.0,89.0,0
0,30.0,56.0,85.0,2595.0,978.0,410.0,374.0,137.0,0
1,71.0,62.0,72.0,3818.0,2174.0,477.0,774.0,164.0,0
0,76.0,5.0,80.0,2751.0,1539.0,318.0,508.0,108.0,0
1,74.0,7.0,107.0,3334.0,1783.0,385.0,668.0,155.0,0
1,84.0,61.0,93.0,4134.0,2139.0,499.0,685.0,185.0,0
1,95.0,57.0,69.0,4518.0,2087.0,460.0,896.0,157.0,0
1,83.0,58.0,83.0,4127.0,2055.0,467.0,828.0,179.0,0
0,75.0,29.0,97.0,3360.0,1734.0,431.0,659.0,141.0,0
1,66.0,33.0,108.0,3870.0,1753.0,480.0,551.0,142.0,0
1,71.0,49.0,87.0,3650.0,1939.0,513.0,713.0,177.0,0
1,89.0,16.0,97.0,3472.0,1879.0,358.0,719.0,166.0,0
1,87.0,45.0,101.0,4875.0,2109.0,467.0,850.0,188.0,0
0,71.0,31.0,68.0,2119.0,1484.0,310.0,503.0,107.0,0
0,33.0,63.0,101.0,3879.0,1413.0,427.0,513.0,149.0,0
1,74.0,53.0,89.0,4078.0,1781.0,449.0,715.0,187.0,0
0,63.0,4.0,83.0,2271.0,1182.0,309.0,489.0,111.0,0
1,75.0,31.0,93.0,3312.0,1650.0,381.0,569.0,156.0,0
0,48.0,36.0,72.0,3050.0,1162.0,305.0,494.0,121.0,0
0,75.0,23.0,78.0,2890.0,1413.0,327.0,480.0,87.0,0
1,89.0,18.0,91.0,3357.0,1708.0,383.0,761.0,162.0,0
0,73.0,12.0,93.0,2633.0,1446.0,388.0,506.0,133.0,0
0,47.0,19.0,81.0,1978.0,1031.0,279.0,435.0,99.0,0
0,66.0,0.0,98.0,2882.0,1249.0,339.0,550.0,124.0,0
1,87.0,18.0,99.0,3557.0,1693.0,382.0,639.0,147.0,0
1,68.0,51.0,85.0,4158.0,1510.0,415.0,663.0,189.0,0
0,55.0,43.0,93.0,3601.0,1634.0,449.0,570.0,152.0,0
1,67.0,105.0,114.0,4926.0,2041.0,530.0,1049.0,308.0,0
0,45.0,22.0,83.0,2886.0,1155.0,300.0,407.0,102.0,0
1,73.0,30.0,94.0,3491.0,1682.0,466.0,567.0,137.0,0
1,86.0,59.0,84.0,3996.0,2353.0,479.0,794.0,193.0,0
1,63.0,53.0,107.0,5006.0,1713.0,493.0,654.0,184.0,0
0,57.0,20.0,89.0,2743.0,1249.0,356.0,502.0,124.0,0
1,97.0,23.0,103.0,3586.0,2437.0,477.0,672.0,147.0,0
1,76.0,23.0,79.0,2446.0,1412.0,419.0,725.0,144.0,0
0,54.0,12.0,83.0,2248.0,1224.0,339.0,523.0,132.0,0
0,52.0,40.0,83.0,3114.0,1379.0,310.0,470.0,133.0,0
1,69.0,86.0,92.0,4462.0,2159.0,487.0,773.0,176.0,0
1,51.0,38.0,90.0,2954.0,1323.0,371.0,459.0,144.0,0
0,68.0,9.0,98.0,3228.0,1298.0,358.0,553.0,135.0,0
1,66.0,48.0,72.0,2930.0,1420.0,359.0,588.0,159.0,0
1,57.0,38.0,107.0,3946.0,1415.0,444.0,592.0,172.0,0
0,51.0,27.0,83.0,2807.0,1466.0,360.0,479.0,93.0,0
1,91.0,45.0,91.0,3622.0,1768.0,479.0,818.0,183.0,0
0,56.0,69.0,91.0,3620.0,1325.0,418.0,696.0,188.0,0
1,47.0,63.0,90.0,4079.0,1615.0,538.0,681.0,170.0,0
1,111.0,19.0,110.0,4396.0,2565.0,546.0,805.0,155.0,0
0,66.0,19.0,93.0,3280.0,1507.0,399.0,569.0,122.0,0
1,68.0,45.0,87.0,3951.0,1959.0,446.0,714.0,161.0,0
1,69.0,46.0,88.0,3141.0,1528.0,344.0,661.0,191.0,0
0,41.0,13.0,81.0,2041.0,957.0,267.0,405.0,102.0,0
1,86.0,71.0,115.0,5245.0,2053.0,592.0,1024.0,248.0,0
1,72.0,48.0,98.0,3006.0,1726.0,485.0,677.0,189.0,0
0,31.0,28.0,83.0,2550.0,821.0,314.0,301.0,88.0,0
1,77.0,70.0,83.0,4016.0,1907.0,473.0,835.0,216.0,0
0,68.0,8.0,97.0,3699.0,1743.0,416.0,584.0,113.0,0
0,37.0,35.0,90.0,2609.0,940.0,289.0,427.0,116.0,0
1,45.0,99.0,69.0,4006.0,1471.0,434.0,604.0,174.0,0
1,104.0,6.0,90.0,3223.0,1995.0,451.0,706.0,136.0,0
0,56.0,26.0,86.0,2857.0,1383.0,399.0,557.0,124.0,0
1,69.0,96.0,98.0,3948.0,2028.0,580.0,881.0,240.0,0
0,36.0,22.0,97.0,2508.0,1002.0,325.0,357.0,91.0,0
0,67.0,46.0,73.0,3579.0,1561.0,367.0,709.0,156.0,0
1,82.0,52.0,103.0,4524.0,2238.0,527.0,823.0,172.0,0
0,62.0,2.0,71.0,2115.0,1148.0,242.0,410.0,96.0,0
0,57.0,2.0,95.0,2743.0,1245.0,353.0,471.0,104.0,0
0,61.0,24.0,72.0,2219.0,1262.0,292.0,419.0,90.0,0
0,69.0,64.0,96.0,5044.0,1955.0,500.0,835.0,202.0,0
1,71.0,83.0,86.0,4579.0,2165.0,517.0,775.0,211.0,0
1,93.0,71.0,80.0,4484.0,2197.0,522.0,974.0,222.0,0
1,79.0,73.0,100.0,4138.0,2649.0,612.0,727.0,153.0,0
1,68.0,31.0,115.0,3928.0,1488.0,436.0,629.0,162.0,0
1,70.0,82.0,93.0,4490.0,2077.0,603.0,912.0,229.0,0
1,73.0,25.0,89.0,2945.0,1683.0,376.0,706.0,150.0,0
0,65.0,54.0,90.0,4142.0,1498.0,502.0,669.0,136.0,0
1,71.0,34.0,71.0,3173.0,1241.0,290.0,622.0,129.0,0
1,76.0,39.0,71.0,2888.0,1682.0,422.0,644.0,118.0,0
1,85.0,20.0,82.0,3227.0,1397.0,360.0,621.0,132.0,0
0,67.0,5.0,76.0,2108.0,1376.0,310.0,454.0,91.0,0
0,61.0,3.0,87.0,2356.0,1128.0,265.0,453.0,114.0,0
1,64.0,75.0,80.0,3774.0,1734.0,426.0,754.0,161.0,0
0,58.0,11.0,92.0,2958.0,1208.0,275.0,432.0,113.0,0
1,75.0,26.0,91.0,3228.0,1256.0,337.0,539.0,120.0,0
0,55.0,36.0,70.0,2238.0,1370.0,365.0,519.0,112.0,0
1,94.0,3.0,98.0,3639.0,1763.0,391.0,745.0,140.0,0
0,69.0,11.0,57.0,1912.0,1452.0,280.0,490.0,98.0,0
1,54.0,82.0,102.0,3917.0,1958.0,461.0,758.0,191.0,0
1,63.0,48.0,93.0,2823.0,1618.0,405.0,557.0,139.0,0
1,52.0,58.0,106.0,3968.0,1643.0,524.0,547.0,177.0,0
1,72.0,49.0,80.0,2772.0,1396.0,393.0,668.0,157.0,0
0,63.0,23.0,80.0,2663.0,1144.0,236.0,585.0,134.0,0
0,50.0,25.0,74.0,2344.0,957.0,270.0,454.0,114.0,0
0,63.0,33.0,85.0,2654.0,1750.0,382.0,492.0,108.0,0
1,76.0,102.0,92.0,4985.0,2255.0,634.0,935.0,215.0,0
0,39.0,35.0,72.0,2552.0,919.0,333.0,432.0,117.0,0
0,51.0,25.0,81.0,2697.0,1105.0,293.0,463.0,102.0,0
1,48.0,61.0,89.0,3243.0,1477.0,427.0,506.0,149.0,0
1,68.0,16.0,96.0,2555.0,1404.0,343.0,483.0,130.0,0
0,40.0,45.0,90.0,3380.0,1270.0,344.0,540.0,162.0,0
1,70.0,56.0,90.0,4167.0,1848.0,483.0,675.0,153.0,0
0,38.0,34.0,87.0,2848.0,997.0,302.0,409.0,116.0,0
1,83.0,50.0,73.0,2774.0,1550.0,451.0,676.0,132.0,0
0,32.0,60.0,94.0,3797.0,1381.0,398.0,541.0,177.0,0
1,106.0,20.0,91.0,3718.0,2244.0,420.0,716.0,140.0,0
1,73.0,59.0,81.0,3497.0,1576.0,326.0,821.0,188.0,0
0,38.0,41.0,102.0,3337.0,1133.0,432.0,483.0,169.0,0
1,72.0,41.0,81.0,3057.0,1693.0,360.0,624.0,137.0,0
1,85.0,28.0,106.0,3371.0,1705.0,465.0,842.0,177.0,0
1,65.0,72.0,109.0,4966.0,1958.0,637.0,759.0,194.0,0
0,37.0,28.0,90.0,2929.0,1223.0,435.0,427.0,125.0,0
0,56.0,12.0,96.0,2986.0,1361.0,344.0,504.0,126.0,0
0,51.0,20.0,100.0,2902.0,1322.0,415.0,454.0,142.0,0
1,96.0,46.0,85.0,3230.0,2106.0,425.0,845.0,154.0,0
0,49.0,36.0,82.0,2538.0,1185.0,406.0,451.0,116.0,0
0,61.0,49.0,66.0,3212.0,1588.0,321.0,682.0,126.0,0
1,88.0,24.0,81.0,3288.0,1686.0,402.0,682.0,150.0,0
1,71.0,37.0,97.0,3264.0,1807.0,482.0,807.0,169.0,0
1,55.0,52.0,114.0,3693.0,1702.0,460.0,682.0,176.0,0
0,60.0,18.0,96.0,3896.0,1378.0,385.0,535.0,105.0,0
1,100.0,29.0,69.0,3388.0,1865.0,422.0,649.0,115.0,0
1,86.0,55.0,100.0,4017.0,2177.0,460.0,780.0,218.0,0
0,37.0,54.0,82.0,3521.0,1163.0,372.0,517.0,153.0,0
1,75.0,38.0,80.0,3465.0,1357.0,368.0,611.0,138.0,0
0,37.0,63.0,80.0,3301.0,1003.0,356.0,473.0,182.0,0
0,56.0,11.0,92.0,2988.0,1232.0,346.0,456.0,103.0,0
1,98.0,43.0,75.0,4056.0,2097.0,402.0,690.0,160.0,0
0,77.0,8.0,67.0,2115.0,1213.0,256.0,522.0,90.0,0
1,88.0,49.0,85.0,3862.0,1771.0,443.0,870.0,182.0,0
1,58.0,45.0,96.0,3843.0,1568.0,476.0,611.0,140.0,0
1,75.0,29.0,79.0,2644.0,1283.0,327.0,569.0,142.0,0
1,60.0,39.0,110.0,4128.0,1682.0,485.0,653.0,176.0,0
1,67.0,31.0,94.0,3640.0,1707.0,452.0,608.0,152.0,0
0,50.0,12.0,71.0,1894.0,920.0,247.0,382.0,98.0,0
0,24.0,38.0,85.0,2306.0,972.0,326.0,362.0,131.0,0
1,58.0,14.0,96.0,2387.0,1247.0,360.0,500.0,124.0,0
1,76.0,18.0,76.0,3031.0,1280.0,307.0,525.0,127.0,0
0,60.0,9.0,116.0,2903.0,1483.0,404.0,591.0,196.0,1
1,57.0,91.0,85.0,4201.0,1667.0,433.0,1754.0,104.0,1
0,46.0,36.0,95.0,2903.0,1317.0,393.0,490.0,152.0,1
0,65.0,21.0,80.0,3087.0,1405.0,292.0,445.0,102.0,1
0,17.0,39.0,86.0,2426.0,760.0,361.0,359.0,124.0,1
1,101.0,23.0,101.0,3211.0,2296.0,485.0,1741.0,85.0,1
1,81.0,68.0,82.0,4401.0,1868.0,458.0,1827.0,105.0,1
0,78.0,4.0,89.0,3344.0,1656.0,341.0,515.0,118.0,1
0,73.0,10.0,104.0,2964.0,1303.0,412.0,504.0,127.0,1
0,26.0,57.0,87.0,2905.0,1150.0,381.0,406.0,121.0,1
0,59.0,5.0,85.0,2254.0,1357.0,313.0,488.0,114.0,1
0,59.0,58.0,74.0,3184.0,1702.0,521.0,630.0,166.0,1
0,46.0,1.0,102.0,3050.0,957.0,286.0,400.0,122.0,1
1,79.0,45.0,74.0,2885.0,1759.0,411.0,1694.0,78.0,1
1,70.0,62.0,95.0,4248.0,2006.0,530.0,1693.0,87.0,1
1,93.0,73.0,91.0,5370.0,2388.0,537.0,1818.0,99.0,1
1,55.0,99.0,102.0,5198.0,2006.0,477.0,1805.0,103.0,1
0,51.0,37.0,82.0,3615.0,1214.0,356.0,550.0,125.0,1
1,76.0,28.0,88.0,3009.0,1567.0,315.0,1688.0,69.0,1
1,119.0,68.0,104.0,6040.0,2769.0,645.0,1904.0,121.0,1
0,54.0,31.0,98.0,3002.0,1550.0,471.0,577.0,139.0,1
0,45.0,47.0,97.0,2969.0,1763.0,446.0,565.0,165.0,1
0,45.0,2.0,68.0,1922.0,854.0,200.0,331.0,84.0,1
0,44.0,61.0,65.0,3116.0,1225.0,336.0,553.0,134.0,1
1,68.0,33.0,85.0,3191.0,1743.0,436.0,1706.0,80.0,1
0,63.0,41.0,92.0,3639.0,1622.0,366.0,668.0,175.0,1
1,62.0,58.0,98.0,3963.0,1368.0,420.0,1667.0,87.0,1
0,50.0,31.0,97.0,3375.0,1248.0,383.0,503.0,117.0,1
1,85.0,74.0,118.0,5349.0,2457.0,608.0,1852.0,108.0,1
1,63.0,48.0,112.0,3647.0,2133.0,563.0,1733.0,99.0,1
0,32.0,54.0,92.0,2907.0,1073.0,317.0,428.0,163.0,1
1,113.0,58.0,117.0,4989.0,2838.0,733.0,1903.0,120.0,1
0,47.0,28.0,90.0,3235.0,1311.0,284.0,401.0,108.0,1
0,75.0,2.0,85.0,2508.0,1581.0,292.0,565.0,124.0,1
1,82.0,28.0,108.0,3907.0,1890.0,388.0,1674.0,76.0,1
0,63.0,25.0,80.0,2561.0,1468.0,329.0,531.0,134.0,1
1,51.0,76.0,87.0,3836.0,1791.0,523.0,1747.0,100.0,1
0,61.0,21.0,89.0,1920.0,1543.0,362.0,598.0,130.0,1
0,48.0,20.0,77.0,2200.0,1190.0,333.0,378.0,96.0,1
1,63.0,75.0,97.0,4614.0,1919.0,473.0,1738.0,98.0,1
1,49.0,58.0,93.0,2803.0,1613.0,443.0,1664.0,63.0,1
0,44.0,33.0,78.0,2375.0,983.0,259.0,493.0,118.0,1
1,48.0,77.0,100.0,4809.0,1448.0,460.0,1702.0,80.0,1
0,44.0,52.0,78.0,3247.0,1185.0,383.0,453.0,131.0,1
1,96.0,7.0,98.0,4121.0,1893.0,424.0,1758.0,76.0,1
0,70.0,26.0,82.0,2992.0,1426.0,364.0,623.0,129.0,1
1,76.0,65.0,98.0,5016.0,2335.0,566.0,1724.0,88.0,1
1,87.0,47.0,76.0,3274.0,1829.0,371.0,1744.0,87.0,1
1,95.0,45.0,67.0,3474.0,2198.0,429.0,1745.0,68.0,1
0,41.0,61.0,79.0,2942.0,1318.0,353.0,584.0,138.0,1
1,88.0,47.0,112.0,4805.0,2378.0,574.0,1737.0,101.0,1
0,38.0,22.0,83.0,2604.0,839.0,297.0,345.0,109.0,1
1,80.0,30.0,101.0,3480.0,1723.0,428.0,1723.0,80.0,1
0,72.0,27.0,86.0,3204.0,1490.0,356.0,666.0,147.0,1
1,88.0,18.0,89.0,2996.0,1612.0,347.0,1712.0,71.0,1
0,72.0,22.0,79.0,2810.0,1558.0,358.0,513.0,132.0,1
0,30.0,49.0,78.0,2918.0,818.0,314.0,383.0,99.0,1
0,71.0,66.0,55.0,3758.0,1550.0,354.0,735.0,129.0,1
1,75.0,18.0,89.0,2664.0,1631.0,362.0,1694.0,65.0,1
1,62.0,58.0,69.0,2792.0,1489.0,368.0,1755.0,81.0,1
1,73.0,64.0,97.0,3934.0,1988.0,486.0,1743.0,84.0,1
1,81.0,40.0,96.0,3786.0,1659.0,398.0,1706.0,82.0,1
0,47.0,29.0,77.0,2560.0,1231.0,300.0,365.0,101.0,1
0,45.0,18.0,91.0,2349.0,918.0,339.0,376.0,108.0,1
0,17.0,17.0,111.0,2801.0,748.0,382.0,308.0,116.0,1
0,78.0,26.0,98.0,3786.0,1693.0,430.0,758.0,166.0,1
1,82.0,7.0,108.0,3623.0,1814.0,426.0,1721.0,83.0,1
0,31.0,17.0,85.0,2259.0,742.0,291.0,293.0,109.0,1
1,35.0,76.0,102.0,3368.0,1418.0,454.0,1661.0,75.0,1
1,81.0,45.0,104.0,3515.0,1757.0,507.0,1745.0,95.0,1
1,78.0,4.0,78.0,2588.0,1468.0,289.0,1652.0,51.0,1
0,79.0,23.0,65.0,2596.0,1427.0,309.0,672.0,115.0,1
1,57.0,53.0,88.0,3435.0,1577.0,450.0,1698.0,87.0,1
1,60.0,80.0,87.0,4188.0,1627.0,462.0,1793.0,94.0,1
0,73.0,31.0,85.0,3023.0,1745.0,399.0,585.0,121.0,1
0,46.0,53.0,68.0,2461.0,1672.0,440.0,523.0,132.0,1
1,69.0,62.0,81.0,4075.0,1659.0,429.0,1801.0,88.0,1
0,59.0,3.0,86.0,2842.0,1113.0,340.0,404.0,98.0,1
1,83.0,63.0,91.0,4189.0,2056.0,411.0,1779.0,95.0,1
1,75.0,36.0,98.0,3862.0,1579.0,460.0,1715.0,76.0,1
0,29.0,23.0,96.0,2637.0,867.0,381.0,352.0,117.0,1
0,59.0,44.0,75.0,3492.0,1408.0,290.0,665.0,115.0,1
0,63.0,6.0,117.0,2817.0,1366.0,340.0,573.0,157.0,1
0,52.0,15.0,108.0,3032.0,1118.0,393.0,450.0,141.0,1
0,47.0,40.0,90.0,2952.0,992.0,330.0,460.0,140.0,1
0,41.0,43.0,96.0,3499.0,1193.0,364.0,413.0,140.0,1
0,49.0,19.0,90.0,2900.0,1057.0,299.0,481.0,141.0,1
0,9.0,55.0,81.0,2739.0,1086.0,419.0,404.0,145.0,1
1,47.0,57.0,87.0,3761.0,1424.0,410.0,1692.0,92.0,1
1,74.0,28.0,90.0,3326.0,1699.0,363.0,1721.0,64.0,1
1,68.0,44.0,112.0,4160.0,1755.0,557.0,1744.0,97.0,1
1,112.0,95.0,80.0,5045.0,3203.0,688.0,1869.0,112.0,1
0,52.0,24.0,90.0,3474.0,1313.0,388.0,500.0,110.0,1
1,59.0,46.0,92.0,3938.0,1341.0,407.0,1669.0,69.0,1
1,80.0,26.0,105.0,3256.0,1842.0,510.0,1705.0,84.0,1
1,75.0,77.0,96.0,4839.0,2390.0,556.0,1853.0,107.0,1
0,49.0,35.0,88.0,3474.0,1252.0,377.0,473.0,130.0,1
1,53.0,67.0,97.0,3877.0,1762.0,583.0,1751.0,98.0,1
0,52.0,16.0,71.0,2395.0,1116.0,276.0,393.0,87.0,1
0,42.0,23.0,68.0,2074.0,968.0,230.0,311.0,87.0,1
0,66.0,23.0,72.0,2114.0,1268.0,331.0,539.0,123.0,1
1,99.0,43.0,115.0,3721.0,2138.0,549.0,1734.0,86.0,1
1,64.0,37.0,105.0,4018.0,1689.0,450.0,1692.0,78.0,1
0,37.0,56.0,96.0,3478.0,1182.0,454.0,524.0,170.0,1
1,72.0,7.0,75.0,2576.0,1602.0,300.0,1617.0,50.0,1
1,64.0,78.0,100.0,4487.0,1990.0,619.0,1755.0,108.0,1
0,56.0,24.0,95.0,3127.0,1185.0,356.0,575.0,136.0,1
0,70.0,41.0,83.0,3857.0,1543.0,349.0,667.0,128.0,1
1,87.0,39.0,73.0,2702.0,1690.0,377.0,1771.0,82.0,1
1,83.0,37.0,90.0,3780.0,1929.0,448.0,1754.0,66.0,1
1,49.0,84.0,82.0,4451.0,1668.0,561.0,1704.0,79.0,1
0,49.0,45.0,93.0,3672.0,1163.0,368.0,439.0,132.0,1
1,70.0,32.0,92.0,3170.0,1266.0,367.0,1664.0,80.0,1
0,71.0,33.0,93.0,3248.0,1479.0,397.0,613.0,125.0,1
0,43.0,20.0,96.0,2580.0,1000.0,369.0,456.0,137.0,1
1,88.0,96.0,96.0,5355.0,2274.0,586.0,1820.0,87.0,1
1,72.0,56.0,82.0,3420.0,1629.0,398.0,1711.0,74.0,1
1,56.0,24.0,115.0,3551.0,1374.0,466.0,1672.0,76.0,1
1,88.0,24.0,84.0,3311.0,2010.0,386.0,1755.0,74.0,1
0,35.0,54.0,93.0,2748.0,1313.0,421.0,520.0,151.0,1
0,62.0,38.0,78.0,2793.0,1207.0,361.0,501.0,137.0,1
1,107.0,4.0,84.0,3492.0,1876.0,379.0,1722.0,64.0,1
0,34.0,38.0,94.0,2918.0,986.0,370.0,415.0,143.0,1
0,55.0,29.0,79.0,2794.0,1276.0,323.0,554.0,129.0,1
1,105.0,56.0,104.0,4997.0,2466.0,536.0,1794.0,94.0,1
0,51.0,53.0,73.0,3360.0,1313.0,350.0,660.0,128.0,1
1,70.0,8.0,94.0,2897.0,1545.0,424.0,1685.0,76.0,1
1,75.0,67.0,96.0,5241.0,2097.0,573.0,1780.0,89.0,1
0,22.0,6.0,99.0,2084.0,614.0,301.0,289.0,91.0,1
0,23.0,48.0,94.0,3043.0,1083.0,344.0,432.0,143.0,1
0,54.0,7.0,91.0,2343.0,1140.0,340.0,436.0,125.0,1
1,84.0,52.0,122.0,4313.0,1606.0,562.0,1727.0,88.0,1
1,96.0,29.0,108.0,3759.0,2132.0,521.0,1789.0,92.0,1
1,88.0,18.0,84.0,2987.0,1618.0,386.0,1654.0,62.0,1
1,90.0,59.0,76.0,3534.0,2419.0,494.0,1775.0,75.0,1
1,59.0,97.0,78.0,4365.0,2020.0,489.0,1704.0,85.0,1
1,95.0,45.0,95.0,5149.0,2882.0,564.0,1828.0,101.0,1
0,54.0,36.0,96.0,3211.0,1429.0,419.0,656.0,138.0,1
1,76.0,38.0,118.0,4233.0,2145.0,472.0,1770.0,84.0,1
0,62.0,6.0,106.0,3053.0,1139.0,376.0,458.0,151.0,1
0,65.0,6.0,74.0,2577.0,1324.0,309.0,568.0,118.0,1
0,50.0,21.0,105.0,3031.0,1253.0,304.0,490.0,152.0,1
0,32.0,11.0,104.0,2697.0,655.0,318.0,362.0,141.0,1
0,27.0,31.0,87.0,2312.0,872.0,291.0,358.0,107.0,1
1,91.0,18.0,93.0,4365.0,1774.0,385.0,1770.0,91.0,1
0,40.0,42.0,104.0,3165.0,1229.0,429.0,594.0,192.0,1
0,55.0,40.0,91.0,3931.0,1418.0,446.0,613.0,158.0,1
0,63.0,5.0,96.0,3528.0,1525.0,402.0,478.0,113.0,1
0,26.0,55.0,85.0,2739.0,1125.0,309.0,465.0,144.0,1
0,41.0,0.0,83.0,1803.0,835.0,257.0,315.0,99.0,1
1,96.0,66.0,81.0,4056.0,2275.0,534.0,1808.0,82.0,1
1,72.0,45.0,113.0,3766.0,1956.0,601.0,1757.0,98.0,1
1,79.0,74.0,86.0,4091.0,1803.0,453.0,1762.0,88.0,1
0,73.0,17.0,103.0,3193.0,1744.0,404.0,669.0,156.0,1
0,52.0,17.0,100.0,3001.0,1259.0,341.0,495.0,152.0,1
0,54.0,9.0,67.0,2251.0,1102.0,258.0,362.0,91.0,1
0,60.0,27.0,88.0,3154.0,1392.0,355.0,579.0,123.0,1
1,110.0,43.0,98.0,4338.0,2424.0,487.0,1783.0,95.0,1
1,62.0,7.0,103.0,2992.0,1281.0,366.0,1671.0,77.0,1
0,54.0,19.0,79.0,2434.0,1113.0,279.0,427.0,119.0,1
1,81.0,35.0,78.0,3205.0,1639.0,312.0,1662.0,67.0,1
0,45.0,51.0,83.0,3348.0,1288.0,372.0,627.0,163.0,1
1,70.0,37.0,77.0,3024.0,1662.0,378.0,1668.0,68.0,1
1,77.0,37.0,78.0,3977.0,1930.0,448.0,1739.0,76.0,1
1,62.0,31.0,84.0,3009.0,1372.0,355.0,1670.0,66.0,1
